,det33,det35,det36,det37,det39,det41,det43,det45,det47,totalct,month,day,hour,minute,day-of-week,min_bin
2019-05-09 15:00:00,5,4,0,2,3,7,4,4,4,33,5,9,15,0,3,60
2019-05-09 15:15:00,0,0,0,0,0,0,0,0,0,0,5,9,15,15,3,61
2019-05-09 15:30:00,0,0,0,0,0,0,0,0,0,0,5,9,15,30,3,62
2019-05-09 15:45:00,0,0,0,0,0,0,0,0,0,0,5,9,15,45,3,63
2019-05-09 16:00:00,0,0,0,0,0,0,0,0,0,0,5,9,16,0,3,64
2019-05-09 16:15:00,0,0,0,0,0,0,0,0,0,0,5,9,16,15,3,65
2019-05-09 16:30:00,0,0,0,0,0,0,0,0,0,0,5,9,16,30,3,66
2019-05-09 16:45:00,0,0,0,0,0,0,0,0,0,0,5,9,16,45,3,67
2019-05-09 17:00:00,0,0,0,0,0,0,0,0,0,0,5,9,17,0,3,68
2019-05-09 17:15:00,0,0,0,0,0,0,0,0,0,0,5,9,17,15,3,69
2019-05-09 17:30:00,0,0,0,0,0,0,0,0,0,0,5,9,17,30,3,70
2019-05-09 17:45:00,0,0,0,0,0,0,0,0,0,0,5,9,17,45,3,71
2019-05-09 18:00:00,0,0,0,0,0,0,0,0,0,0,5,9,18,0,3,72
2019-05-09 18:15:00,0,0,0,0,0,0,0,0,0,0,5,9,18,15,3,73
2019-05-09 18:30:00,0,0,0,0,0,0,0,0,0,0,5,9,18,30,3,74
2019-05-09 18:45:00,0,0,0,0,0,0,0,0,0,0,5,9,18,45,3,75
2019-05-09 19:00:00,0,0,0,0,0,0,0,0,0,0,5,9,19,0,3,76
2019-05-09 19:15:00,0,0,0,0,0,0,0,0,0,0,5,9,19,15,3,77
2019-05-09 19:30:00,0,0,0,0,0,0,0,0,0,0,5,9,19,30,3,78
2019-05-09 19:45:00,0,0,0,0,0,0,0,0,0,0,5,9,19,45,3,79
2019-05-09 20:00:00,0,0,0,0,0,0,0,0,0,0,5,9,20,0,3,80
2019-05-09 20:15:00,0,0,0,0,0,0,0,0,0,0,5,9,20,15,3,81
2019-05-09 20:30:00,0,0,0,0,0,0,0,0,0,0,5,9,20,30,3,82
2019-05-09 20:45:00,0,0,0,0,0,0,0,0,0,0,5,9,20,45,3,83
2019-05-09 21:00:00,0,0,0,0,0,0,0,0,0,0,5,9,21,0,3,84
2019-05-09 21:15:00,0,0,0,0,0,0,0,0,0,0,5,9,21,15,3,85
2019-05-09 21:30:00,0,0,0,0,0,0,0,0,0,0,5,9,21,30,3,86
2019-05-09 21:45:00,0,0,0,0,0,0,0,0,0,0,5,9,21,45,3,87
2019-05-09 22:00:00,0,0,0,0,0,0,0,0,0,0,5,9,22,0,3,88
2019-05-09 22:15:00,0,0,0,0,0,0,0,0,0,0,5,9,22,15,3,89
2019-05-09 22:30:00,0,0,0,0,0,0,0,0,0,0,5,9,22,30,3,90
2019-05-09 22:45:00,0,0,0,0,0,0,0,0,0,0,5,9,22,45,3,91
2019-05-09 23:00:00,0,0,0,0,0,0,0,0,0,0,5,9,23,0,3,92
2019-05-09 23:15:00,0,0,0,0,0,0,0,0,0,0,5,9,23,15,3,93
2019-05-09 23:30:00,0,0,0,0,0,0,0,0,0,0,5,9,23,30,3,94
2019-05-09 23:45:00,0,0,0,0,0,0,0,0,0,0,5,9,23,45,3,95
2019-05-10 00:00:00,0,0,0,0,0,0,0,0,0,0,5,10,0,0,4,0
2019-05-10 00:15:00,0,0,0,0,0,0,0,0,0,0,5,10,0,15,4,1
2019-05-10 00:30:00,0,0,0,0,0,0,0,0,0,0,5,10,0,30,4,2
2019-05-10 00:45:00,0,0,0,0,0,0,0,0,0,0,5,10,0,45,4,3
2019-05-10 01:00:00,0,0,0,0,0,0,0,0,0,0,5,10,1,0,4,4
2019-05-10 01:15:00,0,0,0,0,0,0,0,0,0,0,5,10,1,15,4,5
2019-05-10 01:30:00,0,0,0,0,0,0,0,0,0,0,5,10,1,30,4,6
2019-05-10 01:45:00,0,0,0,0,0,0,0,0,0,0,5,10,1,45,4,7
2019-05-10 02:00:00,0,0,0,0,0,0,0,0,0,0,5,10,2,0,4,8
2019-05-10 02:15:00,0,0,0,0,0,0,0,0,0,0,5,10,2,15,4,9
2019-05-10 02:30:00,0,0,0,0,0,0,0,0,0,0,5,10,2,30,4,10
2019-05-10 02:45:00,0,0,0,0,0,0,0,0,0,0,5,10,2,45,4,11
2019-05-10 03:00:00,0,0,0,0,0,0,0,0,0,0,5,10,3,0,4,12
2019-05-10 03:15:00,0,0,0,0,0,0,0,0,0,0,5,10,3,15,4,13
2019-05-10 03:30:00,0,0,0,0,0,0,0,0,0,0,5,10,3,30,4,14
2019-05-10 03:45:00,0,0,0,0,0,0,0,0,0,0,5,10,3,45,4,15
2019-05-10 04:00:00,0,0,0,0,0,0,0,0,0,0,5,10,4,0,4,16
2019-05-10 04:15:00,0,0,0,0,0,0,0,0,0,0,5,10,4,15,4,17
2019-05-10 04:30:00,0,0,0,0,0,0,0,0,0,0,5,10,4,30,4,18
2019-05-10 04:45:00,0,0,0,0,0,0,0,0,0,0,5,10,4,45,4,19
2019-05-10 05:00:00,0,0,0,0,0,0,0,0,0,0,5,10,5,0,4,20
2019-05-10 05:15:00,0,0,0,0,0,0,0,0,0,0,5,10,5,15,4,21
2019-05-10 05:30:00,0,0,0,0,0,0,0,0,0,0,5,10,5,30,4,22
2019-05-10 05:45:00,0,0,0,0,0,0,0,0,0,0,5,10,5,45,4,23
2019-05-10 06:00:00,0,0,0,0,0,0,0,0,0,0,5,10,6,0,4,24
2019-05-10 06:15:00,0,0,0,0,0,0,0,0,0,0,5,10,6,15,4,25
2019-05-10 06:30:00,0,0,0,0,0,0,0,0,0,0,5,10,6,30,4,26
2019-05-10 06:45:00,0,0,0,0,0,0,0,0,0,0,5,10,6,45,4,27
2019-05-10 07:00:00,0,0,0,0,0,0,0,0,0,0,5,10,7,0,4,28
2019-05-10 07:15:00,0,0,0,0,0,0,0,0,0,0,5,10,7,15,4,29
2019-05-10 07:30:00,0,0,0,0,0,0,0,0,0,0,5,10,7,30,4,30
2019-05-10 07:45:00,0,0,0,0,0,0,0,0,0,0,5,10,7,45,4,31
2019-05-10 08:00:00,0,0,0,0,0,0,0,0,0,0,5,10,8,0,4,32
2019-05-10 08:15:00,0,0,0,0,0,0,0,0,0,0,5,10,8,15,4,33
2019-05-10 08:30:00,0,0,0,0,0,0,0,0,0,0,5,10,8,30,4,34
2019-05-10 08:45:00,0,0,0,0,0,0,0,0,0,0,5,10,8,45,4,35
2019-05-10 09:00:00,0,0,0,0,0,0,0,0,0,0,5,10,9,0,4,36
2019-05-10 09:15:00,0,0,0,0,0,0,0,0,0,0,5,10,9,15,4,37
2019-05-10 09:30:00,0,0,0,0,0,0,0,0,0,0,5,10,9,30,4,38
2019-05-10 09:45:00,22,7,0,15,6,48,6,8,8,120,5,10,9,45,4,39
2019-05-10 10:00:00,30,7,0,14,7,51,6,12,10,137,5,10,10,0,4,40
2019-05-10 10:15:00,33,6,0,14,10,61,8,13,9,154,5,10,10,15,4,41
2019-05-10 10:30:00,38,7,0,14,9,60,6,12,8,154,5,10,10,30,4,42
2019-05-10 10:45:00,35,6,0,12,11,40,14,14,9,141,5,10,10,45,4,43
2019-05-10 11:00:00,34,9,0,14,12,35,8,14,9,135,5,10,11,0,4,44
2019-05-10 11:15:00,29,5,0,6,6,23,8,10,7,94,5,10,11,15,4,45
2019-05-10 11:30:00,16,7,0,19,7,42,13,14,6,124,5,10,11,30,4,46
2019-05-10 11:45:00,28,7,0,18,10,33,12,9,9,126,5,10,11,45,4,47
2019-05-10 12:00:00,25,9,0,17,10,34,11,12,10,128,5,10,12,0,4,48
2019-05-10 12:15:00,4,8,0,9,6,44,11,18,9,109,5,10,12,15,4,49
2019-05-10 12:30:00,5,11,0,12,7,37,11,15,8,106,5,10,12,30,4,50
2019-05-10 12:45:00,2,6,0,12,7,48,14,15,10,114,5,10,12,45,4,51
2019-05-10 13:00:00,3,3,0,11,6,49,9,12,13,106,5,10,13,0,4,52
2019-05-10 13:15:00,1,7,0,6,9,47,8,11,8,97,5,10,13,15,4,53
2019-05-10 13:30:00,1,7,0,10,7,34,7,10,8,84,5,10,13,30,4,54
2019-05-10 13:45:00,7,4,0,6,9,31,11,12,10,90,5,10,13,45,4,55
2019-05-10 14:00:00,27,6,0,14,9,36,8,13,10,123,5,10,14,0,4,56
2019-05-10 14:15:00,23,7,0,15,7,43,5,13,7,120,5,10,14,15,4,57
2019-05-10 14:30:00,18,6,0,12,9,22,9,16,8,100,5,10,14,30,4,58
2019-05-10 14:45:00,16,5,0,16,8,33,10,12,8,108,5,10,14,45,4,59
2019-05-10 15:00:00,30,7,0,10,11,26,16,13,9,122,5,10,15,0,4,60
2019-05-10 15:15:00,29,10,0,8,8,20,7,10,8,100,5,10,15,15,4,61
2019-05-10 15:30:00,24,5,0,10,8,21,11,10,10,99,5,10,15,30,4,62
2019-05-10 15:45:00,10,7,0,4,7,39,14,12,7,100,5,10,15,45,4,63
2019-05-10 16:00:00,2,8,0,11,8,37,5,10,7,88,5,10,16,0,4,64
2019-05-10 16:15:00,4,7,0,13,6,32,9,10,9,90,5,10,16,15,4,65
2019-05-10 16:30:00,3,5,0,6,9,42,8,6,5,84,5,10,16,30,4,66
2019-05-10 16:45:00,4,7,0,4,10,24,9,13,11,82,5,10,16,45,4,67
2019-05-10 17:00:00,4,5,0,8,8,41,12,18,2,98,5,10,17,0,4,68
2019-05-10 17:15:00,2,8,0,9,9,44,12,10,5,99,5,10,17,15,4,69
2019-05-10 17:30:00,3,4,0,8,7,31,12,13,8,86,5,10,17,30,4,70
2019-05-10 17:45:00,2,4,0,3,6,30,12,15,9,81,5,10,17,45,4,71
2019-05-10 18:00:00,2,9,0,10,11,40,10,10,7,99,5,10,18,0,4,72
2019-05-10 18:15:00,0,7,0,9,8,33,11,17,6,91,5,10,18,15,4,73
2019-05-10 18:30:00,2,6,0,11,9,33,6,14,8,89,5,10,18,30,4,74
2019-05-10 18:45:00,29,9,0,13,5,41,8,18,11,134,5,10,18,45,4,75
2019-05-10 19:00:00,34,8,0,13,7,54,7,9,3,135,5,10,19,0,4,76
2019-05-10 19:15:00,41,6,0,14,10,57,10,7,10,155,5,10,19,15,4,77
2019-05-10 19:30:00,33,8,0,13,6,74,4,8,8,154,5,10,19,30,4,78
2019-05-10 19:45:00,35,5,0,18,5,81,5,6,4,159,5,10,19,45,4,79
2019-05-10 20:00:00,47,9,0,18,7,84,7,10,11,193,5,10,20,0,4,80
2019-05-10 20:15:00,48,6,0,18,10,53,5,13,10,163,5,10,20,15,4,81
2019-05-10 20:30:00,42,5,0,11,10,64,5,11,9,157,5,10,20,30,4,82
2019-05-10 20:45:00,56,7,0,22,7,65,6,12,6,181,5,10,20,45,4,83
2019-05-10 21:00:00,46,6,0,19,6,64,4,10,6,161,5,10,21,0,4,84
2019-05-10 21:15:00,32,5,0,23,8,72,6,11,6,163,5,10,21,15,4,85
2019-05-10 21:30:00,58,2,0,14,5,57,5,11,10,162,5,10,21,30,4,86
2019-05-10 21:45:00,55,8,0,17,3,64,1,6,6,160,5,10,21,45,4,87
2019-05-10 22:00:00,59,2,0,14,8,61,0,6,6,156,5,10,22,0,4,88
2019-05-10 22:15:00,62,8,0,23,4,54,2,0,1,154,5,10,22,15,4,89
2019-05-10 22:30:00,49,4,0,20,4,67,0,10,4,158,5,10,22,30,4,90
2019-05-10 22:45:00,56,6,0,14,4,80,0,1,0,161,5,10,22,45,4,91
2019-05-10 23:00:00,61,4,0,20,2,53,0,0,0,140,5,10,23,0,4,92
2019-05-10 23:15:00,58,5,0,14,4,51,0,0,0,132,5,10,23,15,4,93
2019-05-10 23:30:00,48,6,0,9,1,47,1,0,0,112,5,10,23,30,4,94
2019-05-10 23:45:00,49,6,0,11,0,50,0,0,0,116,5,10,23,45,4,95
2019-05-11 00:00:00,39,7,0,11,2,50,0,2,2,113,5,11,0,0,5,0
2019-05-11 00:15:00,41,3,0,6,1,40,0,0,0,91,5,11,0,15,5,1
2019-05-11 00:30:00,46,6,0,6,3,26,0,0,0,87,5,11,0,30,5,2
2019-05-11 00:45:00,31,2,0,4,3,39,1,0,1,81,5,11,0,45,5,3
2019-05-11 01:00:00,34,2,0,5,2,36,0,0,0,79,5,11,1,0,5,4
2019-05-11 01:15:00,26,2,0,3,1,33,0,0,0,65,5,11,1,15,5,5
2019-05-11 01:30:00,21,6,0,5,4,29,0,1,0,66,5,11,1,30,5,6
2019-05-11 01:45:00,24,3,0,3,3,18,0,0,0,51,5,11,1,45,5,7
2019-05-11 02:00:00,24,0,0,6,2,24,0,0,0,56,5,11,2,0,5,8
2019-05-11 02:15:00,13,5,0,0,0,17,0,0,0,35,5,11,2,15,5,9
2019-05-11 02:30:00,15,1,0,3,1,13,0,0,0,33,5,11,2,30,5,10
2019-05-11 02:45:00,11,0,0,3,0,15,0,0,0,29,5,11,2,45,5,11
2019-05-11 03:00:00,13,0,0,2,2,14,0,0,0,31,5,11,3,0,5,12
2019-05-11 03:15:00,13,2,0,1,1,13,0,0,0,30,5,11,3,15,5,13
2019-05-11 03:30:00,14,1,0,4,0,12,0,0,0,31,5,11,3,30,5,14
2019-05-11 03:45:00,14,1,0,1,0,8,0,0,0,24,5,11,3,45,5,15
2019-05-11 04:00:00,14,2,0,2,0,16,0,0,0,34,5,11,4,0,5,16
2019-05-11 04:15:00,18,0,0,1,0,10,0,0,0,29,5,11,4,15,5,17
2019-05-11 04:30:00,8,0,0,2,0,11,0,0,0,21,5,11,4,30,5,18
2019-05-11 04:45:00,15,2,0,1,1,12,0,0,0,31,5,11,4,45,5,19
2019-05-11 05:00:00,13,0,0,1,1,13,6,0,0,34,5,11,5,0,5,20
2019-05-11 05:15:00,7,0,0,0,0,14,2,0,0,23,5,11,5,15,5,21
2019-05-11 05:30:00,21,0,0,3,0,14,1,0,0,39,5,11,5,30,5,22
2019-05-11 05:45:00,13,1,0,1,0,15,0,2,2,34,5,11,5,45,5,23
2019-05-11 06:00:00,23,9,0,9,8,19,0,0,0,68,5,11,6,0,5,24
2019-05-11 06:15:00,31,1,0,11,9,17,0,0,0,69,5,11,6,15,5,25
2019-05-11 06:30:00,42,1,0,4,3,33,1,2,2,88,5,11,6,30,5,26
2019-05-11 06:45:00,38,3,0,7,2,33,2,15,16,116,5,11,6,45,5,27
2019-05-11 07:00:00,37,1,0,5,3,34,2,3,2,87,5,11,7,0,5,28
2019-05-11 07:15:00,42,2,0,12,1,32,0,1,0,90,5,11,7,15,5,29
2019-05-11 07:30:00,50,4,0,9,2,34,19,1,2,121,5,11,7,30,5,30
2019-05-11 07:45:00,45,1,0,13,1,65,3,7,2,137,5,11,7,45,5,31
2019-05-11 08:00:00,42,5,0,16,3,58,3,1,1,129,5,11,8,0,5,32
2019-05-11 08:15:00,47,6,0,15,1,55,2,2,4,132,5,11,8,15,5,33
2019-05-11 08:30:00,53,8,0,15,5,54,5,5,5,150,5,11,8,30,5,34
2019-05-11 08:45:00,59,3,0,15,4,63,4,4,4,156,5,11,8,45,5,35
2019-05-11 09:00:00,36,5,0,15,4,62,6,10,4,142,5,11,9,0,5,36
2019-05-11 09:15:00,49,7,0,15,6,57,6,11,7,158,5,11,9,15,5,37
2019-05-11 09:30:00,74,8,0,21,5,75,6,8,7,204,5,11,9,30,5,38
2019-05-11 09:45:00,45,2,0,14,4,48,7,8,10,138,5,11,9,45,5,39
2019-05-11 10:00:00,48,1,0,21,8,46,8,12,9,153,5,11,10,0,5,40
2019-05-11 10:15:00,45,2,0,14,5,51,8,5,9,139,5,11,10,15,5,41
2019-05-11 10:30:00,43,6,0,15,6,42,12,15,7,146,5,11,10,30,5,42
2019-05-11 10:45:00,46,5,0,17,4,60,8,11,10,161,5,11,10,45,5,43
2019-05-11 11:00:00,36,5,0,16,7,43,12,11,8,138,5,11,11,0,5,44
2019-05-11 11:15:00,28,9,0,10,6,35,11,9,11,119,5,11,11,15,5,45
2019-05-11 11:30:00,23,5,0,13,8,30,8,15,13,115,5,11,11,30,5,46
2019-05-11 11:45:00,19,5,0,2,9,18,10,17,4,84,5,11,11,45,5,47
2019-05-11 12:00:00,28,8,0,13,12,27,8,11,7,114,5,11,12,0,5,48
2019-05-11 12:15:00,32,8,0,12,7,28,8,17,9,121,5,11,12,15,5,49
2019-05-11 12:30:00,50,5,0,12,8,24,7,15,6,127,5,11,12,30,5,50
2019-05-11 12:45:00,44,9,0,9,9,24,12,16,8,131,5,11,12,45,5,51
2019-05-11 13:00:00,37,6,0,15,8,31,7,15,6,125,5,11,13,0,5,52
2019-05-11 13:15:00,16,9,0,5,10,54,10,12,6,122,5,11,13,15,5,53
2019-05-11 13:30:00,42,10,0,18,7,32,8,14,14,145,5,11,13,30,5,54
2019-05-11 13:45:00,28,11,0,16,3,36,7,18,8,127,5,11,13,45,5,55
2019-05-11 14:00:00,30,10,0,13,5,44,12,17,10,141,5,11,14,0,5,56
2019-05-11 14:15:00,32,9,0,9,8,46,9,14,10,137,5,11,14,15,5,57
2019-05-11 14:30:00,19,11,0,15,8,39,8,10,9,119,5,11,14,30,5,58
2019-05-11 14:45:00,15,6,0,10,6,43,11,11,10,112,5,11,14,45,5,59
2019-05-11 15:00:00,46,9,0,14,8,38,7,16,10,148,5,11,15,0,5,60
2019-05-11 15:15:00,36,7,0,12,7,41,8,15,9,135,5,11,15,15,5,61
2019-05-11 15:30:00,34,6,0,15,6,37,10,13,10,131,5,11,15,30,5,62
2019-05-11 15:45:00,38,6,0,10,7,58,7,14,7,147,5,11,15,45,5,63
2019-05-11 16:00:00,33,8,0,9,5,41,10,14,8,128,5,11,16,0,5,64
2019-05-11 16:15:00,15,5,0,13,6,38,8,14,9,108,5,11,16,15,5,65
2019-05-11 16:30:00,31,6,0,13,6,49,9,13,15,142,5,11,16,30,5,66
2019-05-11 16:45:00,34,12,0,15,7,41,11,20,17,157,5,11,16,45,5,67
2019-05-11 17:00:00,19,11,0,15,4,39,10,14,9,121,5,11,17,0,5,68
2019-05-11 17:15:00,44,8,0,14,8,43,7,11,8,143,5,11,17,15,5,69
2019-05-11 17:30:00,35,8,0,13,11,56,13,12,7,155,5,11,17,30,5,70
2019-05-11 17:45:00,44,14,0,19,10,43,6,10,9,155,5,11,17,45,5,71
2019-05-11 18:00:00,44,3,0,10,9,50,11,11,6,144,5,11,18,0,5,72
2019-05-11 18:15:00,26,5,0,16,11,56,6,11,9,140,5,11,18,15,5,73
2019-05-11 18:30:00,41,8,0,11,3,53,6,8,7,137,5,11,18,30,5,74
2019-05-11 18:45:00,42,10,0,12,7,51,5,13,10,150,5,11,18,45,5,75
2019-05-11 19:00:00,40,9,0,15,6,57,6,9,8,150,5,11,19,0,5,76
2019-05-11 19:15:00,45,13,0,14,9,60,6,15,9,171,5,11,19,15,5,77
2019-05-11 19:30:00,51,7,0,17,9,70,5,12,5,176,5,11,19,30,5,78
2019-05-11 19:45:00,49,3,0,13,7,57,7,8,11,155,5,11,19,45,5,79
2019-05-11 20:00:00,41,5,0,13,5,68,6,5,7,150,5,11,20,0,5,80
2019-05-11 20:15:00,59,4,0,10,10,62,5,8,6,164,5,11,20,15,5,81
2019-05-11 20:30:00,48,6,0,18,4,63,3,8,9,159,5,11,20,30,5,82
2019-05-11 20:45:00,50,8,0,12,5,54,4,10,7,150,5,11,20,45,5,83
2019-05-11 21:00:00,75,5,0,17,6,71,3,12,5,194,5,11,21,0,5,84
2019-05-11 21:15:00,70,9,0,11,6,63,3,13,8,183,5,11,21,15,5,85
2019-05-11 21:30:00,68,7,0,14,4,69,4,3,4,173,5,11,21,30,5,86
2019-05-11 21:45:00,63,3,0,10,3,66,2,9,5,161,5,11,21,45,5,87
2019-05-11 22:00:00,72,5,0,13,2,61,0,1,2,156,5,11,22,0,5,88
2019-05-11 22:15:00,46,13,0,20,18,69,0,0,0,166,5,11,22,15,5,89
2019-05-11 22:30:00,46,6,0,15,5,55,1,7,4,139,5,11,22,30,5,90
2019-05-11 22:45:00,63,7,0,8,3,59,1,15,14,170,5,11,22,45,5,91
2019-05-11 23:00:00,43,4,0,5,4,59,1,5,4,125,5,11,23,0,5,92
2019-05-11 23:15:00,60,2,0,7,4,57,0,0,0,130,5,11,23,15,5,93
2019-05-11 23:30:00,41,5,0,11,3,50,0,0,0,110,5,11,23,30,5,94
2019-05-11 23:45:00,49,6,0,7,3,48,0,0,0,113,5,11,23,45,5,95
2019-05-12 00:00:00,46,3,0,9,1,41,0,0,0,100,5,12,0,0,6,0
2019-05-12 00:15:00,38,4,0,10,1,49,0,0,0,102,5,12,0,15,6,1
2019-05-12 00:30:00,35,4,0,5,1,41,1,0,0,87,5,12,0,30,6,2
2019-05-12 00:45:00,33,2,0,4,1,37,0,0,0,77,5,12,0,45,6,3
2019-05-12 01:00:00,28,3,0,10,1,28,5,0,0,75,5,12,1,0,6,4
2019-05-12 01:15:00,26,2,0,3,1,36,0,0,0,68,5,12,1,15,6,5
2019-05-12 01:30:00,24,2,0,4,2,18,0,0,0,50,5,12,1,30,6,6
2019-05-12 01:45:00,21,2,0,5,1,23,1,0,0,53,5,12,1,45,6,7
2019-05-12 02:00:00,20,6,0,5,0,27,0,0,0,58,5,12,2,0,6,8
2019-05-12 02:15:00,14,3,0,6,2,17,0,0,0,42,5,12,2,15,6,9
2019-05-12 02:30:00,14,5,0,6,4,26,0,0,0,55,5,12,2,30,6,10
2019-05-12 02:45:00,11,4,0,1,0,16,0,0,0,32,5,12,2,45,6,11
2019-05-12 03:00:00,6,1,0,2,0,16,0,0,0,25,5,12,3,0,6,12
2019-05-12 03:15:00,12,3,0,1,0,11,0,1,1,29,5,12,3,15,6,13
2019-05-12 03:30:00,9,2,0,3,0,18,17,0,0,49,5,12,3,30,6,14
2019-05-12 03:45:00,9,0,0,1,1,11,0,0,0,22,5,12,3,45,6,15
2019-05-12 04:00:00,9,1,0,0,1,5,0,0,0,16,5,12,4,0,6,16
2019-05-12 04:15:00,13,6,0,0,0,10,0,5,5,39,5,12,4,15,6,17
2019-05-12 04:30:00,12,2,0,4,0,11,0,0,0,29,5,12,4,30,6,18
2019-05-12 04:45:00,9,0,0,1,1,20,8,0,0,39,5,12,4,45,6,19
2019-05-12 05:00:00,9,0,0,2,1,8,0,0,0,20,5,12,5,0,6,20
2019-05-12 05:15:00,10,1,0,0,0,6,0,0,0,17,5,12,5,15,6,21
2019-05-12 05:30:00,6,1,0,1,0,8,0,0,0,16,5,12,5,30,6,22
2019-05-12 05:45:00,8,0,0,4,0,10,0,0,0,22,5,12,5,45,6,23
2019-05-12 06:00:00,17,2,0,3,1,11,0,0,0,34,5,12,6,0,6,24
2019-05-12 06:15:00,21,0,0,0,1,10,0,0,0,32,5,12,6,15,6,25
2019-05-12 06:30:00,19,3,0,7,6,14,0,0,0,49,5,12,6,30,6,26
2019-05-12 06:45:00,28,2,0,6,1,21,0,0,0,58,5,12,6,45,6,27
2019-05-12 07:00:00,23,1,0,5,1,15,0,0,0,45,5,12,7,0,6,28
2019-05-12 07:15:00,26,2,0,4,1,22,0,0,0,55,5,12,7,15,6,29
2019-05-12 07:30:00,25,3,0,5,0,25,0,0,0,58,5,12,7,30,6,30
2019-05-12 07:45:00,34,1,0,9,1,28,4,0,0,77,5,12,7,45,6,31
2019-05-12 08:00:00,21,2,0,9,2,31,0,1,0,66,5,12,8,0,6,32
2019-05-12 08:15:00,35,6,0,14,3,37,1,0,1,97,5,12,8,15,6,33
2019-05-12 08:30:00,51,2,0,7,3,37,0,0,0,100,5,12,8,30,6,34
2019-05-12 08:45:00,55,3,0,16,3,50,3,2,1,133,5,12,8,45,6,35
2019-05-12 09:00:00,44,4,0,8,2,43,1,1,1,104,5,12,9,0,6,36
2019-05-12 09:15:00,53,1,0,11,4,40,2,2,1,114,5,12,9,15,6,37
2019-05-12 09:30:00,47,5,0,16,7,49,4,3,2,133,5,12,9,30,6,38
2019-05-12 09:45:00,50,5,0,14,3,49,7,4,4,136,5,12,9,45,6,39
2019-05-12 10:00:00,45,5,0,20,5,57,7,8,5,152,5,12,10,0,6,40
2019-05-12 10:15:00,51,7,0,15,9,56,4,13,8,163,5,12,10,15,6,41
2019-05-12 10:30:00,54,5,0,15,4,60,5,7,6,156,5,12,10,30,6,42
2019-05-12 10:45:00,56,2,0,12,3,60,8,7,8,156,5,12,10,45,6,43
2019-05-12 11:00:00,50,8,0,20,11,47,6,13,7,162,5,12,11,0,6,44
2019-05-12 11:15:00,50,6,0,11,5,40,18,9,9,148,5,12,11,15,6,45
2019-05-12 11:30:00,44,7,0,14,7,43,8,12,7,142,5,12,11,30,6,46
2019-05-12 11:45:00,40,7,0,8,5,32,19,12,9,132,5,12,11,45,6,47
2019-05-12 12:00:00,54,8,0,17,4,48,9,14,12,166,5,12,12,0,6,48
2019-05-12 12:15:00,47,9,0,15,7,30,22,12,11,153,5,12,12,15,6,49
2019-05-12 12:30:00,51,10,0,10,7,32,11,10,9,140,5,12,12,30,6,50
2019-05-12 12:45:00,39,9,0,13,7,33,13,11,8,133,5,12,12,45,6,51
2019-05-12 13:00:00,37,8,0,11,9,32,14,10,9,130,5,12,13,0,6,52
2019-05-12 13:15:00,42,2,0,5,8,45,8,10,6,126,5,12,13,15,6,53
2019-05-12 13:30:00,31,10,0,12,6,39,12,13,6,129,5,12,13,30,6,54
2019-05-12 13:45:00,26,8,0,11,5,39,11,13,8,121,5,12,13,45,6,55
2019-05-12 14:00:00,55,5,0,14,6,46,8,13,9,156,5,12,14,0,6,56
2019-05-12 14:15:00,34,8,0,16,5,46,6,13,8,136,5,12,14,15,6,57
2019-05-12 14:30:00,34,6,0,16,7,32,13,12,10,130,5,12,14,30,6,58
2019-05-12 14:45:00,53,8,0,18,5,42,8,19,9,162,5,12,14,45,6,59
2019-05-12 15:00:00,38,5,0,10,9,34,10,13,7,126,5,12,15,0,6,60
2019-05-12 15:15:00,36,7,0,12,7,36,6,13,9,126,5,12,15,15,6,61
2019-05-12 15:30:00,39,5,0,14,3,45,7,16,12,141,5,12,15,30,6,62
2019-05-12 15:45:00,38,7,0,13,5,53,13,13,10,152,5,12,15,45,6,63
2019-05-12 16:00:00,48,3,0,12,7,42,9,13,9,143,5,12,16,0,6,64
2019-05-12 16:15:00,34,8,0,15,7,43,9,13,9,138,5,12,16,15,6,65
2019-05-12 16:30:00,33,10,0,17,9,50,12,17,7,155,5,12,16,30,6,66
2019-05-12 16:45:00,44,8,0,15,6,52,6,13,10,154,5,12,16,45,6,67
2019-05-12 17:00:00,53,9,0,15,7,55,9,10,8,166,5,12,17,0,6,68
2019-05-12 17:15:00,42,10,0,12,6,52,8,11,5,146,5,12,17,15,6,69
2019-05-12 17:30:00,44,6,0,19,8,43,5,15,11,151,5,12,17,30,6,70
2019-05-12 17:45:00,50,6,0,13,6,48,6,11,8,148,5,12,17,45,6,71
2019-05-12 18:00:00,53,9,0,12,5,42,4,14,8,147,5,12,18,0,6,72
2019-05-12 18:15:00,52,9,0,14,4,45,6,7,8,145,5,12,18,15,6,73
2019-05-12 18:30:00,42,9,0,18,6,51,7,10,7,150,5,12,18,30,6,74
2019-05-12 18:45:00,54,7,0,16,7,61,5,6,5,161,5,12,18,45,6,75
2019-05-12 19:00:00,59,8,0,16,5,56,4,10,3,161,5,12,19,0,6,76
2019-05-12 19:15:00,52,6,0,22,7,72,5,9,6,179,5,12,19,15,6,77
2019-05-12 19:30:00,62,7,0,16,8,78,4,6,4,185,5,12,19,30,6,78
2019-05-12 19:45:00,39,5,0,14,4,53,2,6,4,127,5,12,19,45,6,79
2019-05-12 20:00:00,39,8,0,18,8,58,2,11,6,150,5,12,20,0,6,80
