,det33,det35,det36,det37,det39,det41,det43,det45,det47,totalct,month,day,hour,minute,day-of-week,min_bin
2019-06-17 20:15:00,29,7,0,14,2,41,4,8,4,109,6,17,20,15,0,81
2019-06-17 20:30:00,34,8,0,11,4,38,4,9,2,110,6,17,20,30,0,82
2019-06-17 20:45:00,24,9,0,17,7,34,7,8,3,109,6,17,20,45,0,83
2019-06-17 21:00:00,57,6,0,19,4,53,3,8,5,155,6,17,21,0,0,84
2019-06-17 21:15:00,55,7,0,18,4,55,7,7,1,154,6,17,21,15,0,85
2019-06-17 21:30:00,54,6,0,11,5,51,3,7,3,140,6,17,21,30,0,86
2019-06-17 21:45:00,59,5,0,12,2,57,1,10,5,151,6,17,21,45,0,87
2019-06-17 22:00:00,53,5,0,15,7,55,0,2,4,141,6,17,22,0,0,88
2019-06-17 22:15:00,45,5,0,20,2,54,0,6,4,136,6,17,22,15,0,89
2019-06-17 22:30:00,38,6,0,12,4,40,0,0,0,100,6,17,22,30,0,90
2019-06-17 22:45:00,48,6,0,12,3,38,0,0,0,107,6,17,22,45,0,91
2019-06-17 23:00:00,35,11,0,12,5,31,0,0,0,94,6,17,23,0,0,92
2019-06-17 23:15:00,38,2,0,7,1,32,0,0,0,80,6,17,23,15,0,93
2019-06-17 23:30:00,41,3,0,10,2,32,0,1,2,91,6,17,23,30,0,94
2019-06-17 23:45:00,34,4,0,8,1,24,0,0,0,71,6,17,23,45,0,95
2019-06-18 00:00:00,49,3,0,6,1,24,0,0,0,83,6,18,0,0,1,0
2019-06-18 00:15:00,23,3,0,6,1,24,0,0,0,57,6,18,0,15,1,1
2019-06-18 00:30:00,24,4,0,7,2,25,0,0,0,62,6,18,0,30,1,2
2019-06-18 00:45:00,28,3,0,8,0,19,0,0,0,58,6,18,0,45,1,3
2019-06-18 01:00:00,24,0,0,4,1,18,0,0,0,47,6,18,1,0,1,4
2019-06-18 01:15:00,22,0,0,2,1,14,0,0,0,39,6,18,1,15,1,5
2019-06-18 01:30:00,27,4,0,1,0,20,0,1,1,54,6,18,1,30,1,6
2019-06-18 01:45:00,15,1,0,6,0,17,0,1,1,41,6,18,1,45,1,7
2019-06-18 02:00:00,23,3,0,1,1,13,0,0,0,41,6,18,2,0,1,8
2019-06-18 02:15:00,16,0,0,2,0,23,20,0,0,61,6,18,2,15,1,9
2019-06-18 02:30:00,25,2,0,1,0,19,4,0,0,51,6,18,2,30,1,10
2019-06-18 02:45:00,21,1,0,1,0,12,7,0,0,42,6,18,2,45,1,11
2019-06-18 03:00:00,28,2,0,0,0,7,0,0,0,37,6,18,3,0,1,12
2019-06-18 03:15:00,17,3,0,1,0,5,0,0,0,26,6,18,3,15,1,13
2019-06-18 03:30:00,13,1,0,1,0,17,0,0,0,32,6,18,3,30,1,14
2019-06-18 03:45:00,14,0,0,1,0,15,0,0,0,30,6,18,3,45,1,15
2019-06-18 04:00:00,16,2,0,1,1,15,0,0,0,35,6,18,4,0,1,16
2019-06-18 04:15:00,17,0,0,0,1,7,0,0,0,25,6,18,4,15,1,17
2019-06-18 04:30:00,17,6,0,6,4,24,1,0,0,58,6,18,4,30,1,18
2019-06-18 04:45:00,21,0,0,2,0,13,0,0,0,36,6,18,4,45,1,19
2019-06-18 05:00:00,20,0,0,5,1,18,0,0,0,44,6,18,5,0,1,20
2019-06-18 05:15:00,18,0,0,5,1,32,0,0,0,56,6,18,5,15,1,21
2019-06-18 05:30:00,22,0,0,7,2,28,0,0,0,59,6,18,5,30,1,22
2019-06-18 05:45:00,32,3,0,6,1,45,0,0,0,87,6,18,5,45,1,23
2019-06-18 06:00:00,47,0,0,7,1,51,0,0,0,106,6,18,6,0,1,24
2019-06-18 06:15:00,50,2,0,8,2,39,0,0,0,101,6,18,6,15,1,25
2019-06-18 06:30:00,55,5,0,17,3,57,0,0,0,137,6,18,6,30,1,26
2019-06-18 06:45:00,64,3,0,16,5,63,0,0,0,151,6,18,6,45,1,27
2019-06-18 07:00:00,57,1,0,16,1,57,0,0,0,132,6,18,7,0,1,28
2019-06-18 07:15:00,59,5,0,13,7,63,0,0,0,147,6,18,7,15,1,29
2019-06-18 07:30:00,65,7,0,19,3,81,1,5,4,185,6,18,7,30,1,30
2019-06-18 07:45:00,57,8,0,16,2,79,2,2,1,167,6,18,7,45,1,31
2019-06-18 08:00:00,40,6,0,20,4,55,3,0,0,128,6,18,8,0,1,32
2019-06-18 08:15:00,26,10,0,16,5,48,2,2,3,112,6,18,8,15,1,33
2019-06-18 08:30:00,17,6,0,17,7,43,3,4,4,101,6,18,8,30,1,34
2019-06-18 08:45:00,20,7,0,17,3,37,9,5,2,100,6,18,8,45,1,35
2019-06-18 09:00:00,36,7,0,16,9,41,2,3,4,118,6,18,9,0,1,36
2019-06-18 09:15:00,25,7,0,19,8,26,5,6,4,100,6,18,9,15,1,37
2019-06-18 09:30:00,40,8,0,15,7,23,5,4,5,107,6,18,9,30,1,38
2019-06-18 09:45:00,28,4,0,22,7,20,4,5,6,96,6,18,9,45,1,39
2019-06-18 10:00:00,13,8,0,17,12,17,10,7,3,87,6,18,10,0,1,40
2019-06-18 10:15:00,36,5,0,15,5,53,5,9,7,135,6,18,10,15,1,41
2019-06-18 10:30:00,28,5,0,13,5,57,6,6,4,124,6,18,10,30,1,42
2019-06-18 10:45:00,42,9,0,11,4,47,10,10,7,140,6,18,10,45,1,43
2019-06-18 11:00:00,49,8,0,13,8,52,4,9,6,149,6,18,11,0,1,44
2019-06-18 11:15:00,49,5,0,10,7,59,5,9,8,152,6,18,11,15,1,45
2019-06-18 11:30:00,45,9,0,10,4,44,5,11,5,133,6,18,11,30,1,46
2019-06-18 11:45:00,36,6,0,18,6,48,5,10,7,136,6,18,11,45,1,47
2019-06-18 12:00:00,42,6,0,13,9,48,7,16,8,149,6,18,12,0,1,48
2019-06-18 12:15:00,12,10,0,10,6,62,9,5,6,120,6,18,12,15,1,49
2019-06-18 12:30:00,1,8,0,8,6,42,6,8,7,86,6,18,12,30,1,50
2019-06-18 12:45:00,5,2,0,13,7,58,9,11,6,111,6,18,12,45,1,51
2019-06-18 13:00:00,0,4,0,14,9,47,14,12,5,105,6,18,13,0,1,52
2019-06-18 13:15:00,8,7,0,5,9,58,10,13,6,116,6,18,13,15,1,53
2019-06-18 13:30:00,5,7,0,12,8,42,13,13,7,107,6,18,13,30,1,54
2019-06-18 13:45:00,22,3,0,10,10,39,13,12,6,115,6,18,13,45,1,55
2019-06-18 14:00:00,27,10,0,10,7,34,7,10,10,115,6,18,14,0,1,56
2019-06-18 14:15:00,36,10,0,12,12,40,6,12,11,139,6,18,14,15,1,57
2019-06-18 14:30:00,25,5,0,10,3,34,12,5,10,104,6,18,14,30,1,58
2019-06-18 14:45:00,34,6,0,13,8,37,8,9,9,124,6,18,14,45,1,59
2019-06-18 15:00:00,39,9,0,14,7,39,9,11,9,137,6,18,15,0,1,60
2019-06-18 15:15:00,28,10,0,15,6,52,7,6,6,130,6,18,15,15,1,61
2019-06-18 15:30:00,44,6,0,12,8,44,4,13,7,138,6,18,15,30,1,62
2019-06-18 15:45:00,20,8,0,6,8,40,7,10,8,107,6,18,15,45,1,63
2019-06-18 16:00:00,7,7,0,9,9,36,4,9,4,85,6,18,16,0,1,64
2019-06-18 16:15:00,6,6,0,12,4,14,7,7,7,63,6,18,16,15,1,65
2019-06-18 16:30:00,3,7,0,9,6,18,13,15,8,79,6,18,16,30,1,66
2019-06-18 16:45:00,2,6,0,8,12,19,10,19,6,82,6,18,16,45,1,67
2019-06-18 17:00:00,7,8,0,11,5,21,12,10,12,86,6,18,17,0,1,68
2019-06-18 17:15:00,3,6,0,13,7,20,5,16,7,77,6,18,17,15,1,69
2019-06-18 17:30:00,2,8,0,11,6,26,9,5,6,73,6,18,17,30,1,70
2019-06-18 17:45:00,1,7,0,13,5,23,8,12,4,73,6,18,17,45,1,71
2019-06-18 18:00:00,2,8,0,9,8,19,12,11,8,77,6,18,18,0,1,72
2019-06-18 18:15:00,2,9,0,7,8,8,8,13,6,61,6,18,18,15,1,73
2019-06-18 18:30:00,10,5,0,12,6,26,4,12,6,81,6,18,18,30,1,74
2019-06-18 18:45:00,32,5,0,18,4,48,10,13,6,136,6,18,18,45,1,75
2019-06-18 19:00:00,47,8,0,13,8,49,6,10,6,147,6,18,19,0,1,76
2019-06-18 19:15:00,41,10,0,18,4,45,6,9,6,139,6,18,19,15,1,77
2019-06-18 19:30:00,69,6,0,12,6,56,10,6,5,170,6,18,19,30,1,78
2019-06-18 19:45:00,59,10,0,17,5,59,7,11,7,175,6,18,19,45,1,79
2019-06-18 20:00:00,59,8,0,11,5,61,6,8,7,165,6,18,20,0,1,80
2019-06-18 20:15:00,46,6,0,11,5,57,2,11,5,143,6,18,20,15,1,81
2019-06-18 20:30:00,50,5,0,20,5,69,5,11,5,170,6,18,20,30,1,82
2019-06-18 20:45:00,53,6,0,14,14,60,4,6,7,164,6,18,20,45,1,83
2019-06-18 21:00:00,52,3,0,18,3,72,4,8,4,164,6,18,21,0,1,84
2019-06-18 21:15:00,50,7,0,13,5,66,1,3,2,147,6,18,21,15,1,85
2019-06-18 21:30:00,51,7,0,15,1,72,2,10,3,161,6,18,21,30,1,86
2019-06-18 21:45:00,53,9,0,13,5,66,0,7,4,157,6,18,21,45,1,87
2019-06-18 22:00:00,71,4,0,13,2,62,0,0,0,152,6,18,22,0,1,88
2019-06-18 22:15:00,52,3,0,17,4,57,0,0,0,133,6,18,22,15,1,89
2019-06-18 22:30:00,52,5,0,9,3,53,0,9,3,134,6,18,22,30,1,90
2019-06-18 22:45:00,59,3,0,9,0,47,0,0,0,118,6,18,22,45,1,91
2019-06-18 23:00:00,53,5,0,7,1,51,0,6,5,128,6,18,23,0,1,92
2019-06-18 23:15:00,47,6,0,6,2,48,0,0,0,109,6,18,23,15,1,93
2019-06-18 23:30:00,46,3,0,8,2,40,0,0,0,99,6,18,23,30,1,94
2019-06-18 23:45:00,35,6,0,7,1,30,0,0,0,79,6,18,23,45,1,95
2019-06-19 00:00:00,33,4,0,3,1,38,0,0,0,79,6,19,0,0,2,0
2019-06-19 00:15:00,31,1,0,7,0,32,0,0,0,71,6,19,0,15,2,1
2019-06-19 00:30:00,27,3,0,8,1,18,0,0,0,57,6,19,0,30,2,2
2019-06-19 00:45:00,21,3,0,3,0,21,0,0,0,48,6,19,0,45,2,3
2019-06-19 01:00:00,30,1,0,2,0,14,0,0,0,47,6,19,1,0,2,4
2019-06-19 01:15:00,16,1,0,2,0,13,3,0,0,35,6,19,1,15,2,5
2019-06-19 01:30:00,20,5,0,1,0,16,0,0,0,42,6,19,1,30,2,6
2019-06-19 01:45:00,14,0,0,3,0,16,0,0,0,33,6,19,1,45,2,7
2019-06-19 02:00:00,18,1,0,2,0,11,0,0,0,32,6,19,2,0,2,8
2019-06-19 02:15:00,18,2,0,7,4,17,0,0,0,48,6,19,2,15,2,9
2019-06-19 02:30:00,28,4,0,2,0,10,0,0,0,44,6,19,2,30,2,10
2019-06-19 02:45:00,19,5,0,4,0,13,0,4,4,49,6,19,2,45,2,11
2019-06-19 03:00:00,23,5,0,2,0,8,0,0,0,38,6,19,3,0,2,12
2019-06-19 03:15:00,17,1,0,1,1,16,0,0,0,36,6,19,3,15,2,13
2019-06-19 03:30:00,15,1,0,1,0,10,0,0,0,27,6,19,3,30,2,14
2019-06-19 03:45:00,12,1,0,1,0,12,0,1,1,28,6,19,3,45,2,15
2019-06-19 04:00:00,10,2,0,1,0,11,0,9,9,42,6,19,4,0,2,16
2019-06-19 04:15:00,22,0,0,5,4,14,0,0,0,45,6,19,4,15,2,17
2019-06-19 04:30:00,20,1,0,12,10,15,0,0,0,58,6,19,4,30,2,18
2019-06-19 04:45:00,24,0,0,2,0,17,0,0,0,43,6,19,4,45,2,19
2019-06-19 05:00:00,19,0,0,4,1,23,0,0,0,47,6,19,5,0,2,20
2019-06-19 05:15:00,22,0,0,6,3,21,0,0,0,52,6,19,5,15,2,21
2019-06-19 05:30:00,30,0,0,10,1,37,0,0,0,78,6,19,5,30,2,22
2019-06-19 05:45:00,36,2,0,5,1,33,0,0,0,77,6,19,5,45,2,23
2019-06-19 06:00:00,37,1,0,10,1,29,1,0,0,79,6,19,6,0,2,24
2019-06-19 06:15:00,35,1,0,11,3,46,5,0,0,101,6,19,6,15,2,25
2019-06-19 06:30:00,55,4,0,16,3,51,0,0,0,129,6,19,6,30,2,26
2019-06-19 06:45:00,57,4,0,21,2,62,0,0,0,146,6,19,6,45,2,27
2019-06-19 07:00:00,51,1,0,14,2,54,0,5,5,132,6,19,7,0,2,28
2019-06-19 07:15:00,59,5,0,21,4,61,1,1,2,154,6,19,7,15,2,29
2019-06-19 07:30:00,52,4,0,16,8,76,1,3,1,161,6,19,7,30,2,30
2019-06-19 07:45:00,49,6,0,14,9,67,6,0,1,152,6,19,7,45,2,31
2019-06-19 08:00:00,33,6,0,20,5,72,2,3,2,143,6,19,8,0,2,32
2019-06-19 08:15:00,30,5,0,16,6,83,6,1,1,148,6,19,8,15,2,33
2019-06-19 08:30:00,32,7,0,19,5,75,4,3,2,147,6,19,8,30,2,34
2019-06-19 08:45:00,24,7,0,12,6,52,4,4,2,111,6,19,8,45,2,35
2019-06-19 09:00:00,37,8,0,16,5,68,7,6,4,151,6,19,9,0,2,36
2019-06-19 09:15:00,44,3,0,19,8,68,3,7,1,153,6,19,9,15,2,37
2019-06-19 09:30:00,53,6,0,10,4,74,5,10,8,170,6,19,9,30,2,38
2019-06-19 09:45:00,52,5,0,19,5,60,6,10,6,163,6,19,9,45,2,39
2019-06-19 10:00:00,55,6,0,12,5,62,7,11,7,165,6,19,10,0,2,40
2019-06-19 10:15:00,40,5,0,13,1,59,4,9,8,139,6,19,10,15,2,41
2019-06-19 10:30:00,40,11,0,15,5,46,5,10,7,139,6,19,10,30,2,42
2019-06-19 10:45:00,34,7,0,15,6,24,13,7,6,112,6,19,10,45,2,43
2019-06-19 11:00:00,33,7,0,15,6,14,12,7,9,103,6,19,11,0,2,44
2019-06-19 11:15:00,33,7,0,9,8,38,8,12,8,123,6,19,11,15,2,45
2019-06-19 11:30:00,50,5,0,12,3,52,5,11,7,145,6,19,11,30,2,46
2019-06-19 11:45:00,50,9,0,12,3,43,8,7,8,140,6,19,11,45,2,47
2019-06-19 12:00:00,34,7,0,11,7,44,9,13,10,135,6,19,12,0,2,48
2019-06-19 12:15:00,3,10,0,8,4,49,12,14,7,107,6,19,12,15,2,49
2019-06-19 12:30:00,15,8,0,10,10,45,10,6,8,112,6,19,12,30,2,50
2019-06-19 12:45:00,6,10,0,14,7,49,7,13,12,118,6,19,12,45,2,51
2019-06-19 13:00:00,4,6,0,9,8,44,9,13,9,102,6,19,13,0,2,52
2019-06-19 13:15:00,2,7,0,15,5,47,15,9,8,108,6,19,13,15,2,53
2019-06-19 13:30:00,2,6,0,11,7,45,7,15,7,100,6,19,13,30,2,54
2019-06-19 13:45:00,14,5,0,10,8,29,11,13,9,99,6,19,13,45,2,55
2019-06-19 14:00:00,37,8,0,16,4,52,10,14,8,149,6,19,14,0,2,56
2019-06-19 14:15:00,26,8,0,14,6,32,7,14,8,115,6,19,14,15,2,57
2019-06-19 14:30:00,37,7,0,12,7,28,8,11,11,121,6,19,14,30,2,58
2019-06-19 14:45:00,31,7,0,9,5,40,5,12,6,115,6,19,14,45,2,59
2019-06-19 15:00:00,35,9,0,16,9,36,14,10,5,134,6,19,15,0,2,60
2019-06-19 15:15:00,21,11,0,12,7,32,9,14,10,116,6,19,15,15,2,61
2019-06-19 15:30:00,30,6,0,12,10,45,9,9,6,127,6,19,15,30,2,62
2019-06-19 15:45:00,11,9,0,10,7,21,8,13,7,86,6,19,15,45,2,63
2019-06-19 16:00:00,1,7,0,7,5,33,6,9,9,77,6,19,16,0,2,64
2019-06-19 16:15:00,1,10,0,8,8,33,6,10,7,83,6,19,16,15,2,65
2019-06-19 16:30:00,3,8,0,12,7,44,7,16,8,105,6,19,16,30,2,66
2019-06-19 16:45:00,0,7,0,13,6,34,8,7,5,80,6,19,16,45,2,67
2019-06-19 17:00:00,4,10,0,14,7,43,12,14,7,111,6,19,17,0,2,68
2019-06-19 17:15:00,2,8,0,11,3,39,9,12,5,89,6,19,17,15,2,69
2019-06-19 17:30:00,6,8,0,8,7,38,8,11,6,92,6,19,17,30,2,70
2019-06-19 17:45:00,0,7,0,12,5,29,11,8,6,78,6,19,17,45,2,71
2019-06-19 18:00:00,0,8,0,10,8,40,9,10,9,94,6,19,18,0,2,72
2019-06-19 18:15:00,3,6,0,12,9,40,2,11,5,88,6,19,18,15,2,73
2019-06-19 18:30:00,5,7,0,8,7,53,8,8,7,103,6,19,18,30,2,74
2019-06-19 18:45:00,33,7,0,11,7,56,9,6,6,135,6,19,18,45,2,75
2019-06-19 19:00:00,29,10,0,11,6,44,7,11,6,124,6,19,19,0,2,76
2019-06-19 19:15:00,57,6,0,13,8,69,4,7,6,170,6,19,19,15,2,77
2019-06-19 19:30:00,53,5,0,13,6,65,8,9,6,165,6,19,19,30,2,78
2019-06-19 19:45:00,58,6,0,11,7,65,6,8,7,168,6,19,19,45,2,79
2019-06-19 20:00:00,42,6,0,14,3,58,5,16,6,150,6,19,20,0,2,80
2019-06-19 20:15:00,55,7,0,15,4,45,7,11,7,151,6,19,20,15,2,81
2019-06-19 20:30:00,49,6,0,11,7,51,4,12,8,148,6,19,20,30,2,82
2019-06-19 20:45:00,54,6,0,13,4,49,13,6,4,149,6,19,20,45,2,83
2019-06-19 21:00:00,47,8,0,14,4,59,5,4,4,145,6,19,21,0,2,84
2019-06-19 21:15:00,48,4,0,17,3,63,5,6,5,151,6,19,21,15,2,85
2019-06-19 21:30:00,60,6,0,13,4,50,1,4,5,143,6,19,21,30,2,86
2019-06-19 21:45:00,51,7,0,10,6,54,1,3,3,135,6,19,21,45,2,87
2019-06-19 22:00:00,56,6,0,10,3,63,0,5,1,144,6,19,22,0,2,88
2019-06-19 22:15:00,59,4,0,17,3,45,0,5,1,134,6,19,22,15,2,89
2019-06-19 22:30:00,68,4,0,13,4,34,0,2,1,126,6,19,22,30,2,90
2019-06-19 22:45:00,45,5,0,14,8,49,0,0,0,121,6,19,22,45,2,91
2019-06-19 23:00:00,43,7,0,9,1,45,0,1,0,106,6,19,23,0,2,92
2019-06-19 23:15:00,49,3,0,9,0,40,1,3,3,108,6,19,23,15,2,93
2019-06-19 23:30:00,42,7,0,10,3,34,0,2,2,100,6,19,23,30,2,94
2019-06-19 23:45:00,36,1,0,9,2,26,0,1,0,75,6,19,23,45,2,95
2019-06-20 00:00:00,37,6,0,6,2,30,0,1,1,83,6,20,0,0,3,0
2019-06-20 00:15:00,27,2,0,5,0,21,0,0,0,55,6,20,0,15,3,1
2019-06-20 00:30:00,29,3,0,4,2,20,0,0,0,58,6,20,0,30,3,2
2019-06-20 00:45:00,26,2,0,1,0,15,0,0,0,44,6,20,0,45,3,3
2019-06-20 01:00:00,28,1,0,2,0,10,0,0,0,41,6,20,1,0,3,4
2019-06-20 01:15:00,22,0,0,4,0,20,0,0,0,46,6,20,1,15,3,5
2019-06-20 01:30:00,18,3,0,1,1,13,0,0,0,36,6,20,1,30,3,6
2019-06-20 01:45:00,21,1,0,4,0,20,0,0,0,46,6,20,1,45,3,7
2019-06-20 02:00:00,11,3,0,3,0,13,0,0,0,30,6,20,2,0,3,8
2019-06-20 02:15:00,19,0,0,0,0,10,5,0,0,34,6,20,2,15,3,9
2019-06-20 02:30:00,23,2,0,0,0,17,0,0,0,42,6,20,2,30,3,10
2019-06-20 02:45:00,22,1,0,0,0,11,0,0,0,34,6,20,2,45,3,11
2019-06-20 03:00:00,25,1,0,0,1,13,0,0,0,40,6,20,3,0,3,12
2019-06-20 03:15:00,11,2,0,2,1,10,0,6,6,38,6,20,3,15,3,13
2019-06-20 03:30:00,17,1,0,0,0,15,0,14,14,61,6,20,3,30,3,14
2019-06-20 03:45:00,15,2,0,0,0,9,0,10,10,46,6,20,3,45,3,15
2019-06-20 04:00:00,12,1,0,2,1,11,0,0,0,27,6,20,4,0,3,16
2019-06-20 04:15:00,26,8,0,0,2,12,0,0,0,48,6,20,4,15,3,17
2019-06-20 04:30:00,22,0,0,2,0,12,0,0,0,36,6,20,4,30,3,18
2019-06-20 04:45:00,20,1,0,8,5,19,0,0,0,53,6,20,4,45,3,19
2019-06-20 05:00:00,16,1,0,28,25,21,0,0,0,91,6,20,5,0,3,20
2019-06-20 05:15:00,24,0,0,22,18,24,0,0,0,88,6,20,5,15,3,21
2019-06-20 05:30:00,35,0,0,10,10,29,0,0,0,84,6,20,5,30,3,22
2019-06-20 05:45:00,38,1,0,9,2,46,1,0,0,97,6,20,5,45,3,23
2019-06-20 06:00:00,44,1,0,9,2,34,0,0,0,90,6,20,6,0,3,24
2019-06-20 06:15:00,46,1,0,7,1,49,0,0,0,104,6,20,6,15,3,25
2019-06-20 06:30:00,42,4,0,17,5,61,0,0,0,129,6,20,6,30,3,26
2019-06-20 06:45:00,61,1,0,19,2,65,1,1,0,150,6,20,6,45,3,27
2019-06-20 07:00:00,56,1,0,12,4,61,0,1,0,135,6,20,7,0,3,28
2019-06-20 07:15:00,66,3,0,14,3,74,1,2,2,165,6,20,7,15,3,29
2019-06-20 07:30:00,55,3,0,16,4,72,2,2,1,155,6,20,7,30,3,30
2019-06-20 07:45:00,52,3,0,19,4,66,2,1,0,147,6,20,7,45,3,31
2019-06-20 08:00:00,40,7,0,24,6,49,2,2,2,132,6,20,8,0,3,32
2019-06-20 08:15:00,28,10,0,12,4,42,2,7,2,107,6,20,8,15,3,33
2019-06-20 08:30:00,30,8,0,18,8,49,11,2,2,128,6,20,8,30,3,34
2019-06-20 08:45:00,23,9,0,13,5,43,4,6,4,107,6,20,8,45,3,35
2019-06-20 09:00:00,42,6,0,9,8,62,5,4,4,140,6,20,9,0,3,36
2019-06-20 09:15:00,40,7,0,14,6,64,2,6,7,146,6,20,9,15,3,37
2019-06-20 09:30:00,38,4,0,15,10,69,5,5,4,150,6,20,9,30,3,38
2019-06-20 09:45:00,41,5,0,14,4,63,5,7,7,146,6,20,9,45,3,39
2019-06-20 10:00:00,46,10,0,12,11,52,5,9,9,154,6,20,10,0,3,40
2019-06-20 10:15:00,32,7,0,18,7,67,6,10,9,156,6,20,10,15,3,41
2019-06-20 10:30:00,37,6,0,17,9,52,6,8,8,143,6,20,10,30,3,42
2019-06-20 10:45:00,53,10,0,11,4,48,7,8,6,147,6,20,10,45,3,43
2019-06-20 11:00:00,53,5,0,14,10,59,9,6,6,162,6,20,11,0,3,44
2019-06-20 11:15:00,33,11,0,11,9,37,8,10,10,129,6,20,11,15,3,45
2019-06-20 11:30:00,61,6,0,12,9,53,9,7,5,162,6,20,11,30,3,46
2019-06-20 11:45:00,41,9,0,10,7,41,5,8,10,131,6,20,11,45,3,47
2019-06-20 12:00:00,41,6,0,9,7,33,8,6,6,116,6,20,12,0,3,48
2019-06-20 12:15:00,4,6,0,17,8,53,10,7,7,112,6,20,12,15,3,49
2019-06-20 12:30:00,13,7,0,17,8,37,9,8,6,105,6,20,12,30,3,50
2019-06-20 12:45:00,3,2,0,11,9,51,9,11,8,104,6,20,12,45,3,51
2019-06-20 13:00:00,2,7,0,11,5,34,10,17,9,95,6,20,13,0,3,52
2019-06-20 13:15:00,2,8,0,16,7,55,9,12,7,116,6,20,13,15,3,53
2019-06-20 13:30:00,3,8,0,14,9,45,13,9,8,109,6,20,13,30,3,54
2019-06-20 13:45:00,9,9,0,19,6,36,11,9,13,112,6,20,13,45,3,55
2019-06-20 14:00:00,34,11,0,11,7,45,9,12,7,136,6,20,14,0,3,56
2019-06-20 14:15:00,20,7,0,13,8,38,5,9,8,108,6,20,14,15,3,57
2019-06-20 14:30:00,38,9,0,9,11,44,8,12,7,138,6,20,14,30,3,58
2019-06-20 14:45:00,33,8,0,13,6,41,7,10,13,131,6,20,14,45,3,59
2019-06-20 15:00:00,25,8,0,21,6,34,8,13,7,122,6,20,15,0,3,60
2019-06-20 15:15:00,49,11,0,14,6,49,6,15,8,158,6,20,15,15,3,61
2019-06-20 15:30:00,34,8,0,14,6,47,7,11,7,134,6,20,15,30,3,62
2019-06-20 15:45:00,13,6,0,11,7,44,7,9,8,105,6,20,15,45,3,63
2019-06-20 16:00:00,9,5,0,11,5,45,6,11,5,97,6,20,16,0,3,64
2019-06-20 16:15:00,8,10,0,9,5,44,11,11,5,103,6,20,16,15,3,65
2019-06-20 16:30:00,1,8,0,14,8,33,6,9,7,86,6,20,16,30,3,66
2019-06-20 16:45:00,6,7,0,6,9,36,17,11,7,99,6,20,16,45,3,67
2019-06-20 17:00:00,3,9,0,5,5,51,13,14,6,106,6,20,17,0,3,68
2019-06-20 17:15:00,3,5,0,12,5,37,9,12,6,89,6,20,17,15,3,69
2019-06-20 17:30:00,2,9,0,8,7,47,9,12,7,101,6,20,17,30,3,70
2019-06-20 17:45:00,1,7,0,12,8,50,5,5,3,91,6,20,17,45,3,71
2019-06-20 18:00:00,1,7,0,12,9,46,8,11,6,100,6,20,18,0,3,72
2019-06-20 18:15:00,6,6,0,16,7,47,9,6,5,102,6,20,18,15,3,73
2019-06-20 18:30:00,12,6,0,9,6,61,7,13,7,121,6,20,18,30,3,74
2019-06-20 18:45:00,39,9,0,21,6,60,6,7,5,153,6,20,18,45,3,75
2019-06-20 19:00:00,45,9,0,14,6,57,3,5,4,143,6,20,19,0,3,76
2019-06-20 19:15:00,43,8,0,17,5,56,4,7,6,146,6,20,19,15,3,77
2019-06-20 19:30:00,53,8,0,16,5,65,8,10,4,169,6,20,19,30,3,78
2019-06-20 19:45:00,54,9,0,14,6,63,7,5,4,162,6,20,19,45,3,79
2019-06-20 20:00:00,36,6,0,20,4,65,6,8,6,151,6,20,20,0,3,80
2019-06-20 20:15:00,60,6,0,17,6,69,7,8,4,177,6,20,20,15,3,81
2019-06-20 20:30:00,54,6,0,18,3,56,4,7,5,153,6,20,20,30,3,82
2019-06-20 20:45:00,62,7,0,15,3,61,41,6,3,198,6,20,20,45,3,83
2019-06-20 21:00:00,39,7,0,20,6,62,6,9,6,155,6,20,21,0,3,84
2019-06-20 21:15:00,50,8,0,15,6,72,2,5,5,163,6,20,21,15,3,85
2019-06-20 21:30:00,59,7,0,14,3,69,5,8,6,171,6,20,21,30,3,86
2019-06-20 21:45:00,44,6,0,19,3,62,3,8,5,150,6,20,21,45,3,87
2019-06-20 22:00:00,65,7,0,15,7,61,0,3,0,158,6,20,22,0,3,88
2019-06-20 22:15:00,50,7,0,13,3,59,0,2,3,137,6,20,22,15,3,89
2019-06-20 22:30:00,50,6,0,19,1,47,0,4,1,128,6,20,22,30,3,90
2019-06-20 22:45:00,54,5,0,8,4,56,0,0,1,128,6,20,22,45,3,91
2019-06-20 23:00:00,55,5,0,8,4,53,0,0,0,125,6,20,23,0,3,92
2019-06-20 23:15:00,37,5,0,9,5,45,0,0,0,101,6,20,23,15,3,93
2019-06-20 23:30:00,45,5,0,8,3,43,0,0,1,105,6,20,23,30,3,94
2019-06-20 23:45:00,41,4,0,10,2,43,0,0,0,100,6,20,23,45,3,95
2019-06-21 00:00:00,53,2,0,5,1,36,0,0,0,97,6,21,0,0,4,0
2019-06-21 00:15:00,28,2,0,8,0,33,0,0,0,71,6,21,0,15,4,1
2019-06-21 00:30:00,29,3,0,4,2,18,0,3,3,62,6,21,0,30,4,2
2019-06-21 00:45:00,25,5,0,4,1,23,0,0,0,58,6,21,0,45,4,3
2019-06-21 01:00:00,33,3,0,3,1,21,0,0,0,61,6,21,1,0,4,4
2019-06-21 01:15:00,19,2,0,1,1,24,0,0,0,47,6,21,1,15,4,5
