,det33,det35,det37,det39,det41,det43,det45,det47,totalct,month,day,hour,minute,day-of-week,year,min_bin
2019-01-14 18:00:00,41,11,14,16,31,7,16,3,139,1,14,18,0,0,2019,72
2019-01-14 18:15:00,35,11,11,13,38,4,13,8,133,1,14,18,15,0,2019,73
2019-01-14 18:30:00,53,9,20,9,35,7,15,6,154,1,14,18,30,0,2019,74
2019-01-14 18:45:00,53,8,18,11,42,7,17,6,162,1,14,18,45,0,2019,75
2019-01-14 19:00:00,36,10,13,11,39,6,15,6,136,1,14,19,0,0,2019,76
2019-01-14 19:15:00,45,8,18,8,54,7,20,5,165,1,14,19,15,0,2019,77
2019-01-14 19:30:00,47,9,18,9,44,7,11,10,155,1,14,19,30,0,2019,78
2019-01-14 19:45:00,44,6,14,8,48,7,17,5,149,1,14,19,45,0,2019,79
2019-01-14 20:00:00,53,7,18,11,56,9,16,2,172,1,14,20,0,0,2019,80
2019-01-14 20:15:00,46,7,12,7,50,6,17,6,151,1,14,20,15,0,2019,81
2019-01-14 20:30:00,47,7,16,5,56,8,14,4,157,1,14,20,30,0,2019,82
2019-01-14 20:45:00,48,5,16,7,30,5,12,2,125,1,14,20,45,0,2019,83
2019-01-14 21:00:00,41,2,12,8,42,6,11,1,123,1,14,21,0,0,2019,84
2019-01-14 21:15:00,37,4,7,5,30,6,17,1,107,1,14,21,15,0,2019,85
2019-01-14 21:30:00,39,3,9,4,31,3,12,3,104,1,14,21,30,0,2019,86
2019-01-14 21:45:00,40,4,6,1,27,2,8,1,89,1,14,21,45,0,2019,87
2019-01-14 22:00:00,30,6,6,4,27,7,6,2,88,1,14,22,0,0,2019,88
2019-01-14 22:15:00,29,3,4,2,22,3,15,5,83,1,14,22,15,0,2019,89
2019-01-14 22:30:00,29,3,7,2,36,1,2,0,80,1,14,22,30,0,2019,90
2019-01-14 22:45:00,27,3,7,2,36,2,8,4,89,1,14,22,45,0,2019,91
2019-01-14 23:00:00,32,3,2,4,19,6,5,2,73,1,14,23,0,0,2019,92
2019-01-14 23:15:00,28,1,4,3,15,0,2,0,53,1,14,23,15,0,2019,93
2019-01-14 23:30:00,20,2,5,1,16,0,1,0,45,1,14,23,30,0,2019,94
2019-01-14 23:45:00,13,0,0,2,13,0,1,0,29,1,14,23,45,0,2019,95
2019-01-15 00:00:00,22,2,13,14,10,0,2,0,63,1,15,0,0,1,2019,0
2019-01-15 00:15:00,19,13,1,0,8,0,1,0,42,1,15,0,15,1,2019,1
2019-01-15 00:30:00,19,3,2,0,10,0,2,1,37,1,15,0,30,1,2019,2
2019-01-15 00:45:00,12,0,0,0,13,1,0,0,26,1,15,0,45,1,2019,3
2019-01-15 01:00:00,18,4,2,0,15,0,4,4,47,1,15,1,0,1,2019,4
2019-01-15 01:15:00,17,0,1,1,11,0,3,2,35,1,15,1,15,1,2019,5
2019-01-15 01:30:00,20,2,0,0,12,0,1,0,35,1,15,1,30,1,2019,6
2019-01-15 01:45:00,15,0,0,0,9,0,0,0,24,1,15,1,45,1,2019,7
2019-01-15 02:00:00,19,2,2,0,9,3,2,0,37,1,15,2,0,1,2019,8
2019-01-15 02:15:00,7,0,1,0,8,0,1,0,17,1,15,2,15,1,2019,9
2019-01-15 02:30:00,17,1,0,0,8,0,1,0,27,1,15,2,30,1,2019,10
2019-01-15 02:45:00,2,0,0,1,10,5,1,1,20,1,15,2,45,1,2019,11
2019-01-15 03:00:00,11,0,2,0,10,0,0,0,23,1,15,3,0,1,2019,12
2019-01-15 03:15:00,12,2,0,0,19,0,1,0,34,1,15,3,15,1,2019,13
2019-01-15 03:30:00,17,2,3,0,21,1,3,2,49,1,15,3,30,1,2019,14
2019-01-15 03:45:00,14,0,2,0,24,1,0,0,41,1,15,3,45,1,2019,15
2019-01-15 04:00:00,13,1,3,0,30,0,2,1,50,1,15,4,0,1,2019,16
2019-01-15 04:15:00,16,0,8,4,38,0,1,0,67,1,15,4,15,1,2019,17
2019-01-15 04:30:00,13,4,7,0,56,0,0,0,80,1,15,4,30,1,2019,18
2019-01-15 04:45:00,29,1,11,2,65,1,0,0,109,1,15,4,45,1,2019,19
2019-01-15 05:00:00,24,0,3,0,58,2,2,1,90,1,15,5,0,1,2019,20
2019-01-15 05:15:00,31,1,6,3,53,0,4,2,100,1,15,5,15,1,2019,21
2019-01-15 05:30:00,44,2,5,1,68,2,2,1,125,1,15,5,30,1,2019,22
2019-01-15 05:45:00,39,7,6,4,54,8,4,1,123,1,15,5,45,1,2019,23
2019-01-15 06:00:00,39,3,10,4,60,2,2,1,121,1,15,6,0,1,2019,24
2019-01-15 06:15:00,59,4,12,1,65,11,3,1,156,1,15,6,15,1,2019,25
2019-01-15 06:30:00,48,5,10,4,53,3,11,3,137,1,15,6,30,1,2019,26
2019-01-15 06:45:00,48,5,17,7,64,5,6,2,154,1,15,6,45,1,2019,27
2019-01-15 07:00:00,73,5,8,8,63,2,11,6,176,1,15,7,0,1,2019,28
2019-01-15 07:15:00,64,8,9,4,54,3,7,1,150,1,15,7,15,1,2019,29
2019-01-15 07:30:00,59,9,15,6,35,6,13,5,148,1,15,7,30,1,2019,30
2019-01-15 07:45:00,58,8,18,9,40,6,11,6,156,1,15,7,45,1,2019,31
2019-01-15 08:00:00,48,10,10,7,45,7,9,3,139,1,15,8,0,1,2019,32
2019-01-15 08:15:00,67,7,17,5,61,5,13,6,181,1,15,8,15,1,2019,33
2019-01-15 08:30:00,55,9,15,7,58,6,8,5,163,1,15,8,30,1,2019,34
2019-01-15 08:45:00,65,9,18,5,56,9,12,5,179,1,15,8,45,1,2019,35
2019-01-15 09:00:00,60,10,13,3,55,7,12,6,166,1,15,9,0,1,2019,36
2019-01-15 09:15:00,64,11,12,8,55,7,11,5,173,1,15,9,15,1,2019,37
2019-01-15 09:30:00,50,9,11,4,52,5,11,3,145,1,15,9,30,1,2019,38
2019-01-15 09:45:00,42,8,13,6,36,7,12,5,129,1,15,9,45,1,2019,39
2019-01-15 10:00:00,35,8,11,10,33,8,23,6,134,1,15,10,0,1,2019,40
2019-01-15 10:15:00,42,12,17,11,22,8,16,7,135,1,15,10,15,1,2019,41
2019-01-15 10:30:00,34,6,11,10,32,9,14,5,121,1,15,10,30,1,2019,42
2019-01-15 10:45:00,29,8,9,9,32,10,18,9,124,1,15,10,45,1,2019,43
2019-01-15 11:00:00,28,8,14,12,27,9,12,7,117,1,15,11,0,1,2019,44
2019-01-15 11:15:00,38,9,11,8,22,7,16,6,117,1,15,11,15,1,2019,45
2019-01-15 11:30:00,38,7,12,9,38,7,13,10,134,1,15,11,30,1,2019,46
2019-01-15 11:45:00,28,10,9,11,25,8,12,8,111,1,15,11,45,1,2019,47
2019-01-15 12:00:00,30,5,8,14,27,3,8,9,104,1,15,12,0,1,2019,48
2019-01-15 12:15:00,42,10,12,8,37,9,13,5,136,1,15,12,15,1,2019,49
2019-01-15 12:30:00,46,11,12,8,28,9,13,6,133,1,15,12,30,1,2019,50
2019-01-15 12:45:00,28,7,9,13,14,5,13,10,99,1,15,12,45,1,2019,51
2019-01-15 13:00:00,30,10,17,10,37,11,16,11,142,1,15,13,0,1,2019,52
2019-01-15 13:15:00,24,7,10,7,22,7,12,19,108,1,15,13,15,1,2019,53
2019-01-15 13:30:00,31,8,13,16,24,9,15,5,121,1,15,13,30,1,2019,54
2019-01-15 13:45:00,22,9,13,11,17,7,15,10,104,1,15,13,45,1,2019,55
2019-01-15 14:00:00,29,7,9,12,24,9,13,7,110,1,15,14,0,1,2019,56
2019-01-15 14:15:00,32,9,13,11,33,12,12,8,130,1,15,14,15,1,2019,57
2019-01-15 14:30:00,42,8,15,11,31,6,15,8,136,1,15,14,30,1,2019,58
2019-01-15 14:45:00,27,7,14,9,36,8,11,8,120,1,15,14,45,1,2019,59
2019-01-15 15:00:00,37,7,11,15,39,6,12,7,134,1,15,15,0,1,2019,60
2019-01-15 15:15:00,28,7,6,9,45,7,10,8,120,1,15,15,15,1,2019,61
2019-01-15 15:30:00,26,8,10,11,44,6,11,10,126,1,15,15,30,1,2019,62
2019-01-15 15:45:00,30,8,7,11,30,7,18,12,123,1,15,15,45,1,2019,63
2019-01-15 16:00:00,33,7,16,7,27,7,11,11,119,1,15,16,0,1,2019,64
2019-01-15 16:15:00,36,7,12,9,32,8,8,6,118,1,15,16,15,1,2019,65
2019-01-15 16:30:00,34,8,13,11,36,7,11,8,128,1,15,16,30,1,2019,66
2019-01-15 16:45:00,28,7,9,6,35,7,13,9,114,1,15,16,45,1,2019,67
2019-01-15 17:00:00,33,7,9,11,31,7,9,9,116,1,15,17,0,1,2019,68
2019-01-15 17:15:00,40,7,15,6,26,9,11,8,122,1,15,17,15,1,2019,69
2019-01-15 17:30:00,29,7,6,12,29,7,16,7,113,1,15,17,30,1,2019,70
2019-01-15 17:45:00,33,14,11,11,33,6,12,9,129,1,15,17,45,1,2019,71
2019-01-15 18:00:00,38,11,20,10,42,7,16,7,151,1,15,18,0,1,2019,72
2019-01-15 18:15:00,41,11,16,11,28,7,10,6,130,1,15,18,15,1,2019,73
2019-01-15 18:30:00,36,7,23,12,38,8,11,9,144,1,15,18,30,1,2019,74
2019-01-15 18:45:00,43,6,12,8,23,7,11,8,118,1,15,18,45,1,2019,75
2019-01-15 19:00:00,37,8,16,12,50,10,13,7,153,1,15,19,0,1,2019,76
2019-01-15 19:15:00,37,8,14,14,39,8,15,7,142,1,15,19,15,1,2019,77
2019-01-15 19:30:00,45,5,18,12,65,7,12,6,170,1,15,19,30,1,2019,78
2019-01-15 19:45:00,34,9,16,6,44,7,13,2,131,1,15,19,45,1,2019,79
2019-01-15 20:00:00,30,5,24,11,51,7,14,5,147,1,15,20,0,1,2019,80
2019-01-15 20:15:00,40,9,15,16,47,7,18,4,156,1,15,20,15,1,2019,81
2019-01-15 20:30:00,34,7,16,9,43,9,12,7,137,1,15,20,30,1,2019,82
2019-01-15 20:45:00,33,7,14,7,41,8,13,3,126,1,15,20,45,1,2019,83
2019-01-15 21:00:00,42,5,18,8,42,8,13,5,141,1,15,21,0,1,2019,84
2019-01-15 21:15:00,37,6,16,9,32,5,17,2,124,1,15,21,15,1,2019,85
2019-01-15 21:30:00,41,3,10,8,32,5,10,1,110,1,15,21,30,1,2019,86
2019-01-15 21:45:00,34,2,11,4,39,4,9,2,105,1,15,21,45,1,2019,87
2019-01-15 22:00:00,35,4,7,6,31,12,9,3,107,1,15,22,0,1,2019,88
2019-01-15 22:15:00,33,3,3,1,28,5,7,3,83,1,15,22,15,1,2019,89
2019-01-15 22:30:00,27,3,8,2,36,2,12,3,93,1,15,22,30,1,2019,90
2019-01-15 22:45:00,32,6,4,1,29,0,2,0,74,1,15,22,45,1,2019,91
2019-01-15 23:00:00,39,2,5,3,23,2,4,2,80,1,15,23,0,1,2019,92
2019-01-15 23:15:00,28,2,1,2,21,2,4,1,61,1,15,23,15,1,2019,93
2019-01-15 23:30:00,15,2,3,4,18,4,1,0,47,1,15,23,30,1,2019,94
2019-01-15 23:45:00,18,1,1,1,10,2,5,0,38,1,15,23,45,1,2019,95
2019-01-16 00:00:00,12,0,3,4,18,2,2,2,43,1,16,0,0,2,2019,0
2019-01-16 00:15:00,11,1,3,0,18,3,2,1,39,1,16,0,15,2,2019,1
2019-01-16 00:30:00,20,0,2,1,12,0,3,2,40,1,16,0,30,2,2019,2
2019-01-16 00:45:00,9,1,1,1,4,0,0,0,16,1,16,0,45,2,2019,3
2019-01-16 01:00:00,14,3,4,1,8,1,1,1,33,1,16,1,0,2,2019,4
2019-01-16 01:15:00,16,1,3,0,6,0,0,0,26,1,16,1,15,2,2019,5
2019-01-16 01:30:00,30,2,0,0,6,0,2,0,40,1,16,1,30,2,2019,6
2019-01-16 01:45:00,17,2,0,0,11,0,1,0,31,1,16,1,45,2,2019,7
2019-01-16 02:00:00,22,2,0,0,9,0,2,0,35,1,16,2,0,2,2019,8
2019-01-16 02:15:00,11,1,0,0,4,0,0,0,16,1,16,2,15,2,2019,9
2019-01-16 02:30:00,17,1,0,1,7,0,1,0,27,1,16,2,30,2,2019,10
2019-01-16 02:45:00,11,0,0,0,14,4,0,0,29,1,16,2,45,2,2019,11
2019-01-16 03:00:00,10,1,1,0,7,1,1,1,22,1,16,3,0,2,2019,12
2019-01-16 03:15:00,9,0,0,0,17,0,0,0,26,1,16,3,15,2,2019,13
2019-01-16 03:30:00,9,0,16,12,11,2,3,2,55,1,16,3,30,2,2019,14
2019-01-16 03:45:00,13,8,0,0,18,1,0,0,40,1,16,3,45,2,2019,15
2019-01-16 04:00:00,13,8,2,0,34,3,3,1,64,1,16,4,0,2,2019,16
2019-01-16 04:15:00,17,0,3,0,36,0,1,0,57,1,16,4,15,2,2019,17
2019-01-16 04:30:00,13,1,4,1,50,12,0,0,81,1,16,4,30,2,2019,18
2019-01-16 04:45:00,29,4,8,0,58,2,4,6,111,1,16,4,45,2,2019,19
2019-01-16 05:00:00,28,0,5,1,50,2,3,1,90,1,16,5,0,2,2019,20
2019-01-16 05:15:00,37,1,4,1,57,1,2,1,104,1,16,5,15,2,2019,21
2019-01-16 05:30:00,41,1,7,1,77,3,3,1,134,1,16,5,30,2,2019,22
2019-01-16 05:45:00,48,3,7,4,67,6,1,2,138,1,16,5,45,2,2019,23
2019-01-16 06:00:00,42,3,5,1,57,6,5,2,121,1,16,6,0,2,2019,24
2019-01-16 06:15:00,60,5,12,1,66,4,8,3,159,1,16,6,15,2,2019,25
2019-01-16 06:30:00,53,6,12,7,59,4,6,4,151,1,16,6,30,2,2019,26
2019-01-16 06:45:00,48,7,13,6,68,8,10,2,162,1,16,6,45,2,2019,27
2019-01-16 07:00:00,60,11,13,6,64,5,8,1,168,1,16,7,0,2,2019,28
2019-01-16 07:15:00,45,8,13,6,40,6,9,3,130,1,16,7,15,2,2019,29
2019-01-16 07:30:00,51,8,15,7,67,5,11,3,167,1,16,7,30,2,2019,30
2019-01-16 07:45:00,42,9,15,8,34,7,9,5,129,1,16,7,45,2,2019,31
2019-01-16 08:00:00,49,7,13,4,47,9,14,5,148,1,16,8,0,2,2019,32
2019-01-16 08:15:00,49,11,14,6,67,8,14,3,172,1,16,8,15,2,2019,33
2019-01-16 08:30:00,47,9,15,10,54,7,8,4,154,1,16,8,30,2,2019,34
2019-01-16 08:45:00,31,8,17,6,41,9,16,5,133,1,16,8,45,2,2019,35
2019-01-16 09:00:00,40,8,11,7,46,10,14,5,141,1,16,9,0,2,2019,36
2019-01-16 09:15:00,44,11,14,7,59,9,15,9,168,1,16,9,15,2,2019,37
2019-01-16 09:30:00,34,10,14,12,39,9,16,6,140,1,16,9,30,2,2019,38
2019-01-16 09:45:00,42,8,12,8,37,9,17,7,140,1,16,9,45,2,2019,39
2019-01-16 10:00:00,30,9,19,8,30,8,18,8,130,1,16,10,0,2,2019,40
2019-01-16 10:15:00,40,5,12,11,21,5,17,6,117,1,16,10,15,2,2019,41
2019-01-16 10:30:00,26,11,12,8,25,11,16,7,116,1,16,10,30,2,2019,42
2019-01-16 10:45:00,25,7,13,12,22,8,15,8,110,1,16,10,45,2,2019,43
2019-01-16 11:00:00,23,8,5,9,28,8,17,8,106,1,16,11,0,2,2019,44
2019-01-16 11:15:00,25,5,7,7,31,7,11,10,103,1,16,11,15,2,2019,45
2019-01-16 11:30:00,27,5,12,8,23,7,9,6,97,1,16,11,30,2,2019,46
2019-01-16 11:45:00,30,7,12,10,28,5,10,9,111,1,16,11,45,2,2019,47
2019-01-16 12:00:00,36,8,5,7,29,9,10,10,114,1,16,12,0,2,2019,48
2019-01-16 12:15:00,26,10,4,10,17,4,4,7,82,1,16,12,15,2,2019,49
2019-01-16 12:30:00,21,7,6,7,20,6,12,9,88,1,16,12,30,2,2019,50
2019-01-16 12:45:00,45,13,10,10,15,7,10,11,121,1,16,12,45,2,2019,51
2019-01-16 13:00:00,24,9,16,10,17,8,9,10,103,1,16,13,0,2,2019,52
2019-01-16 13:15:00,22,8,11,13,12,8,9,13,96,1,16,13,15,2,2019,53
2019-01-16 13:30:00,22,6,16,12,14,7,13,10,100,1,16,13,30,2,2019,54
2019-01-16 13:45:00,27,8,8,10,28,8,15,8,112,1,16,13,45,2,2019,55
2019-01-16 14:00:00,29,7,14,9,25,9,18,12,123,1,16,14,0,2,2019,56
2019-01-16 14:15:00,25,9,11,11,23,5,14,9,107,1,16,14,15,2,2019,57
2019-01-16 14:30:00,30,11,7,11,16,7,13,8,103,1,16,14,30,2,2019,58
2019-01-16 14:45:00,25,8,13,11,20,6,12,6,101,1,16,14,45,2,2019,59
2019-01-16 15:00:00,24,7,4,10,38,6,11,10,110,1,16,15,0,2,2019,60
2019-01-16 15:15:00,23,8,10,10,27,8,9,11,106,1,16,15,15,2,2019,61
2019-01-16 15:30:00,25,7,4,9,41,6,12,6,110,1,16,15,30,2,2019,62
2019-01-16 15:45:00,29,8,8,9,43,7,17,8,129,1,16,15,45,2,2019,63
2019-01-16 16:00:00,24,8,7,10,33,7,5,6,100,1,16,16,0,2,2019,64
2019-01-16 16:15:00,23,8,8,10,28,8,14,8,107,1,16,16,15,2,2019,65
2019-01-16 16:30:00,36,9,7,11,49,7,7,8,134,1,16,16,30,2,2019,66
2019-01-16 16:45:00,43,7,9,12,41,8,2,8,130,1,16,16,45,2,2019,67
2019-01-16 17:00:00,19,8,1,15,28,8,7,8,94,1,16,17,0,2,2019,68
2019-01-16 17:15:00,18,8,4,5,26,7,7,10,85,1,16,17,15,2,2019,69
2019-01-16 17:30:00,26,5,8,6,29,7,5,8,94,1,16,17,30,2,2019,70
2019-01-16 17:45:00,43,10,17,9,27,8,13,10,137,1,16,17,45,2,2019,71
2019-01-16 18:00:00,36,10,15,10,29,8,14,9,131,1,16,18,0,2,2019,72
2019-01-16 18:15:00,29,9,19,13,27,7,17,7,128,1,16,18,15,2,2019,73
2019-01-16 18:30:00,31,11,15,10,36,11,9,5,128,1,16,18,30,2,2019,74
2019-01-16 18:45:00,48,9,16,15,26,5,17,5,141,1,16,18,45,2,2019,75
2019-01-16 19:00:00,52,10,17,9,40,9,15,5,157,1,16,19,0,2,2019,76
2019-01-16 19:15:00,43,9,19,11,44,6,13,10,155,1,16,19,15,2,2019,77
2019-01-16 19:30:00,44,7,15,9,49,4,27,5,160,1,16,19,30,2,2019,78
2019-01-16 19:45:00,46,8,15,16,53,7,19,7,171,1,16,19,45,2,2019,79
2019-01-16 20:00:00,58,6,18,12,39,7,17,5,162,1,16,20,0,2,2019,80
2019-01-16 20:15:00,55,9,14,11,54,5,14,2,164,1,16,20,15,2,2019,81
2019-01-16 20:30:00,40,7,11,11,49,7,20,9,154,1,16,20,30,2,2019,82
2019-01-16 20:45:00,44,5,16,5,42,8,16,4,140,1,16,20,45,2,2019,83
2019-01-16 21:00:00,35,7,12,10,40,6,15,4,129,1,16,21,0,2,2019,84
2019-01-16 21:15:00,43,4,12,7,37,3,8,1,115,1,16,21,15,2,2019,85
2019-01-16 21:30:00,40,3,14,5,37,6,8,1,114,1,16,21,30,2,2019,86
2019-01-16 21:45:00,39,3,7,3,32,6,12,2,104,1,16,21,45,2,2019,87
2019-01-16 22:00:00,35,5,3,5,40,1,8,0,97,1,16,22,0,2,2019,88
2019-01-16 22:15:00,34,4,7,3,34,1,8,0,91,1,16,22,15,2,2019,89
2019-01-16 22:30:00,27,5,6,2,34,1,3,2,80,1,16,22,30,2,2019,90
2019-01-16 22:45:00,30,2,5,3,30,1,6,0,77,1,16,22,45,2,2019,91
2019-01-16 23:00:00,24,6,2,2,32,2,4,3,75,1,16,23,0,2,2019,92
2019-01-16 23:15:00,29,2,3,1,23,2,6,0,66,1,16,23,15,2,2019,93
2019-01-16 23:30:00,20,1,2,0,25,2,2,1,53,1,16,23,30,2,2019,94
2019-01-16 23:45:00,20,1,2,0,14,1,3,1,42,1,16,23,45,2,2019,95
2019-01-17 00:00:00,11,1,5,4,16,2,2,2,43,1,17,0,0,3,2019,0
2019-01-17 00:15:00,16,1,3,0,11,1,2,0,34,1,17,0,15,3,2019,1
2019-01-17 00:30:00,12,1,1,0,15,3,0,0,32,1,17,0,30,3,2019,2
2019-01-17 00:45:00,13,1,1,0,10,0,1,0,26,1,17,0,45,3,2019,3
2019-01-17 01:00:00,11,0,5,1,9,0,1,0,27,1,17,1,0,3,2019,4
2019-01-17 01:15:00,14,4,1,0,11,0,2,1,33,1,17,1,15,3,2019,5
2019-01-17 01:30:00,22,0,1,0,9,0,0,0,32,1,17,1,30,3,2019,6
2019-01-17 01:45:00,16,0,2,1,8,1,0,0,28,1,17,1,45,3,2019,7
2019-01-17 02:00:00,11,0,1,0,7,1,0,0,20,1,17,2,0,3,2019,8
2019-01-17 02:15:00,9,2,0,0,7,2,0,0,20,1,17,2,15,3,2019,9
2019-01-17 02:30:00,16,0,0,0,15,6,0,0,37,1,17,2,30,3,2019,10
2019-01-17 02:45:00,10,0,3,2,6,1,4,3,29,1,17,2,45,3,2019,11
2019-01-17 03:00:00,11,0,3,0,6,0,1,0,21,1,17,3,0,3,2019,12
2019-01-17 03:15:00,9,1,0,0,16,5,0,0,31,1,17,3,15,3,2019,13
2019-01-17 03:30:00,13,1,3,0,11,2,3,0,33,1,17,3,30,3,2019,14
2019-01-17 03:45:00,12,3,2,0,20,1,4,3,45,1,17,3,45,3,2019,15
2019-01-17 04:00:00,15,0,4,0,33,4,0,0,56,1,17,4,0,3,2019,16
2019-01-17 04:15:00,9,1,6,0,40,1,1,1,59,1,17,4,15,3,2019,17
2019-01-17 04:30:00,26,3,7,1,55,0,2,0,94,1,17,4,30,3,2019,18
2019-01-17 04:45:00,23,4,5,1,58,2,4,0,97,1,17,4,45,3,2019,19
2019-01-17 05:00:00,26,3,2,3,52,3,3,2,94,1,17,5,0,3,2019,20
2019-01-17 05:15:00,44,0,4,1,59,1,2,0,111,1,17,5,15,3,2019,21
2019-01-17 05:30:00,41,1,6,1,79,3,5,1,137,1,17,5,30,3,2019,22
2019-01-17 05:45:00,56,3,11,5,54,3,4,0,136,1,17,5,45,3,2019,23
2019-01-17 06:00:00,42,4,7,1,65,4,5,2,130,1,17,6,0,3,2019,24
2019-01-17 06:15:00,49,4,10,3,54,3,6,5,134,1,17,6,15,3,2019,25
2019-01-17 06:30:00,61,5,15,4,81,6,5,3,180,1,17,6,30,3,2019,26
2019-01-17 06:45:00,54,6,14,2,47,5,7,4,139,1,17,6,45,3,2019,27
2019-01-17 07:00:00,62,7,14,3,72,2,10,2,172,1,17,7,0,3,2019,28
2019-01-17 07:15:00,70,10,15,4,34,7,12,4,156,1,17,7,15,3,2019,29
2019-01-17 07:30:00,59,7,12,8,43,4,11,3,147,1,17,7,30,3,2019,30
2019-01-17 07:45:00,55,6,18,15,43,7,11,3,158,1,17,7,45,3,2019,31
2019-01-17 08:00:00,26,9,18,6,42,7,13,6,127,1,17,8,0,3,2019,32
2019-01-17 08:15:00,47,13,16,9,46,10,16,9,166,1,17,8,15,3,2019,33
2019-01-17 08:30:00,60,11,17,8,53,10,13,6,178,1,17,8,30,3,2019,34
2019-01-17 08:45:00,62,11,20,4,47,8,14,4,170,1,17,8,45,3,2019,35
2019-01-17 09:00:00,58,10,14,6,51,10,11,3,163,1,17,9,0,3,2019,36
2019-01-17 09:15:00,65,8,11,12,58,9,20,8,191,1,17,9,15,3,2019,37
2019-01-17 09:30:00,55,8,12,5,38,7,18,8,151,1,17,9,30,3,2019,38
2019-01-17 09:45:00,48,8,13,5,29,7,10,5,125,1,17,9,45,3,2019,39
2019-01-17 10:00:00,44,8,17,8,48,6,15,6,152,1,17,10,0,3,2019,40
2019-01-17 10:15:00,54,9,17,12,22,11,15,5,145,1,17,10,15,3,2019,41
2019-01-17 10:30:00,50,9,19,11,15,5,16,6,131,1,17,10,30,3,2019,42
2019-01-17 10:45:00,36,9,13,11,21,8,12,10,120,1,17,10,45,3,2019,43
2019-01-17 11:00:00,34,8,16,11,13,9,13,8,112,1,17,11,0,3,2019,44
2019-01-17 11:15:00,27,5,10,11,20,6,15,12,106,1,17,11,15,3,2019,45
2019-01-17 11:30:00,38,6,14,10,22,4,9,7,110,1,17,11,30,3,2019,46
2019-01-17 11:45:00,34,8,6,9,28,7,8,10,110,1,17,11,45,3,2019,47
2019-01-17 12:00:00,35,6,6,10,16,5,11,9,98,1,17,12,0,3,2019,48
2019-01-17 12:15:00,34,9,11,10,21,6,20,9,120,1,17,12,15,3,2019,49
2019-01-17 12:30:00,38,6,13,8,30,7,11,10,123,1,17,12,30,3,2019,50
2019-01-17 12:45:00,32,10,8,10,20,9,4,9,102,1,17,12,45,3,2019,51
2019-01-17 13:00:00,26,10,8,11,16,7,16,12,106,1,17,13,0,3,2019,52
2019-01-17 13:15:00,39,8,7,14,24,6,9,11,118,1,17,13,15,3,2019,53
2019-01-17 13:30:00,28,7,12,12,18,8,19,8,112,1,17,13,30,3,2019,54
2019-01-17 13:45:00,41,9,15,12,12,9,8,4,110,1,17,13,45,3,2019,55
2019-01-17 14:00:00,38,7,18,14,27,8,14,9,135,1,17,14,0,3,2019,56
2019-01-17 14:15:00,37,8,16,12,28,11,15,12,139,1,17,14,15,3,2019,57
2019-01-17 14:30:00,37,8,11,6,22,9,19,11,123,1,17,14,30,3,2019,58
2019-01-17 14:45:00,26,7,11,14,22,6,17,8,111,1,17,14,45,3,2019,59
2019-01-17 15:00:00,33,8,9,10,36,8,7,9,120,1,17,15,0,3,2019,60
2019-01-17 15:15:00,22,9,9,7,30,7,13,7,104,1,17,15,15,3,2019,61
2019-01-17 15:30:00,34,8,1,11,41,6,20,9,130,1,17,15,30,3,2019,62
2019-01-17 15:45:00,29,7,6,8,22,7,9,5,93,1,17,15,45,3,2019,63
2019-01-17 16:00:00,27,7,7,10,35,6,14,11,117,1,17,16,0,3,2019,64
2019-01-17 16:15:00,26,10,10,11,27,8,8,5,105,1,17,16,15,3,2019,65
2019-01-17 16:30:00,28,6,7,8,32,5,10,7,103,1,17,16,30,3,2019,66
2019-01-17 16:45:00,37,7,10,5,26,6,6,9,106,1,17,16,45,3,2019,67
2019-01-17 17:00:00,28,7,4,11,26,7,7,8,98,1,17,17,0,3,2019,68
2019-01-17 17:15:00,22,6,10,12,39,6,2,8,105,1,17,17,15,3,2019,69
2019-01-17 17:30:00,30,6,10,9,35,7,8,11,116,1,17,17,30,3,2019,70
2019-01-17 17:45:00,36,7,11,8,36,7,14,6,125,1,17,17,45,3,2019,71
2019-01-17 18:00:00,30,8,16,14,28,5,9,11,121,1,17,18,0,3,2019,72
2019-01-17 18:15:00,30,12,9,7,18,10,9,9,104,1,17,18,15,3,2019,73
2019-01-17 18:30:00,47,11,15,10,34,4,15,8,144,1,17,18,30,3,2019,74
2019-01-17 18:45:00,46,8,16,8,39,6,15,6,144,1,17,18,45,3,2019,75
2019-01-17 19:00:00,42,9,11,9,41,12,16,8,148,1,17,19,0,3,2019,76
2019-01-17 19:15:00,47,6,13,13,52,9,9,7,156,1,17,19,15,3,2019,77
2019-01-17 19:30:00,48,6,16,10,55,12,15,6,168,1,17,19,30,3,2019,78
2019-01-17 19:45:00,49,12,20,13,42,8,14,4,162,1,17,19,45,3,2019,79
2019-01-17 20:00:00,47,10,18,11,41,8,16,8,159,1,17,20,0,3,2019,80
2019-01-17 20:15:00,53,10,17,11,42,6,18,5,162,1,17,20,15,3,2019,81
2019-01-17 20:30:00,46,5,15,12,56,8,17,5,164,1,17,20,30,3,2019,82
2019-01-17 20:45:00,40,5,11,6,47,7,17,3,136,1,17,20,45,3,2019,83
2019-01-17 21:00:00,47,6,15,7,50,7,22,1,155,1,17,21,0,3,2019,84
2019-01-17 21:15:00,41,6,10,10,43,8,15,2,135,1,17,21,15,3,2019,85
2019-01-17 21:30:00,47,5,12,9,56,6,12,0,147,1,17,21,30,3,2019,86
