,det33,det35,det37,det39,det41,det43,det45,det47,totalct,month,day,hour,minute,day-of-week,year,min_bin
2018-10-17 10:45:00,22,8,12,9,12,9,11,9,92,10,17,10,45,2,2018,43
2018-10-17 11:00:00,31,11,9,10,43,7,10,5,126,10,17,11,0,2,2018,44
2018-10-17 11:15:00,45,13,10,10,15,9,13,6,121,10,17,11,15,2,2018,45
2018-10-17 11:30:00,47,8,13,14,30,6,10,11,139,10,17,11,30,2,2018,46
2018-10-17 11:45:00,39,11,14,13,19,6,8,8,118,10,17,11,45,2,2018,47
2018-10-17 12:00:00,32,11,12,13,27,8,7,10,120,10,17,12,0,2,2018,48
2018-10-17 12:15:00,32,6,11,8,20,9,15,7,108,10,17,12,15,2,2018,49
2018-10-17 12:30:00,41,4,9,7,34,8,3,9,115,10,17,12,30,2,2018,50
2018-10-17 12:45:00,37,10,12,12,18,8,11,13,121,10,17,12,45,2,2018,51
2018-10-17 13:00:00,51,10,10,10,26,8,15,10,140,10,17,13,0,2,2018,52
2018-10-17 13:15:00,41,11,11,9,21,10,11,6,120,10,17,13,15,2,2018,53
2018-10-17 13:30:00,37,10,13,14,30,9,9,8,130,10,17,13,30,2,2018,54
2018-10-17 13:45:00,34,14,17,9,21,10,14,10,129,10,17,13,45,2,2018,55
2018-10-17 14:00:00,45,10,8,7,27,8,9,7,121,10,17,14,0,2,2018,56
2018-10-17 14:15:00,33,7,12,12,16,11,20,8,119,10,17,14,15,2,2018,57
2018-10-17 14:30:00,16,7,13,12,16,9,15,12,100,10,17,14,30,2,2018,58
2018-10-17 14:45:00,31,7,16,7,16,9,10,4,100,10,17,14,45,2,2018,59
2018-10-17 15:00:00,40,7,16,11,31,6,11,5,127,10,17,15,0,2,2018,60
2018-10-17 15:15:00,41,7,12,9,36,8,8,8,129,10,17,15,15,2,2018,61
2018-10-17 15:30:00,34,7,5,7,19,9,15,8,104,10,17,15,30,2,2018,62
2018-10-17 15:45:00,24,7,8,11,28,7,14,9,108,10,17,15,45,2,2018,63
2018-10-17 16:00:00,39,7,11,14,14,7,7,10,109,10,17,16,0,2,2018,64
2018-10-17 16:15:00,31,6,9,10,21,9,8,8,102,10,17,16,15,2,2018,65
2018-10-17 16:30:00,29,11,5,10,37,7,10,10,119,10,17,16,30,2,2018,66
2018-10-17 16:45:00,23,7,11,6,21,8,11,10,97,10,17,16,45,2,2018,67
2018-10-17 17:00:00,33,9,6,11,36,7,16,8,126,10,17,17,0,2,2018,68
2018-10-17 17:15:00,21,7,6,11,21,7,7,10,90,10,17,17,15,2,2018,69
2018-10-17 17:30:00,26,8,18,11,31,8,6,10,118,10,17,17,30,2,2018,70
2018-10-17 17:45:00,33,6,9,13,26,9,7,8,111,10,17,17,45,2,2018,71
2018-10-17 18:00:00,42,11,9,15,34,5,17,11,144,10,17,18,0,2,2018,72
2018-10-17 18:15:00,35,10,13,10,24,6,22,8,128,10,17,18,15,2,2018,73
2018-10-17 18:30:00,44,8,15,10,26,7,15,7,132,10,17,18,30,2,2018,74
2018-10-17 18:45:00,39,5,14,15,29,7,12,8,129,10,17,18,45,2,2018,75
2018-10-17 19:00:00,43,9,14,9,45,6,12,7,145,10,17,19,0,2,2018,76
2018-10-17 19:15:00,56,8,20,12,46,8,12,2,164,10,17,19,15,2,2018,77
2018-10-17 19:30:00,51,12,24,12,47,6,18,8,178,10,17,19,30,2,2018,78
2018-10-17 19:45:00,49,8,13,13,43,8,12,9,155,10,17,19,45,2,2018,79
2018-10-17 20:00:00,54,10,16,13,40,9,11,7,160,10,17,20,0,2,2018,80
2018-10-17 20:15:00,45,10,22,9,49,8,19,3,165,10,17,20,15,2,2018,81
2018-10-17 20:30:00,53,8,18,12,42,9,14,8,164,10,17,20,30,2,2018,82
2018-10-17 20:45:00,46,5,13,6,47,8,15,8,148,10,17,20,45,2,2018,83
2018-10-17 21:00:00,47,3,17,11,33,5,13,3,132,10,17,21,0,2,2018,84
2018-10-17 21:15:00,38,9,16,12,41,4,12,10,142,10,17,21,15,2,2018,85
2018-10-17 21:30:00,38,5,12,7,42,9,16,6,135,10,17,21,30,2,2018,86
2018-10-17 21:45:00,42,5,9,6,30,4,10,2,108,10,17,21,45,2,2018,87
2018-10-17 22:00:00,36,3,5,4,42,5,7,1,103,10,17,22,0,2,2018,88
2018-10-17 22:15:00,42,4,12,3,37,1,10,2,111,10,17,22,15,2,2018,89
2018-10-17 22:30:00,41,5,6,3,39,4,10,0,108,10,17,22,30,2,2018,90
2018-10-17 22:45:00,36,5,6,3,40,2,5,0,97,10,17,22,45,2,2018,91
2018-10-17 23:00:00,37,2,2,0,29,3,2,1,76,10,17,23,0,2,2018,92
2018-10-17 23:15:00,29,2,4,2,16,2,0,0,55,10,17,23,15,2,2018,93
2018-10-17 23:30:00,18,1,2,1,20,1,6,2,51,10,17,23,30,2,2018,94
2018-10-17 23:45:00,24,3,6,3,20,2,3,3,64,10,17,23,45,2,2018,95
2018-10-18 00:00:00,24,1,2,0,27,1,3,0,58,10,18,0,0,3,2018,0
2018-10-18 00:15:00,13,3,1,0,22,2,2,0,43,10,18,0,15,3,2018,1
2018-10-18 00:30:00,16,1,18,16,11,1,1,0,64,10,18,0,30,3,2018,2
2018-10-18 00:45:00,12,2,4,0,15,0,1,0,34,10,18,0,45,3,2018,3
2018-10-18 01:00:00,14,6,0,1,17,7,0,0,45,10,18,1,0,3,2018,4
2018-10-18 01:15:00,10,3,2,0,3,1,2,0,21,10,18,1,15,3,2018,5
2018-10-18 01:30:00,25,1,0,0,5,0,1,0,32,10,18,1,30,3,2018,6
2018-10-18 01:45:00,10,0,1,0,9,0,0,0,20,10,18,1,45,3,2018,7
2018-10-18 02:00:00,17,1,2,0,9,0,0,0,29,10,18,2,0,3,2018,8
2018-10-18 02:15:00,11,2,0,0,9,0,4,2,28,10,18,2,15,3,2018,9
2018-10-18 02:30:00,15,4,1,0,14,1,1,1,37,10,18,2,30,3,2018,10
2018-10-18 02:45:00,13,0,4,3,6,1,5,4,36,10,18,2,45,3,2018,11
2018-10-18 03:00:00,9,0,3,0,13,0,0,0,25,10,18,3,0,3,2018,12
2018-10-18 03:15:00,10,0,0,1,16,0,1,0,28,10,18,3,15,3,2018,13
2018-10-18 03:30:00,16,1,2,0,16,1,0,0,36,10,18,3,30,3,2018,14
2018-10-18 03:45:00,8,0,0,0,20,1,1,0,30,10,18,3,45,3,2018,15
2018-10-18 04:00:00,6,0,0,1,23,0,0,0,30,10,18,4,0,3,2018,16
2018-10-18 04:15:00,12,2,2,0,46,0,0,0,62,10,18,4,15,3,2018,17
2018-10-18 04:30:00,20,2,5,1,51,2,0,0,81,10,18,4,30,3,2018,18
2018-10-18 04:45:00,22,2,8,2,46,4,0,0,84,10,18,4,45,3,2018,19
2018-10-18 05:00:00,23,3,3,3,53,1,4,3,93,10,18,5,0,3,2018,20
2018-10-18 05:15:00,36,1,4,1,47,1,1,0,91,10,18,5,15,3,2018,21
2018-10-18 05:30:00,50,2,12,1,56,8,8,1,138,10,18,5,30,3,2018,22
2018-10-18 05:45:00,41,5,5,5,55,5,5,5,126,10,18,5,45,3,2018,23
2018-10-18 06:00:00,44,5,12,3,61,4,5,0,134,10,18,6,0,3,2018,24
2018-10-18 06:15:00,47,2,9,3,60,7,5,1,134,10,18,6,15,3,2018,25
2018-10-18 06:30:00,51,4,12,8,72,2,6,2,157,10,18,6,30,3,2018,26
2018-10-18 06:45:00,52,10,10,9,59,4,7,3,154,10,18,6,45,3,2018,27
2018-10-18 07:00:00,69,10,11,5,81,2,10,3,191,10,18,7,0,3,2018,28
2018-10-18 07:15:00,55,8,14,4,60,5,8,5,159,10,18,7,15,3,2018,29
2018-10-18 07:30:00,48,10,13,7,32,5,13,5,133,10,18,7,30,3,2018,30
2018-10-18 07:45:00,59,12,14,7,55,7,14,3,171,10,18,7,45,3,2018,31
2018-10-18 08:00:00,45,10,14,4,34,6,16,4,133,10,18,8,0,3,2018,32
2018-10-18 08:15:00,47,12,17,5,54,8,15,5,163,10,18,8,15,3,2018,33
2018-10-18 08:30:00,61,5,14,7,28,7,15,6,143,10,18,8,30,3,2018,34
2018-10-18 08:45:00,57,12,17,6,49,8,18,9,176,10,18,8,45,3,2018,35
2018-10-18 09:00:00,55,12,17,8,46,7,9,7,161,10,18,9,0,3,2018,36
2018-10-18 09:15:00,42,10,16,9,53,9,16,6,161,10,18,9,15,3,2018,37
2018-10-18 09:30:00,39,9,14,9,41,8,17,11,148,10,18,9,30,3,2018,38
2018-10-18 09:45:00,39,9,15,7,36,10,12,8,136,10,18,9,45,3,2018,39
2018-10-18 10:00:00,40,11,15,15,23,13,14,8,139,10,18,10,0,3,2018,40
2018-10-18 10:15:00,39,10,12,8,28,6,17,3,123,10,18,10,15,3,2018,41
2018-10-18 10:30:00,26,8,17,10,30,11,19,7,128,10,18,10,30,3,2018,42
2018-10-18 10:45:00,52,9,15,8,31,5,15,7,142,10,18,10,45,3,2018,43
2018-10-18 11:00:00,43,11,13,11,31,11,17,7,144,10,18,11,0,3,2018,44
2018-10-18 11:15:00,49,7,13,7,20,7,6,9,118,10,18,11,15,3,2018,45
2018-10-18 11:30:00,45,10,9,10,19,7,13,9,122,10,18,11,30,3,2018,46
2018-10-18 11:45:00,28,8,10,13,16,9,8,8,100,10,18,11,45,3,2018,47
2018-10-18 12:00:00,33,11,7,9,22,9,8,8,107,10,18,12,0,3,2018,48
2018-10-18 12:15:00,37,10,8,9,28,6,10,9,117,10,18,12,15,3,2018,49
2018-10-18 12:30:00,33,6,15,13,28,10,12,10,127,10,18,12,30,3,2018,50
2018-10-18 12:45:00,26,15,13,12,17,9,8,9,109,10,18,12,45,3,2018,51
2018-10-18 13:00:00,24,12,17,12,26,7,16,10,124,10,18,13,0,3,2018,52
2018-10-18 13:15:00,24,10,15,12,19,6,15,11,112,10,18,13,15,3,2018,53
2018-10-18 13:30:00,36,11,11,12,18,9,13,11,121,10,18,13,30,3,2018,54
2018-10-18 13:45:00,33,12,12,12,13,8,13,11,114,10,18,13,45,3,2018,55
2018-10-18 14:00:00,48,10,12,10,24,8,11,8,131,10,18,14,0,3,2018,56
2018-10-18 14:15:00,26,7,17,13,11,8,9,9,100,10,18,14,15,3,2018,57
2018-10-18 14:30:00,32,9,15,8,23,11,10,10,118,10,18,14,30,3,2018,58
2018-10-18 14:45:00,36,6,12,9,17,7,12,8,107,10,18,14,45,3,2018,59
2018-10-18 15:00:00,29,8,7,10,36,7,13,7,117,10,18,15,0,3,2018,60
2018-10-18 15:15:00,21,9,11,9,28,9,14,3,104,10,18,15,15,3,2018,61
2018-10-18 15:30:00,27,9,12,12,28,7,5,9,109,10,18,15,30,3,2018,62
2018-10-18 15:45:00,10,9,11,10,33,8,13,13,107,10,18,15,45,3,2018,63
2018-10-18 16:00:00,21,8,4,15,41,8,11,10,118,10,18,16,0,3,2018,64
2018-10-18 16:15:00,32,8,9,7,38,6,4,8,112,10,18,16,15,3,2018,65
2018-10-18 16:30:00,33,7,9,11,25,6,13,8,112,10,18,16,30,3,2018,66
2018-10-18 16:45:00,28,8,9,4,11,7,10,8,85,10,18,16,45,3,2018,67
2018-10-18 17:00:00,30,9,1,11,22,8,10,14,105,10,18,17,0,3,2018,68
2018-10-18 17:15:00,12,9,13,7,29,5,9,8,92,10,18,17,15,3,2018,69
2018-10-18 17:30:00,14,8,8,13,34,6,8,8,99,10,18,17,30,3,2018,70
2018-10-18 17:45:00,24,9,10,13,36,8,10,9,119,10,18,17,45,3,2018,71
2018-10-18 18:00:00,41,11,19,7,26,7,13,8,132,10,18,18,0,3,2018,72
2018-10-18 18:15:00,40,11,13,8,29,5,10,6,122,10,18,18,15,3,2018,73
2018-10-18 18:30:00,34,5,10,12,25,6,14,7,113,10,18,18,30,3,2018,74
2018-10-18 18:45:00,40,7,17,11,35,7,12,9,138,10,18,18,45,3,2018,75
2018-10-18 19:00:00,37,14,18,11,37,7,16,7,147,10,18,19,0,3,2018,76
2018-10-18 19:15:00,45,10,15,17,35,7,11,6,146,10,18,19,15,3,2018,77
2018-10-18 19:30:00,55,8,17,8,56,9,18,5,176,10,18,19,30,3,2018,78
2018-10-18 19:45:00,59,8,17,13,51,9,17,7,181,10,18,19,45,3,2018,79
2018-10-18 20:00:00,49,7,20,11,44,9,15,5,160,10,18,20,0,3,2018,80
2018-10-18 20:15:00,57,9,10,8,68,7,18,4,181,10,18,20,15,3,2018,81
2018-10-18 20:30:00,50,8,17,10,57,7,16,12,177,10,18,20,30,3,2018,82
2018-10-18 20:45:00,50,6,20,8,51,7,11,4,157,10,18,20,45,3,2018,83
2018-10-18 21:00:00,44,8,16,9,56,5,13,3,154,10,18,21,0,3,2018,84
2018-10-18 21:15:00,48,6,14,11,67,7,13,4,170,10,18,21,15,3,2018,85
2018-10-18 21:30:00,32,9,11,6,52,7,12,1,130,10,18,21,30,3,2018,86
2018-10-18 21:45:00,42,4,10,6,48,5,9,3,127,10,18,21,45,3,2018,87
2018-10-18 22:00:00,47,5,7,2,43,4,10,3,121,10,18,22,0,3,2018,88
2018-10-18 22:15:00,39,10,13,5,43,3,7,1,121,10,18,22,15,3,2018,89
2018-10-18 22:30:00,38,4,5,3,39,13,7,2,111,10,18,22,30,3,2018,90
2018-10-18 22:45:00,34,2,6,3,36,4,6,2,93,10,18,22,45,3,2018,91
2018-10-18 23:00:00,37,4,4,2,31,2,3,0,83,10,18,23,0,3,2018,92
2018-10-18 23:15:00,36,1,6,1,31,2,3,1,81,10,18,23,15,3,2018,93
2018-10-18 23:30:00,25,3,4,2,30,3,5,0,72,10,18,23,30,3,2018,94
2018-10-18 23:45:00,25,3,5,1,18,1,2,0,55,10,18,23,45,3,2018,95
2018-10-19 00:00:00,26,2,2,2,25,0,1,0,58,10,19,0,0,4,2018,0
2018-10-19 00:15:00,20,3,6,1,13,1,3,2,49,10,19,0,15,4,2018,1
2018-10-19 00:30:00,22,2,1,0,12,1,2,0,40,10,19,0,30,4,2018,2
2018-10-19 00:45:00,19,1,1,1,18,1,1,0,42,10,19,0,45,4,2018,3
2018-10-19 01:00:00,12,0,3,0,22,0,0,0,37,10,19,1,0,4,2018,4
2018-10-19 01:15:00,17,3,3,5,10,2,2,2,44,10,19,1,15,4,2018,5
2018-10-19 01:30:00,28,2,2,2,13,0,1,0,48,10,19,1,30,4,2018,6
2018-10-19 01:45:00,17,1,2,1,15,0,1,0,37,10,19,1,45,4,2018,7
2018-10-19 02:00:00,15,1,2,1,13,1,2,0,35,10,19,2,0,4,2018,8
2018-10-19 02:15:00,14,3,1,0,12,1,2,1,34,10,19,2,15,4,2018,9
2018-10-19 02:30:00,22,1,1,0,11,2,1,0,38,10,19,2,30,4,2018,10
2018-10-19 02:45:00,10,0,0,0,8,0,2,0,20,10,19,2,45,4,2018,11
2018-10-19 03:00:00,16,0,0,0,14,0,0,0,30,10,19,3,0,4,2018,12
2018-10-19 03:15:00,12,0,1,1,8,0,0,0,22,10,19,3,15,4,2018,13
2018-10-19 03:30:00,15,0,3,1,24,1,0,1,45,10,19,3,30,4,2018,14
2018-10-19 03:45:00,14,0,1,0,17,1,1,0,34,10,19,3,45,4,2018,15
2018-10-19 04:00:00,10,2,1,0,27,4,2,2,48,10,19,4,0,4,2018,16
2018-10-19 04:15:00,16,0,4,3,36,0,7,5,71,10,19,4,15,4,2018,17
2018-10-19 04:30:00,28,5,4,0,35,2,2,1,77,10,19,4,30,4,2018,18
2018-10-19 04:45:00,15,0,4,2,53,2,2,2,80,10,19,4,45,4,2018,19
2018-10-19 05:00:00,30,7,15,11,47,1,0,0,111,10,19,5,0,4,2018,20
2018-10-19 05:15:00,37,1,5,0,47,3,3,0,96,10,19,5,15,4,2018,21
2018-10-19 05:30:00,43,5,10,0,75,2,4,1,140,10,19,5,30,4,2018,22
2018-10-19 05:45:00,38,4,9,1,58,5,3,3,121,10,19,5,45,4,2018,23
2018-10-19 06:00:00,48,4,10,4,52,3,4,2,127,10,19,6,0,4,2018,24
2018-10-19 06:15:00,43,5,14,2,74,5,4,1,148,10,19,6,15,4,2018,25
2018-10-19 06:30:00,45,6,12,7,72,6,13,5,166,10,19,6,30,4,2018,26
2018-10-19 06:45:00,55,6,15,5,61,6,12,1,161,10,19,6,45,4,2018,27
2018-10-19 07:00:00,74,8,15,7,52,4,9,5,174,10,19,7,0,4,2018,28
2018-10-19 07:15:00,59,7,16,6,41,4,11,1,145,10,19,7,15,4,2018,29
2018-10-19 07:30:00,60,9,14,4,42,6,11,4,150,10,19,7,30,4,2018,30
2018-10-19 07:45:00,81,12,11,2,40,6,13,5,170,10,19,7,45,4,2018,31
2018-10-19 08:00:00,59,15,11,7,38,7,12,16,165,10,19,8,0,4,2018,32
2018-10-19 08:15:00,69,10,12,4,62,9,14,5,185,10,19,8,15,4,2018,33
2018-10-19 08:30:00,48,9,11,8,38,11,19,5,149,10,19,8,30,4,2018,34
2018-10-19 08:45:00,55,13,12,7,47,8,10,5,157,10,19,8,45,4,2018,35
2018-10-19 09:00:00,62,8,11,6,50,11,15,5,168,10,19,9,0,4,2018,36
2018-10-19 09:15:00,49,10,12,8,31,10,17,8,145,10,19,9,15,4,2018,37
2018-10-19 09:30:00,39,13,11,5,34,5,14,6,127,10,19,9,30,4,2018,38
2018-10-19 09:45:00,48,10,14,7,23,7,15,7,131,10,19,9,45,4,2018,39
2018-10-19 10:00:00,25,8,9,14,27,7,12,10,112,10,19,10,0,4,2018,40
2018-10-19 10:15:00,40,10,14,11,27,10,13,11,136,10,19,10,15,4,2018,41
2018-10-19 10:30:00,45,9,11,8,29,8,8,11,129,10,19,10,30,4,2018,42
2018-10-19 10:45:00,40,12,9,9,19,3,11,8,111,10,19,10,45,4,2018,43
2018-10-19 11:00:00,41,6,12,10,20,12,14,9,124,10,19,11,0,4,2018,44
2018-10-19 11:15:00,34,6,8,16,25,8,13,10,120,10,19,11,15,4,2018,45
2018-10-19 11:30:00,28,5,6,6,20,5,6,7,83,10,19,11,30,4,2018,46
2018-10-19 11:45:00,41,8,5,8,31,4,5,9,111,10,19,11,45,4,2018,47
2018-10-19 12:00:00,26,3,9,11,28,6,3,9,95,10,19,12,0,4,2018,48
2018-10-19 12:15:00,28,6,0,6,15,3,0,7,65,10,19,12,15,4,2018,49
2018-10-19 12:30:00,28,6,2,5,24,7,1,5,78,10,19,12,30,4,2018,50
2018-10-19 12:45:00,30,11,1,8,20,8,10,11,99,10,19,12,45,4,2018,51
2018-10-19 13:00:00,26,1,0,10,19,8,6,7,77,10,19,13,0,4,2018,52
2018-10-19 13:15:00,28,9,7,11,21,8,12,9,105,10,19,13,15,4,2018,53
2018-10-19 13:30:00,38,6,8,8,20,8,12,9,109,10,19,13,30,4,2018,54
2018-10-19 13:45:00,25,7,7,14,15,8,2,12,90,10,19,13,45,4,2018,55
2018-10-19 14:00:00,37,2,16,10,22,7,14,8,116,10,19,14,0,4,2018,56
2018-10-19 14:15:00,31,7,9,7,20,8,8,10,100,10,19,14,15,4,2018,57
2018-10-19 14:30:00,30,8,6,9,13,8,17,10,101,10,19,14,30,4,2018,58
2018-10-19 14:45:00,30,8,5,10,6,7,10,7,83,10,19,14,45,4,2018,59
2018-10-19 15:00:00,26,8,10,6,35,7,3,7,102,10,19,15,0,4,2018,60
2018-10-19 15:15:00,26,10,10,9,22,7,5,8,97,10,19,15,15,4,2018,61
2018-10-19 15:30:00,42,5,3,7,19,8,8,9,101,10,19,15,30,4,2018,62
2018-10-19 15:45:00,34,6,2,3,30,7,7,8,97,10,19,15,45,4,2018,63
2018-10-19 16:00:00,22,7,5,7,30,9,13,8,101,10,19,16,0,4,2018,64
2018-10-19 16:15:00,13,7,9,5,41,7,4,6,92,10,19,16,15,4,2018,65
2018-10-19 16:30:00,28,6,12,9,28,7,8,14,112,10,19,16,30,4,2018,66
2018-10-19 16:45:00,28,6,2,10,18,7,16,6,93,10,19,16,45,4,2018,67
2018-10-19 17:00:00,21,10,4,5,32,8,14,12,106,10,19,17,0,4,2018,68
2018-10-19 17:15:00,21,7,2,6,34,7,7,6,90,10,19,17,15,4,2018,69
2018-10-19 17:30:00,27,8,13,9,38,7,5,9,116,10,19,17,30,4,2018,70
2018-10-19 17:45:00,33,7,9,9,30,5,11,10,114,10,19,17,45,4,2018,71
2018-10-19 18:00:00,33,8,23,10,35,12,6,11,138,10,19,18,0,4,2018,72
2018-10-19 18:15:00,26,1,16,8,38,7,11,10,117,10,19,18,15,4,2018,73
2018-10-19 18:30:00,33,0,16,5,31,6,12,8,111,10,19,18,30,4,2018,74
2018-10-19 18:45:00,28,5,27,8,18,3,12,11,112,10,19,18,45,4,2018,75
2018-10-19 19:00:00,28,10,18,10,28,8,16,12,130,10,19,19,0,4,2018,76
2018-10-19 19:15:00,42,10,17,11,39,7,17,7,150,10,19,19,15,4,2018,77
2018-10-19 19:30:00,44,8,18,9,45,8,14,8,154,10,19,19,30,4,2018,78
2018-10-19 19:45:00,53,9,20,11,41,11,12,5,162,10,19,19,45,4,2018,79
2018-10-19 20:00:00,33,8,21,9,45,7,15,8,146,10,19,20,0,4,2018,80
2018-10-19 20:15:00,56,5,13,13,43,13,11,3,157,10,19,20,15,4,2018,81
2018-10-19 20:30:00,50,10,12,13,44,10,12,8,159,10,19,20,30,4,2018,82
2018-10-19 20:45:00,38,6,22,15,61,7,18,4,171,10,19,20,45,4,2018,83
2018-10-19 21:00:00,42,9,13,15,58,7,14,7,165,10,19,21,0,4,2018,84
2018-10-19 21:15:00,43,6,13,13,43,7,15,4,144,10,19,21,15,4,2018,85
2018-10-19 21:30:00,47,8,19,8,43,7,13,3,148,10,19,21,30,4,2018,86
2018-10-19 21:45:00,49,6,13,6,61,6,12,5,158,10,19,21,45,4,2018,87
2018-10-19 22:00:00,45,7,11,7,42,8,14,3,137,10,19,22,0,4,2018,88
2018-10-19 22:15:00,50,5,11,7,64,4,11,1,153,10,19,22,15,4,2018,89
2018-10-19 22:30:00,48,6,9,7,49,4,4,2,129,10,19,22,30,4,2018,90
2018-10-19 22:45:00,34,5,11,5,54,1,3,1,114,10,19,22,45,4,2018,91
2018-10-19 23:00:00,36,3,9,3,39,1,4,3,98,10,19,23,0,4,2018,92
2018-10-19 23:15:00,38,1,10,6,39,3,6,0,103,10,19,23,15,4,2018,93
2018-10-19 23:30:00,38,4,5,0,40,6,6,0,99,10,19,23,30,4,2018,94
2018-10-19 23:45:00,28,3,5,1,26,1,2,1,67,10,19,23,45,4,2018,95
2018-10-20 00:00:00,29,1,7,3,32,2,4,3,81,10,20,0,0,5,2018,0
2018-10-20 00:15:00,26,3,5,8,32,3,3,1,81,10,20,0,15,5,2018,1
2018-10-20 00:30:00,28,4,5,2,24,1,2,0,66,10,20,0,30,5,2018,2
2018-10-20 00:45:00,30,3,3,3,25,2,0,1,67,10,20,0,45,5,2018,3
2018-10-20 01:00:00,14,2,1,2,20,2,2,1,44,10,20,1,0,5,2018,4
2018-10-20 01:15:00,22,3,1,0,14,1,2,0,43,10,20,1,15,5,2018,5
2018-10-20 01:30:00,13,0,3,0,19,0,3,0,38,10,20,1,30,5,2018,6
2018-10-20 01:45:00,18,0,1,1,15,4,0,0,39,10,20,1,45,5,2018,7
2018-10-20 02:00:00,18,1,2,0,18,1,0,2,42,10,20,2,0,5,2018,8
2018-10-20 02:15:00,8,1,1,0,11,0,2,0,23,10,20,2,15,5,2018,9
2018-10-20 02:30:00,2,2,0,0,13,1,0,0,18,10,20,2,30,5,2018,10
2018-10-20 02:45:00,14,1,0,0,14,4,3,2,38,10,20,2,45,5,2018,11
2018-10-20 03:00:00,7,1,3,4,13,0,1,0,29,10,20,3,0,5,2018,12
2018-10-20 03:15:00,14,2,1,0,15,0,5,3,40,10,20,3,15,5,2018,13
2018-10-20 03:30:00,12,0,3,0,11,0,0,0,26,10,20,3,30,5,2018,14
2018-10-20 03:45:00,8,0,0,0,13,0,0,1,22,10,20,3,45,5,2018,15
2018-10-20 04:00:00,15,0,0,0,14,0,2,0,31,10,20,4,0,5,2018,16
2018-10-20 04:15:00,8,0,4,0,28,7,3,0,50,10,20,4,15,5,2018,17
2018-10-20 04:30:00,16,0,5,0,28,1,2,0,52,10,20,4,30,5,2018,18
2018-10-20 04:45:00,12,0,14,12,21,2,2,0,63,10,20,4,45,5,2018,19
2018-10-20 05:00:00,21,10,3,0,19,1,3,0,57,10,20,5,0,5,2018,20
2018-10-20 05:15:00,14,1,3,0,19,4,3,1,45,10,20,5,15,5,2018,21
2018-10-20 05:30:00,23,2,4,0,28,6,4,1,68,10,20,5,30,5,2018,22
2018-10-20 05:45:00,25,5,8,1,36,9,6,3,93,10,20,5,45,5,2018,23
2018-10-20 06:00:00,30,1,11,2,30,2,1,0,77,10,20,6,0,5,2018,24
2018-10-20 06:15:00,34,3,8,1,45,6,3,0,100,10,20,6,15,5,2018,25
2018-10-20 06:30:00,38,5,9,3,43,6,6,2,112,10,20,6,30,5,2018,26
2018-10-20 06:45:00,37,7,12,0,49,4,1,0,110,10,20,6,45,5,2018,27
2018-10-20 07:00:00,37,7,17,1,32,7,9,2,112,10,20,7,0,5,2018,28
2018-10-20 07:15:00,42,7,11,3,42,4,8,1,118,10,20,7,15,5,2018,29
2018-10-20 07:30:00,54,6,11,5,59,4,8,1,148,10,20,7,30,5,2018,30
2018-10-20 07:45:00,49,7,20,6,62,8,8,2,162,10,20,7,45,5,2018,31
2018-10-20 08:00:00,43,10,14,8,40,8,12,7,142,10,20,8,0,5,2018,32
2018-10-20 08:15:00,42,11,12,9,54,9,19,4,160,10,20,8,15,5,2018,33
2018-10-20 08:30:00,45,8,12,6,64,8,20,4,167,10,20,8,30,5,2018,34
2018-10-20 08:45:00,55,7,17,10,56,5,15,6,171,10,20,8,45,5,2018,35
2018-10-20 09:00:00,67,9,18,5,63,9,11,3,185,10,20,9,0,5,2018,36
2018-10-20 09:15:00,67,10,21,12,53,8,14,5,190,10,20,9,15,5,2018,37
2018-10-20 09:30:00,46,14,16,12,48,7,14,6,163,10,20,9,30,5,2018,38
2018-10-20 09:45:00,48,8,12,7,41,8,15,8,147,10,20,9,45,5,2018,39
2018-10-20 10:00:00,32,9,14,12,27,9,12,9,124,10,20,10,0,5,2018,40
2018-10-20 10:15:00,28,12,16,15,32,9,15,8,135,10,20,10,15,5,2018,41
2018-10-20 10:30:00,39,11,11,13,28,9,16,11,138,10,20,10,30,5,2018,42
2018-10-20 10:45:00,47,6,12,9,12,4,15,11,116,10,20,10,45,5,2018,43
2018-10-20 11:00:00,32,7,11,11,14,4,13,9,101,10,20,11,0,5,2018,44
2018-10-20 11:15:00,30,0,9,12,18,8,16,12,105,10,20,11,15,5,2018,45
2018-10-20 11:30:00,35,11,10,12,13,11,9,8,109,10,20,11,30,5,2018,46
2018-10-20 11:45:00,38,2,3,8,22,5,4,11,93,10,20,11,45,5,2018,47
2018-10-20 12:00:00,30,3,11,7,21,8,10,8,98,10,20,12,0,5,2018,48
2018-10-20 12:15:00,30,3,8,10,30,10,6,9,106,10,20,12,15,5,2018,49
2018-10-20 12:30:00,28,5,10,8,25,11,10,11,108,10,20,12,30,5,2018,50
2018-10-20 12:45:00,45,3,10,8,19,8,7,9,109,10,20,12,45,5,2018,51
2018-10-20 13:00:00,41,5,11,7,24,4,5,5,102,10,20,13,0,5,2018,52
2018-10-20 13:15:00,32,2,5,5,21,10,10,7,92,10,20,13,15,5,2018,53
2018-10-20 13:30:00,31,6,8,7,34,5,14,10,115,10,20,13,30,5,2018,54
2018-10-20 13:45:00,31,6,9,7,23,4,8,10,98,10,20,13,45,5,2018,55
2018-10-20 14:00:00,34,5,10,7,10,10,10,8,94,10,20,14,0,5,2018,56
2018-10-20 14:15:00,31,5,16,4,17,7,8,9,97,10,20,14,15,5,2018,57
