,det33,det34,det35,det36,det37,det38,det39,det40,det41,det42,det43,det44,det45,det46,det47,det48,totalct,month,day,hour,minute,day-of-week,min_bin
2018-12-17 20:00:00,50,0,11,0,11,0,7,0,32,0,5,0,6,0,4,0,126,12,17,20,0,0,80
2018-12-17 20:15:00,59,0,26,0,7,0,6,0,32,0,2,0,1,0,6,0,139,12,17,20,15,0,81
2018-12-17 20:30:00,46,0,11,0,10,0,9,0,24,0,4,0,3,0,5,0,112,12,17,20,30,0,82
2018-12-17 20:45:00,52,0,11,0,4,0,7,0,26,0,4,0,6,0,5,0,115,12,17,20,45,0,83
2018-12-17 21:00:00,35,0,7,0,7,0,8,0,26,0,2,0,5,0,4,0,94,12,17,21,0,0,84
2018-12-17 21:15:00,29,0,6,0,6,0,4,0,22,0,7,0,1,0,1,0,76,12,17,21,15,0,85
2018-12-17 21:30:00,37,0,14,0,14,0,3,0,33,0,2,0,2,0,1,0,106,12,17,21,30,0,86
2018-12-17 21:45:00,27,0,6,0,8,0,4,0,22,0,3,0,2,0,1,0,73,12,17,21,45,0,87
2018-12-17 22:00:00,37,0,8,0,5,0,6,0,20,0,2,0,1,0,4,0,83,12,17,22,0,0,88
2018-12-17 22:15:00,21,0,5,0,8,0,0,0,25,0,1,0,0,0,0,0,60,12,17,22,15,0,89
2018-12-17 22:30:00,19,0,2,0,5,0,6,0,28,0,0,0,2,0,1,0,63,12,17,22,30,0,90
2018-12-17 22:45:00,24,0,5,0,5,0,2,0,15,0,2,0,0,0,0,0,53,12,17,22,45,0,91
2018-12-17 23:00:00,21,0,8,0,5,0,4,0,18,0,1,0,2,0,0,0,59,12,17,23,0,0,92
2018-12-17 23:15:00,13,0,2,0,6,0,3,0,16,0,2,0,1,0,0,0,43,12,17,23,15,0,93
2018-12-17 23:30:00,20,0,5,0,9,0,3,0,13,0,0,0,3,0,2,0,55,12,17,23,30,0,94
2018-12-17 23:45:00,8,0,3,0,2,0,4,0,10,0,5,0,0,0,1,0,33,12,17,23,45,0,95
2018-12-18 00:00:00,14,0,3,0,4,0,2,0,11,0,3,0,1,0,0,0,38,12,18,0,0,1,0
2018-12-18 00:15:00,12,0,4,0,4,0,5,0,15,0,0,0,1,0,0,0,41,12,18,0,15,1,1
2018-12-18 00:30:00,9,0,3,0,6,0,3,0,15,0,1,0,1,0,1,0,39,12,18,0,30,1,2
2018-12-18 00:45:00,7,0,1,0,2,0,4,0,8,0,0,0,0,0,0,0,22,12,18,0,45,1,3
2018-12-18 01:00:00,9,0,4,0,3,0,3,0,8,0,0,0,0,0,0,0,27,12,18,1,0,1,4
2018-12-18 01:15:00,7,0,1,0,2,0,2,0,10,0,0,0,0,0,0,0,22,12,18,1,15,1,5
2018-12-18 01:30:00,13,0,10,0,3,0,1,0,13,0,1,0,0,0,0,0,41,12,18,1,30,1,6
2018-12-18 01:45:00,10,0,2,0,5,0,9,0,13,0,1,0,0,0,0,0,40,12,18,1,45,1,7
2018-12-18 02:00:00,8,0,1,0,4,0,2,0,7,0,0,0,0,0,0,0,22,12,18,2,0,1,8
2018-12-18 02:15:00,13,0,1,0,1,0,0,0,4,0,0,0,1,0,1,0,21,12,18,2,15,1,9
2018-12-18 02:30:00,14,0,3,0,1,0,2,0,6,0,1,0,0,0,0,0,27,12,18,2,30,1,10
2018-12-18 02:45:00,7,0,1,0,3,0,1,0,8,0,0,0,0,0,0,0,20,12,18,2,45,1,11
2018-12-18 03:00:00,16,0,1,0,2,0,1,0,8,0,1,0,0,0,0,0,29,12,18,3,0,1,12
2018-12-18 03:15:00,10,0,2,0,5,0,2,0,16,0,0,0,0,0,0,0,35,12,18,3,15,1,13
2018-12-18 03:30:00,11,0,4,0,9,0,7,0,21,0,1,0,0,0,0,0,53,12,18,3,30,1,14
2018-12-18 03:45:00,4,0,2,0,2,0,5,0,21,0,4,0,1,0,0,0,39,12,18,3,45,1,15
2018-12-18 04:00:00,6,0,2,0,4,0,4,0,20,0,0,0,0,0,0,0,36,12,18,4,0,1,16
2018-12-18 04:15:00,10,0,1,0,10,0,1,0,24,0,1,0,1,0,0,0,48,12,18,4,15,1,17
2018-12-18 04:30:00,17,0,2,0,14,0,6,0,30,0,1,0,2,0,1,0,73,12,18,4,30,1,18
2018-12-18 04:45:00,24,0,4,0,12,0,2,0,23,0,4,0,0,0,0,0,69,12,18,4,45,1,19
2018-12-18 05:00:00,13,0,4,0,15,0,6,0,29,0,2,0,2,0,2,0,73,12,18,5,0,1,20
2018-12-18 05:15:00,23,0,5,0,15,0,7,0,30,0,3,0,6,0,3,0,92,12,18,5,15,1,21
2018-12-18 05:30:00,38,0,3,0,18,0,8,0,38,0,11,0,2,0,6,0,124,12,18,5,30,1,22
2018-12-18 05:45:00,34,0,4,0,11,0,3,0,32,0,11,0,4,0,8,0,107,12,18,5,45,1,23
2018-12-18 06:00:00,42,0,5,0,15,0,7,0,35,0,7,0,5,0,6,0,122,12,18,6,0,1,24
2018-12-18 06:15:00,49,0,8,0,17,0,10,0,36,0,6,0,4,0,9,0,139,12,18,6,15,1,25
2018-12-18 06:30:00,41,0,11,0,24,0,9,0,26,0,9,0,11,0,15,0,146,12,18,6,30,1,26
2018-12-18 06:45:00,57,0,6,0,20,0,9,0,22,0,11,0,11,0,11,0,147,12,18,6,45,1,27
2018-12-18 07:00:00,29,0,14,0,15,0,12,0,35,0,13,0,11,0,12,0,141,12,18,7,0,1,28
2018-12-18 07:15:00,32,0,12,0,20,0,12,0,37,0,12,0,12,0,10,0,147,12,18,7,15,1,29
2018-12-18 07:30:00,39,0,7,0,24,0,16,0,36,0,12,0,11,0,13,0,158,12,18,7,30,1,30
2018-12-18 07:45:00,36,0,10,0,16,0,16,0,21,0,12,0,15,0,12,0,138,12,18,7,45,1,31
2018-12-18 08:00:00,43,0,10,0,18,0,13,0,35,0,10,0,15,0,11,0,155,12,18,8,0,1,32
2018-12-18 08:15:00,19,0,8,0,20,0,11,0,27,0,14,0,10,0,14,0,123,12,18,8,15,1,33
2018-12-18 08:30:00,19,0,7,0,21,0,7,0,27,0,7,0,7,0,16,0,111,12,18,8,30,1,34
2018-12-18 08:45:00,39,0,8,0,16,0,8,0,30,0,11,0,13,0,13,0,138,12,18,8,45,1,35
2018-12-18 09:00:00,37,0,7,0,15,0,13,0,24,0,11,0,10,0,13,0,130,12,18,9,0,1,36
2018-12-18 09:15:00,28,0,11,0,17,0,8,0,26,0,11,0,9,0,9,0,119,12,18,9,15,1,37
2018-12-18 09:30:00,37,0,11,0,19,0,6,0,28,0,18,0,12,0,14,0,145,12,18,9,30,1,38
2018-12-18 09:45:00,47,0,13,0,19,0,6,0,25,0,13,0,9,0,9,0,141,12,18,9,45,1,39
2018-12-18 10:00:00,33,0,9,0,15,0,12,0,21,0,27,0,10,0,13,0,140,12,18,10,0,1,40
2018-12-18 10:15:00,44,0,4,0,12,0,6,0,24,0,14,0,15,0,8,0,127,12,18,10,15,1,41
2018-12-18 10:30:00,49,0,9,0,18,0,8,0,30,0,12,0,12,0,11,0,149,12,18,10,30,1,42
2018-12-18 10:45:00,56,0,7,0,19,0,11,0,27,0,11,0,9,0,9,0,149,12,18,10,45,1,43
2018-12-18 11:00:00,45,0,6,0,15,0,9,0,24,0,15,0,8,0,12,0,134,12,18,11,0,1,44
2018-12-18 11:15:00,54,0,7,0,15,0,13,0,28,0,18,0,10,0,11,0,156,12,18,11,15,1,45
2018-12-18 11:30:00,49,0,12,0,14,0,6,0,27,0,14,0,8,0,14,0,144,12,18,11,30,1,46
2018-12-18 11:45:00,38,0,8,0,14,0,7,0,40,0,9,0,13,0,15,0,144,12,18,11,45,1,47
2018-12-18 12:00:00,38,0,9,0,12,0,9,0,25,0,19,0,8,0,11,0,131,12,18,12,0,1,48
2018-12-18 12:15:00,43,0,13,0,20,0,8,0,23,0,11,0,11,0,13,0,142,12,18,12,15,1,49
2018-12-18 12:30:00,38,0,6,0,11,0,6,0,41,0,17,0,9,0,7,0,135,12,18,12,30,1,50
2018-12-18 12:45:00,30,0,13,0,20,0,9,0,18,0,12,0,6,0,9,0,117,12,18,12,45,1,51
2018-12-18 13:00:00,23,0,7,0,20,0,11,0,18,0,14,0,11,0,13,0,117,12,18,13,0,1,52
2018-12-18 13:15:00,40,0,11,0,17,0,7,0,30,0,15,0,8,0,8,0,136,12,18,13,15,1,53
2018-12-18 13:30:00,32,0,9,0,18,0,12,0,18,0,11,0,20,0,14,0,134,12,18,13,30,1,54
2018-12-18 13:45:00,35,0,10,0,20,0,10,0,16,0,15,0,12,0,12,0,130,12,18,13,45,1,55
2018-12-18 14:00:00,43,0,11,0,19,0,11,0,28,0,8,0,11,0,17,0,148,12,18,14,0,1,56
2018-12-18 14:15:00,25,0,8,0,22,0,10,0,24,0,12,0,10,0,12,0,123,12,18,14,15,1,57
2018-12-18 14:30:00,23,0,8,0,25,0,11,0,16,0,17,0,10,0,13,0,123,12,18,14,30,1,58
2018-12-18 14:45:00,37,0,7,0,15,0,12,0,43,0,12,0,13,0,8,0,147,12,18,14,45,1,59
2018-12-18 15:00:00,43,0,6,0,11,0,9,0,26,0,12,0,10,0,11,0,128,12,18,15,0,1,60
2018-12-18 15:15:00,38,0,7,0,18,0,11,0,24,0,9,0,15,0,14,0,136,12,18,15,15,1,61
2018-12-18 15:30:00,38,0,11,0,18,0,9,0,27,0,10,0,9,0,15,0,137,12,18,15,30,1,62
2018-12-18 15:45:00,28,0,1,0,21,0,8,0,19,0,16,0,12,0,9,0,114,12,18,15,45,1,63
2018-12-18 16:00:00,32,0,5,0,20,0,12,0,21,0,13,0,8,0,9,0,120,12,18,16,0,1,64
2018-12-18 16:15:00,37,0,9,0,16,0,10,0,18,0,24,0,8,0,9,0,131,12,18,16,15,1,65
2018-12-18 16:30:00,31,0,7,0,16,0,15,0,13,0,11,0,11,0,15,0,119,12,18,16,30,1,66
2018-12-18 16:45:00,41,0,3,0,11,0,10,0,18,0,17,0,25,0,9,0,134,12,18,16,45,1,67
2018-12-18 17:00:00,36,0,11,0,12,0,6,0,31,0,17,0,6,0,6,0,125,12,18,17,0,1,68
2018-12-18 17:15:00,44,0,9,0,11,0,12,0,10,0,14,0,10,0,14,0,124,12,18,17,15,1,69
2018-12-18 17:30:00,35,0,15,0,13,0,8,0,31,0,9,0,10,0,11,0,132,12,18,17,30,1,70
2018-12-18 17:45:00,30,0,9,0,13,0,6,0,19,0,10,0,11,0,12,0,110,12,18,17,45,1,71
2018-12-18 18:00:00,26,0,13,0,16,0,7,0,31,0,12,0,6,0,15,0,126,12,18,18,0,1,72
2018-12-18 18:15:00,50,0,8,0,16,0,5,0,26,0,9,0,5,0,10,0,129,12,18,18,15,1,73
2018-12-18 18:30:00,44,0,13,0,14,0,12,0,36,0,7,0,5,0,8,0,139,12,18,18,30,1,74
2018-12-18 18:45:00,57,0,9,0,14,0,11,0,38,0,9,0,7,0,11,0,156,12,18,18,45,1,75
2018-12-18 19:00:00,58,0,15,0,14,0,8,0,32,0,10,0,11,0,8,0,156,12,18,19,0,1,76
2018-12-18 19:15:00,44,0,12,0,10,0,6,0,38,0,12,0,4,0,8,0,134,12,18,19,15,1,77
2018-12-18 19:30:00,50,0,11,0,11,0,8,0,39,0,9,0,3,0,7,0,138,12,18,19,30,1,78
2018-12-18 19:45:00,50,0,10,0,15,0,11,0,40,0,8,0,6,0,6,0,146,12,18,19,45,1,79
2018-12-18 20:00:00,51,0,9,0,18,0,5,0,37,0,8,0,8,0,9,0,145,12,18,20,0,1,80
2018-12-18 20:15:00,47,0,9,0,8,0,10,0,32,0,4,0,2,0,4,0,116,12,18,20,15,1,81
2018-12-18 20:30:00,59,0,4,0,8,0,7,0,36,0,3,0,4,0,4,0,125,12,18,20,30,1,82
2018-12-18 20:45:00,52,0,7,0,7,0,7,0,29,0,7,0,3,0,4,0,116,12,18,20,45,1,83
2018-12-18 21:00:00,61,0,6,0,7,0,4,0,28,0,4,0,2,0,2,0,114,12,18,21,0,1,84
2018-12-18 21:15:00,51,0,7,0,7,0,5,0,18,0,3,0,4,0,5,0,100,12,18,21,15,1,85
2018-12-18 21:30:00,45,0,5,0,6,0,4,0,24,0,4,0,4,0,5,0,97,12,18,21,30,1,86
2018-12-18 21:45:00,39,0,9,0,2,0,4,0,23,0,1,0,2,0,6,0,86,12,18,21,45,1,87
2018-12-18 22:00:00,28,0,7,0,12,0,5,0,33,0,1,0,3,0,7,0,96,12,18,22,0,1,88
2018-12-18 22:15:00,28,0,8,0,6,0,3,0,22,0,1,0,1,0,2,0,71,12,18,22,15,1,89
2018-12-18 22:30:00,27,0,8,0,11,0,4,0,26,0,3,0,0,0,0,0,79,12,18,22,30,1,90
2018-12-18 22:45:00,18,0,7,0,5,0,1,0,11,0,3,0,0,0,0,0,45,12,18,22,45,1,91
2018-12-18 23:00:00,27,0,8,0,7,0,4,0,26,0,2,0,3,0,2,0,79,12,18,23,0,1,92
2018-12-18 23:15:00,24,0,3,0,5,0,3,0,21,0,1,0,1,0,0,0,58,12,18,23,15,1,93
2018-12-18 23:30:00,12,0,5,0,6,0,3,0,14,0,1,0,0,0,0,0,41,12,18,23,30,1,94
2018-12-18 23:45:00,15,0,3,0,6,0,7,0,14,0,2,0,0,0,0,0,47,12,18,23,45,1,95
2018-12-19 00:00:00,17,0,3,0,7,0,2,0,15,0,1,0,9,0,6,0,60,12,19,0,0,2,0
2018-12-19 00:15:00,13,0,3,0,3,0,4,0,11,0,0,0,2,0,3,0,39,12,19,0,15,2,1
2018-12-19 00:30:00,11,0,2,0,4,0,4,0,16,0,3,0,1,0,2,0,43,12,19,0,30,2,2
2018-12-19 00:45:00,10,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,20,12,19,0,45,2,3
2018-12-19 01:00:00,14,0,5,0,2,0,3,0,11,0,2,0,0,0,0,0,37,12,19,1,0,2,4
2018-12-19 01:15:00,12,0,2,0,4,0,4,0,9,0,0,0,2,0,3,0,36,12,19,1,15,2,5
2018-12-19 01:30:00,13,0,11,0,3,0,4,0,10,0,0,0,0,0,0,0,41,12,19,1,30,2,6
2018-12-19 01:45:00,11,0,3,0,5,0,9,0,8,0,3,0,2,0,0,0,41,12,19,1,45,2,7
2018-12-19 02:00:00,10,0,6,0,2,0,3,0,12,0,0,0,0,0,0,0,33,12,19,2,0,2,8
2018-12-19 02:15:00,8,0,2,0,1,0,4,0,6,0,0,0,0,0,1,0,22,12,19,2,15,2,9
2018-12-19 02:30:00,14,0,1,0,1,0,1,0,10,0,1,0,0,0,0,0,28,12,19,2,30,2,10
2018-12-19 02:45:00,11,0,0,0,2,0,1,0,12,0,2,0,0,0,0,0,28,12,19,2,45,2,11
2018-12-19 03:00:00,8,0,2,0,2,0,2,0,10,0,1,0,0,0,0,0,25,12,19,3,0,2,12
2018-12-19 03:15:00,14,0,3,0,7,0,0,0,15,0,1,0,1,0,1,0,42,12,19,3,15,2,13
2018-12-19 03:30:00,15,0,2,0,4,0,2,0,16,0,5,0,0,0,0,0,44,12,19,3,30,2,14
2018-12-19 03:45:00,18,0,10,0,7,0,2,0,17,0,3,0,1,0,0,0,58,12,19,3,45,2,15
2018-12-19 04:00:00,17,0,1,0,12,0,4,0,21,0,1,0,1,0,1,0,58,12,19,4,0,2,16
2018-12-19 04:15:00,9,0,1,0,15,0,0,0,18,0,2,0,5,0,2,0,52,12,19,4,15,2,17
2018-12-19 04:30:00,19,0,4,0,15,0,5,0,35,0,1,0,0,0,1,0,80,12,19,4,30,2,18
2018-12-19 04:45:00,21,0,3,0,12,0,7,0,26,0,1,0,2,0,3,0,75,12,19,4,45,2,19
2018-12-19 05:00:00,22,0,3,0,15,0,7,0,30,0,2,0,3,0,2,0,84,12,19,5,0,2,20
2018-12-19 05:15:00,26,0,2,0,14,0,7,0,30,0,6,0,5,0,3,0,93,12,19,5,15,2,21
2018-12-19 05:30:00,40,0,5,0,18,0,11,0,32,0,4,0,6,0,7,0,123,12,19,5,30,2,22
2018-12-19 05:45:00,36,0,4,0,17,0,5,0,41,0,6,0,6,0,5,0,120,12,19,5,45,2,23
2018-12-19 06:00:00,41,0,2,0,19,0,5,0,30,0,9,0,6,0,5,0,117,12,19,6,0,2,24
2018-12-19 06:15:00,43,0,6,0,20,0,10,0,31,0,9,0,5,0,8,0,132,12,19,6,15,2,25
2018-12-19 06:30:00,37,0,8,0,17,0,12,0,33,0,13,0,7,0,13,0,140,12,19,6,30,2,26
2018-12-19 06:45:00,43,0,10,0,18,0,11,0,25,0,12,0,10,0,9,0,138,12,19,6,45,2,27
2018-12-19 07:00:00,45,0,12,0,20,0,8,0,32,0,13,0,12,0,14,0,156,12,19,7,0,2,28
2018-12-19 07:15:00,40,0,5,0,10,0,11,0,36,0,14,0,12,0,24,0,152,12,19,7,15,2,29
2018-12-19 07:30:00,37,0,5,0,17,0,12,0,31,0,10,0,14,0,12,0,138,12,19,7,30,2,30
2018-12-19 07:45:00,26,0,6,0,16,0,13,0,25,0,10,0,11,0,15,0,122,12,19,7,45,2,31
2018-12-19 08:00:00,33,0,6,0,16,0,15,0,30,0,12,0,11,0,15,0,138,12,19,8,0,2,32
2018-12-19 08:15:00,38,0,9,0,20,0,11,0,29,0,10,0,15,0,10,0,142,12,19,8,15,2,33
2018-12-19 08:30:00,19,0,5,0,16,0,13,0,29,0,9,0,9,0,15,0,115,12,19,8,30,2,34
2018-12-19 08:45:00,28,0,7,0,17,0,15,0,33,0,9,0,17,0,18,0,144,12,19,8,45,2,35
2018-12-19 09:00:00,43,0,7,0,20,0,14,0,28,0,17,0,8,0,10,0,147,12,19,9,0,2,36
2018-12-19 09:15:00,33,0,8,0,17,0,8,0,40,0,8,0,10,0,9,0,133,12,19,9,15,2,37
2018-12-19 09:30:00,35,0,7,0,22,0,11,0,19,0,18,0,12,0,11,0,135,12,19,9,30,2,38
2018-12-19 09:45:00,45,0,7,0,14,0,18,0,25,0,8,0,14,0,12,0,143,12,19,9,45,2,39
2018-12-19 10:00:00,41,0,6,0,10,0,9,0,29,0,14,0,12,0,11,0,132,12,19,10,0,2,40
2018-12-19 10:15:00,40,0,9,0,17,0,10,0,21,0,16,0,15,0,13,0,141,12,19,10,15,2,41
2018-12-19 10:30:00,43,0,10,0,14,0,8,0,14,0,19,0,7,0,13,0,128,12,19,10,30,2,42
2018-12-19 10:45:00,36,0,6,0,13,0,17,0,21,0,19,0,9,0,12,0,133,12,19,10,45,2,43
2018-12-19 11:00:00,41,0,8,0,14,0,8,0,21,0,11,0,10,0,11,0,124,12,19,11,0,2,44
2018-12-19 11:15:00,40,0,11,0,13,0,15,0,28,0,11,0,12,0,14,0,144,12,19,11,15,2,45
2018-12-19 11:30:00,44,0,9,0,15,0,16,0,27,0,10,0,9,0,10,0,140,12,19,11,30,2,46
2018-12-19 11:45:00,44,0,6,0,12,0,10,0,19,0,10,0,8,0,16,0,125,12,19,11,45,2,47
2018-12-19 12:00:00,31,0,6,0,15,0,6,0,34,0,12,0,11,0,14,0,129,12,19,12,0,2,48
2018-12-19 12:15:00,41,0,9,0,18,0,7,0,29,0,14,0,16,0,10,0,144,12,19,12,15,2,49
2018-12-19 12:30:00,43,0,12,0,19,0,9,0,31,0,12,0,10,0,17,0,153,12,19,12,30,2,50
2018-12-19 12:45:00,38,0,11,0,17,0,11,0,25,0,14,0,9,0,9,0,134,12,19,12,45,2,51
2018-12-19 13:00:00,37,0,8,0,15,0,9,0,27,0,18,0,12,0,11,0,137,12,19,13,0,2,52
2018-12-19 13:15:00,30,0,16,0,18,0,7,0,28,0,14,0,11,0,11,0,135,12,19,13,15,2,53
2018-12-19 13:30:00,38,0,10,0,18,0,14,0,18,0,12,0,13,0,14,0,137,12,19,13,30,2,54
2018-12-19 13:45:00,36,0,9,0,18,0,12,0,10,0,21,0,14,0,11,0,131,12,19,13,45,2,55
2018-12-19 14:00:00,23,0,5,0,22,0,15,0,11,0,15,0,12,0,12,0,115,12,19,14,0,2,56
2018-12-19 14:15:00,24,0,17,0,16,0,9,0,25,0,12,0,14,0,15,0,132,12,19,14,15,2,57
2018-12-19 14:30:00,29,0,9,0,16,0,11,0,21,0,13,0,13,0,8,0,120,12,19,14,30,2,58
2018-12-19 14:45:00,28,0,9,0,17,0,10,0,24,0,13,0,10,0,12,0,123,12,19,14,45,2,59
2018-12-19 15:00:00,34,0,9,0,18,0,9,0,17,0,14,0,13,0,8,0,122,12,19,15,0,2,60
2018-12-19 15:15:00,42,0,12,0,7,0,16,0,24,0,11,0,13,0,10,0,135,12,19,15,15,2,61
2018-12-19 15:30:00,44,0,8,0,21,0,12,0,36,0,21,0,12,0,15,0,169,12,19,15,30,2,62
2018-12-19 15:45:00,42,0,7,0,20,0,8,0,15,0,12,0,6,0,9,0,119,12,19,15,45,2,63
2018-12-19 16:00:00,48,0,8,0,12,0,10,0,33,0,10,0,12,0,12,0,145,12,19,16,0,2,64
2018-12-19 16:15:00,47,0,10,0,22,0,11,0,22,0,24,0,8,0,9,0,153,12,19,16,15,2,65
2018-12-19 16:30:00,35,0,20,0,15,0,13,0,26,0,22,0,6,0,9,0,146,12,19,16,30,2,66
2018-12-19 16:45:00,31,0,3,0,11,0,8,0,18,0,13,0,7,0,9,0,100,12,19,16,45,2,67
2018-12-19 17:00:00,36,0,8,0,15,0,9,0,25,0,11,0,9,0,9,0,122,12,19,17,0,2,68
2018-12-19 17:15:00,47,0,9,0,16,0,10,0,17,0,20,0,7,0,12,0,138,12,19,17,15,2,69
2018-12-19 17:30:00,46,0,7,0,14,0,8,0,42,0,9,0,11,0,7,0,144,12,19,17,30,2,70
2018-12-19 17:45:00,36,0,11,0,18,0,11,0,24,0,15,0,2,0,7,0,124,12,19,17,45,2,71
2018-12-19 18:00:00,32,0,11,0,17,0,11,0,39,0,13,0,6,0,12,0,141,12,19,18,0,2,72
2018-12-19 18:15:00,58,0,13,0,14,0,8,0,38,0,9,0,7,0,7,0,154,12,19,18,15,2,73
2018-12-19 18:30:00,46,0,10,0,18,0,8,0,37,0,13,0,7,0,9,0,148,12,19,18,30,2,74
2018-12-19 18:45:00,61,0,7,0,16,0,11,0,28,0,14,0,5,0,7,0,149,12,19,18,45,2,75
2018-12-19 19:00:00,47,0,7,0,14,0,11,0,48,0,10,0,6,0,8,0,151,12,19,19,0,2,76
2018-12-19 19:15:00,39,0,8,0,18,0,10,0,43,0,7,0,15,0,9,0,149,12,19,19,15,2,77
2018-12-19 19:30:00,43,0,8,0,17,0,11,0,38,0,8,0,9,0,8,0,142,12,19,19,30,2,78
2018-12-19 19:45:00,46,0,9,0,9,0,4,0,42,0,5,0,8,0,6,0,129,12,19,19,45,2,79
2018-12-19 20:00:00,53,0,12,0,15,0,8,0,39,0,4,0,2,0,6,0,139,12,19,20,0,2,80
2018-12-19 20:15:00,64,0,9,0,8,0,4,0,33,0,8,0,9,0,7,0,142,12,19,20,15,2,81
2018-12-19 20:30:00,46,0,10,0,16,0,8,0,31,0,5,0,13,0,12,0,141,12,19,20,30,2,82
2018-12-19 20:45:00,44,0,9,0,9,0,7,0,34,0,6,0,5,0,4,0,118,12,19,20,45,2,83
2018-12-19 21:00:00,48,0,8,0,11,0,9,0,34,0,3,0,2,0,1,0,116,12,19,21,0,2,84
2018-12-19 21:15:00,29,0,8,0,16,0,9,0,29,0,7,0,5,0,4,0,107,12,19,21,15,2,85
2018-12-19 21:30:00,41,0,12,0,8,0,6,0,32,0,4,0,2,0,5,0,110,12,19,21,30,2,86
2018-12-19 21:45:00,49,0,10,0,6,0,4,0,35,0,5,0,3,0,4,0,116,12,19,21,45,2,87
2018-12-19 22:00:00,36,0,3,0,7,0,2,0,32,0,3,0,3,0,3,0,89,12,19,22,0,2,88
2018-12-19 22:15:00,30,0,5,0,5,0,4,0,34,0,5,0,4,0,1,0,88,12,19,22,15,2,89
2018-12-19 22:30:00,28,0,3,0,7,0,2,0,28,0,0,0,0,0,0,0,68,12,19,22,30,2,90
2018-12-19 22:45:00,28,0,2,0,6,0,4,0,21,0,1,0,1,0,0,0,63,12,19,22,45,2,91
2018-12-19 23:00:00,27,0,5,0,5,0,4,0,18,0,3,0,1,0,2,0,65,12,19,23,0,2,92
2018-12-19 23:15:00,24,0,4,0,8,0,4,0,17,0,2,0,3,0,1,0,63,12,19,23,15,2,93
2018-12-19 23:30:00,21,0,5,0,7,0,3,0,20,0,1,0,3,0,1,0,61,12,19,23,30,2,94
2018-12-19 23:45:00,16,0,4,0,8,0,5,0,21,0,3,0,2,0,0,0,59,12,19,23,45,2,95
2018-12-20 00:00:00,15,0,6,0,7,0,6,0,19,0,0,0,2,0,1,0,56,12,20,0,0,3,0
2018-12-20 00:15:00,14,0,3,0,2,0,2,0,11,0,0,0,5,0,5,0,42,12,20,0,15,3,1
2018-12-20 00:30:00,10,0,1,0,6,0,3,0,15,0,1,0,1,0,1,0,38,12,20,0,30,3,2
2018-12-20 00:45:00,17,0,1,0,5,0,2,0,10,0,1,0,1,0,0,0,37,12,20,0,45,3,3
2018-12-20 01:00:00,12,0,3,0,3,0,3,0,13,0,1,0,1,0,0,0,36,12,20,1,0,3,4
2018-12-20 01:15:00,8,0,3,0,2,0,3,0,12,0,2,0,0,0,0,0,30,12,20,1,15,3,5
2018-12-20 01:30:00,17,0,4,0,4,0,5,0,11,0,8,0,1,0,1,0,51,12,20,1,30,3,6
2018-12-20 01:45:00,11,0,6,0,2,0,2,0,13,0,5,0,2,0,2,0,43,12,20,1,45,3,7
2018-12-20 02:00:00,12,0,5,0,3,0,2,0,8,0,0,0,0,0,0,0,30,12,20,2,0,3,8
2018-12-20 02:15:00,10,0,1,0,6,0,1,0,13,0,1,0,0,0,0,0,32,12,20,2,15,3,9
2018-12-20 02:30:00,13,0,6,0,6,0,3,0,10,0,0,0,0,0,0,0,38,12,20,2,30,3,10
2018-12-20 02:45:00,12,0,1,0,6,0,4,0,14,0,0,0,0,0,1,0,38,12,20,2,45,3,11
2018-12-20 03:00:00,9,0,0,0,0,0,2,0,10,0,1,0,0,0,0,0,22,12,20,3,0,3,12
2018-12-20 03:15:00,12,0,3,0,1,0,0,0,20,0,0,0,0,0,0,0,36,12,20,3,15,3,13
2018-12-20 03:30:00,8,0,3,0,3,0,3,0,19,0,1,0,0,0,0,0,37,12,20,3,30,3,14
2018-12-20 03:45:00,10,0,4,0,8,0,5,0,17,0,2,0,0,0,0,0,46,12,20,3,45,3,15
2018-12-20 04:00:00,12,0,0,0,6,0,5,0,23,0,0,0,1,0,1,0,48,12,20,4,0,3,16
2018-12-20 04:15:00,12,0,2,0,15,0,5,0,26,0,1,0,0,0,0,0,61,12,20,4,15,3,17
2018-12-20 04:30:00,15,0,3,0,16,0,5,0,30,0,1,0,1,0,1,0,72,12,20,4,30,3,18
2018-12-20 04:45:00,19,0,2,0,4,0,2,0,32,0,2,0,2,0,1,0,64,12,20,4,45,3,19
2018-12-20 05:00:00,22,0,5,0,14,0,5,0,27,0,4,0,3,0,4,0,84,12,20,5,0,3,20
2018-12-20 05:15:00,25,0,3,0,9,0,3,0,24,0,5,0,3,0,7,0,79,12,20,5,15,3,21
2018-12-20 05:30:00,43,0,7,0,19,0,7,0,33,0,7,0,9,0,8,0,133,12,20,5,30,3,22
2018-12-20 05:45:00,43,0,1,0,18,0,7,0,40,0,6,0,8,0,10,0,133,12,20,5,45,3,23
2018-12-20 06:00:00,38,0,3,0,18,0,8,0,38,0,6,0,4,0,7,0,122,12,20,6,0,3,24
2018-12-20 06:15:00,54,0,3,0,14,0,6,0,37,0,10,0,4,0,6,0,134,12,20,6,15,3,25
2018-12-20 06:30:00,41,0,4,0,13,0,13,0,35,0,10,0,8,0,10,0,134,12,20,6,30,3,26
2018-12-20 06:45:00,44,0,10,0,17,0,10,0,31,0,11,0,12,0,16,0,151,12,20,6,45,3,27
