,det9,det11,det13,det15,det17,det18,det19,det20,det21,det23,totalct,month,day,hour,minute,day-of-week,min_bin
2018-11-14 16:30:00,9,22,4,15,6,0,40,0,8,5,109,11,14,16,30,2,66
2018-11-14 16:45:00,9,16,6,17,8,0,39,0,7,9,111,11,14,16,45,2,67
2018-11-14 17:00:00,8,21,6,16,6,0,50,0,9,7,123,11,14,17,0,2,68
2018-11-14 17:15:00,9,24,6,20,6,0,53,0,10,8,136,11,14,17,15,2,69
2018-11-14 17:30:00,9,25,6,16,7,0,49,0,5,5,122,11,14,17,30,2,70
2018-11-14 17:45:00,9,20,2,11,14,0,53,0,10,11,130,11,14,17,45,2,71
2018-11-14 18:00:00,8,24,5,13,12,0,61,0,14,11,148,11,14,18,0,2,72
2018-11-14 18:15:00,11,24,6,7,12,0,52,0,8,13,133,11,14,18,15,2,73
2018-11-14 18:30:00,9,19,6,27,15,0,72,0,9,11,168,11,14,18,30,2,74
2018-11-14 18:45:00,7,25,4,37,14,0,68,0,10,10,175,11,14,18,45,2,75
2018-11-14 19:00:00,9,21,2,35,13,0,63,0,11,11,165,11,14,19,0,2,76
2018-11-14 19:15:00,11,17,3,26,20,0,69,0,7,7,160,11,14,19,15,2,77
2018-11-14 19:30:00,7,20,1,29,15,0,51,0,7,8,138,11,14,19,30,2,78
2018-11-14 19:45:00,9,12,0,36,15,0,57,0,8,8,145,11,14,19,45,2,79
2018-11-14 20:00:00,8,19,0,29,11,0,63,0,4,4,138,11,14,20,0,2,80
2018-11-14 20:15:00,9,18,0,40,15,0,55,0,1,1,139,11,14,20,15,2,81
2018-11-14 20:30:00,10,25,1,30,11,0,53,0,0,0,130,11,14,20,30,2,82
2018-11-14 20:45:00,4,18,1,26,17,0,46,0,4,3,119,11,14,20,45,2,83
2018-11-14 21:00:00,6,19,0,28,11,0,60,0,0,0,124,11,14,21,0,2,84
2018-11-14 21:15:00,9,15,0,32,12,0,63,0,1,1,133,11,14,21,15,2,85
2018-11-14 21:30:00,4,15,2,32,10,0,33,0,0,1,97,11,14,21,30,2,86
2018-11-14 21:45:00,3,11,1,27,10,0,46,0,0,0,98,11,14,21,45,2,87
2018-11-14 22:00:00,5,16,1,20,15,0,24,0,1,1,83,11,14,22,0,2,88
2018-11-14 22:15:00,4,14,1,19,4,0,28,0,0,0,70,11,14,22,15,2,89
2018-11-14 22:30:00,2,10,1,21,4,0,32,0,1,1,72,11,14,22,30,2,90
2018-11-14 22:45:00,3,9,1,13,4,0,27,0,0,0,57,11,14,22,45,2,91
2018-11-14 23:00:00,3,11,0,20,8,0,20,0,1,2,65,11,14,23,0,2,92
2018-11-14 23:15:00,2,8,0,21,6,0,14,0,1,1,53,11,14,23,15,2,93
2018-11-14 23:30:00,1,8,0,14,8,0,13,0,0,1,45,11,14,23,30,2,94
2018-11-14 23:45:00,1,7,0,11,2,0,15,0,0,0,36,11,14,23,45,2,95
2018-11-15 00:00:00,0,3,0,20,4,0,17,0,0,0,44,11,15,0,0,3,0
2018-11-15 00:15:00,0,5,0,17,4,0,12,0,0,0,38,11,15,0,15,3,1
2018-11-15 00:30:00,1,9,0,22,7,0,7,0,0,0,46,11,15,0,30,3,2
2018-11-15 00:45:00,0,0,0,11,3,0,8,0,0,0,22,11,15,0,45,3,3
2018-11-15 01:00:00,0,4,0,15,1,0,6,0,0,0,26,11,15,1,0,3,4
2018-11-15 01:15:00,1,8,0,13,2,0,8,0,0,0,32,11,15,1,15,3,5
2018-11-15 01:30:00,0,3,0,22,1,0,5,0,0,0,31,11,15,1,30,3,6
2018-11-15 01:45:00,0,2,0,11,3,0,9,0,0,0,25,11,15,1,45,3,7
2018-11-15 02:00:00,1,1,1,14,2,0,6,0,0,0,25,11,15,2,0,3,8
2018-11-15 02:15:00,1,4,0,16,1,0,5,0,1,1,29,11,15,2,15,3,9
2018-11-15 02:30:00,4,4,0,10,1,0,6,0,0,0,25,11,15,2,30,3,10
2018-11-15 02:45:00,1,2,0,4,1,0,7,0,0,0,15,11,15,2,45,3,11
2018-11-15 03:00:00,1,0,0,12,4,0,11,0,0,0,28,11,15,3,0,3,12
2018-11-15 03:15:00,4,1,0,7,2,0,13,0,0,0,27,11,15,3,15,3,13
2018-11-15 03:30:00,1,3,0,19,4,0,11,0,0,0,38,11,15,3,30,3,14
2018-11-15 03:45:00,6,6,0,12,5,0,10,0,0,0,39,11,15,3,45,3,15
2018-11-15 04:00:00,4,5,0,12,1,0,25,0,0,0,47,11,15,4,0,3,16
2018-11-15 04:15:00,4,3,0,13,2,0,38,0,2,2,64,11,15,4,15,3,17
2018-11-15 04:30:00,6,1,4,22,1,0,38,0,1,1,74,11,15,4,30,3,18
2018-11-15 04:45:00,7,4,8,19,0,0,44,0,0,1,83,11,15,4,45,3,19
2018-11-15 05:00:00,9,4,0,25,2,0,52,0,1,1,94,11,15,5,0,3,20
2018-11-15 05:15:00,8,7,0,22,2,0,45,0,2,3,89,11,15,5,15,3,21
2018-11-15 05:30:00,7,6,1,29,8,0,59,0,3,6,119,11,15,5,30,3,22
2018-11-15 05:45:00,6,4,5,27,4,0,65,0,5,9,125,11,15,5,45,3,23
2018-11-15 06:00:00,9,15,4,23,14,0,67,0,0,0,132,11,15,6,0,3,24
2018-11-15 06:15:00,7,11,1,29,11,0,59,0,0,2,120,11,15,6,15,3,25
2018-11-15 06:30:00,9,13,4,26,11,0,78,0,4,5,150,11,15,6,30,3,26
2018-11-15 06:45:00,10,15,5,13,17,0,69,0,6,13,148,11,15,6,45,3,27
2018-11-15 07:00:00,11,16,2,30,7,0,50,0,5,8,129,11,15,7,0,3,28
2018-11-15 07:15:00,12,17,1,22,11,0,62,0,2,3,130,11,15,7,15,3,29
2018-11-15 07:30:00,11,20,4,10,11,0,48,0,6,6,116,11,15,7,30,3,30
2018-11-15 07:45:00,8,22,6,18,10,0,26,0,5,8,103,11,15,7,45,3,31
2018-11-15 08:00:00,9,20,6,11,11,0,50,0,7,9,123,11,15,8,0,3,32
2018-11-15 08:15:00,13,22,9,12,11,0,73,0,8,10,158,11,15,8,15,3,33
2018-11-15 08:30:00,12,16,4,15,18,0,74,0,5,6,150,11,15,8,30,3,34
2018-11-15 08:45:00,11,19,4,7,15,0,70,0,5,8,139,11,15,8,45,3,35
2018-11-15 09:00:00,9,25,6,17,20,0,62,0,8,9,156,11,15,9,0,3,36
2018-11-15 09:15:00,10,21,5,13,14,0,66,0,8,9,146,11,15,9,15,3,37
2018-11-15 09:30:00,13,23,9,9,15,0,60,0,7,9,145,11,15,9,30,3,38
2018-11-15 09:45:00,11,19,5,20,18,0,68,0,7,8,156,11,15,9,45,3,39
2018-11-15 10:00:00,10,24,3,18,10,0,56,0,11,10,142,11,15,10,0,3,40
2018-11-15 10:15:00,11,20,6,22,11,0,46,0,11,8,135,11,15,10,15,3,41
2018-11-15 10:30:00,11,24,7,17,16,0,64,0,7,9,155,11,15,10,30,3,42
2018-11-15 10:45:00,10,25,6,9,14,0,62,0,7,6,139,11,15,10,45,3,43
2018-11-15 11:00:00,11,22,6,12,9,0,59,0,11,9,139,11,15,11,0,3,44
2018-11-15 11:15:00,7,16,8,21,9,0,53,0,10,10,134,11,15,11,15,3,45
2018-11-15 11:30:00,3,21,6,15,15,0,61,0,7,4,132,11,15,11,30,3,46
2018-11-15 11:45:00,6,22,8,20,11,0,57,0,12,8,144,11,15,11,45,3,47
2018-11-15 12:00:00,7,23,5,19,13,0,45,0,15,15,142,11,15,12,0,3,48
2018-11-15 12:15:00,8,17,7,14,8,0,44,0,12,8,118,11,15,12,15,3,49
2018-11-15 12:30:00,8,21,9,17,12,0,62,0,14,11,154,11,15,12,30,3,50
2018-11-15 12:45:00,13,19,5,16,8,0,52,0,9,10,132,11,15,12,45,3,51
2018-11-15 13:00:00,15,25,6,11,10,0,55,0,15,9,146,11,15,13,0,3,52
2018-11-15 13:15:00,9,19,8,13,9,0,42,0,11,9,120,11,15,13,15,3,53
2018-11-15 13:30:00,11,29,10,11,8,0,54,0,11,8,142,11,15,13,30,3,54
2018-11-15 13:45:00,10,23,10,11,15,0,56,0,10,9,144,11,15,13,45,3,55
2018-11-15 14:00:00,11,16,8,11,12,0,55,0,12,13,138,11,15,14,0,3,56
2018-11-15 14:15:00,8,17,5,10,12,0,47,0,13,14,126,11,15,14,15,3,57
2018-11-15 14:30:00,10,18,5,5,12,0,49,0,5,5,109,11,15,14,30,3,58
2018-11-15 14:45:00,9,24,10,15,6,0,25,0,10,8,107,11,15,14,45,3,59
2018-11-15 15:00:00,11,27,7,21,5,0,34,0,7,6,118,11,15,15,0,3,60
2018-11-15 15:15:00,8,19,5,14,8,0,47,0,10,10,121,11,15,15,15,3,61
2018-11-15 15:30:00,9,25,6,8,7,0,54,0,7,8,124,11,15,15,30,3,62
2018-11-15 15:45:00,9,19,7,11,7,0,34,0,8,7,102,11,15,15,45,3,63
2018-11-15 16:00:00,9,21,7,10,5,0,45,0,7,7,111,11,15,16,0,3,64
2018-11-15 16:15:00,11,23,8,13,6,0,48,0,7,8,124,11,15,16,15,3,65
2018-11-15 16:30:00,7,23,6,15,6,0,59,0,10,11,137,11,15,16,30,3,66
2018-11-15 16:45:00,8,24,6,17,7,0,44,0,9,8,123,11,15,16,45,3,67
2018-11-15 17:00:00,12,24,7,11,6,0,27,0,13,8,108,11,15,17,0,3,68
2018-11-15 17:15:00,8,29,6,12,7,0,42,0,5,3,112,11,15,17,15,3,69
2018-11-15 17:30:00,8,25,3,16,8,0,69,0,7,5,141,11,15,17,30,3,70
2018-11-15 17:45:00,13,21,3,6,10,0,48,0,13,12,126,11,15,17,45,3,71
2018-11-15 18:00:00,9,18,7,9,14,0,55,0,9,10,131,11,15,18,0,3,72
2018-11-15 18:15:00,10,22,6,20,11,0,68,0,12,10,159,11,15,18,15,3,73
2018-11-15 18:30:00,10,24,11,11,16,0,70,0,9,9,160,11,15,18,30,3,74
2018-11-15 18:45:00,10,21,2,28,14,0,77,0,11,11,174,11,15,18,45,3,75
2018-11-15 19:00:00,8,18,6,35,11,0,43,0,10,11,142,11,15,19,0,3,76
2018-11-15 19:15:00,7,18,4,31,11,0,59,0,8,9,147,11,15,19,15,3,77
2018-11-15 19:30:00,7,24,5,27,13,0,51,0,6,8,141,11,15,19,30,3,78
2018-11-15 19:45:00,5,19,2,26,12,0,68,0,10,9,151,11,15,19,45,3,79
2018-11-15 20:00:00,9,25,0,32,15,0,64,0,7,7,159,11,15,20,0,3,80
2018-11-15 20:15:00,6,26,6,34,16,0,47,0,2,2,139,11,15,20,15,3,81
2018-11-15 20:30:00,7,17,2,33,18,0,54,0,2,2,135,11,15,20,30,3,82
2018-11-15 20:45:00,10,14,0,29,13,0,48,0,3,3,120,11,15,20,45,3,83
2018-11-15 21:00:00,2,18,0,26,14,0,47,0,0,2,109,11,15,21,0,3,84
2018-11-15 21:15:00,4,16,1,25,9,0,52,0,1,2,110,11,15,21,15,3,85
2018-11-15 21:30:00,3,10,1,22,10,0,44,0,1,1,92,11,15,21,30,3,86
2018-11-15 21:45:00,7,13,1,20,17,0,60,0,2,2,122,11,15,21,45,3,87
2018-11-15 22:00:00,4,22,0,23,7,0,49,0,0,0,105,11,15,22,0,3,88
2018-11-15 22:15:00,6,13,1,25,7,0,33,0,1,1,87,11,15,22,15,3,89
2018-11-15 22:30:00,1,10,0,22,9,0,27,0,1,1,71,11,15,22,30,3,90
2018-11-15 22:45:00,3,11,0,23,6,0,34,0,0,0,77,11,15,22,45,3,91
2018-11-15 23:00:00,1,5,0,23,6,0,14,0,1,1,51,11,15,23,0,3,92
2018-11-15 23:15:00,1,9,1,16,13,0,24,0,2,2,68,11,15,23,15,3,93
2018-11-15 23:30:00,3,13,1,16,6,0,15,0,0,0,54,11,15,23,30,3,94
2018-11-15 23:45:00,1,10,0,21,2,0,17,0,0,0,51,11,15,23,45,3,95
2018-11-16 00:00:00,1,4,0,24,4,0,14,0,1,1,49,11,16,0,0,4,0
2018-11-16 00:15:00,0,10,0,17,5,0,10,0,0,0,42,11,16,0,15,4,1
2018-11-16 00:30:00,1,1,0,21,5,0,11,0,0,0,39,11,16,0,30,4,2
2018-11-16 00:45:00,1,7,0,14,3,0,4,0,0,0,29,11,16,0,45,4,3
2018-11-16 01:00:00,0,3,0,15,2,0,13,0,0,0,33,11,16,1,0,4,4
2018-11-16 01:15:00,0,4,0,17,4,0,7,0,0,0,32,11,16,1,15,4,5
2018-11-16 01:30:00,2,5,1,21,5,0,8,0,0,0,42,11,16,1,30,4,6
2018-11-16 01:45:00,0,4,0,13,2,0,12,0,1,1,33,11,16,1,45,4,7
2018-11-16 02:00:00,3,5,0,9,2,0,10,0,0,0,29,11,16,2,0,4,8
2018-11-16 02:15:00,0,4,0,13,2,0,13,0,0,0,32,11,16,2,15,4,9
2018-11-16 02:30:00,2,4,0,10,0,0,10,0,0,0,26,11,16,2,30,4,10
2018-11-16 02:45:00,1,3,0,7,4,0,5,0,0,0,20,11,16,2,45,4,11
2018-11-16 03:00:00,1,1,0,8,3,0,9,0,0,0,22,11,16,3,0,4,12
2018-11-16 03:15:00,1,3,0,11,4,0,10,0,0,0,29,11,16,3,15,4,13
2018-11-16 03:30:00,3,3,0,14,4,0,12,0,0,0,36,11,16,3,30,4,14
2018-11-16 03:45:00,5,2,1,9,5,0,15,0,0,0,37,11,16,3,45,4,15
2018-11-16 04:00:00,1,1,0,10,2,0,19,0,1,1,35,11,16,4,0,4,16
2018-11-16 04:15:00,6,2,1,17,0,0,26,0,1,1,54,11,16,4,15,4,17
2018-11-16 04:30:00,6,3,4,17,2,0,33,0,0,0,65,11,16,4,30,4,18
2018-11-16 04:45:00,7,5,6,18,5,0,50,0,2,2,95,11,16,4,45,4,19
2018-11-16 05:00:00,7,7,2,19,1,0,42,0,2,2,82,11,16,5,0,4,20
2018-11-16 05:15:00,8,3,0,25,4,0,39,0,0,0,79,11,16,5,15,4,21
2018-11-16 05:30:00,5,2,2,22,5,0,55,0,3,5,99,11,16,5,30,4,22
2018-11-16 05:45:00,6,9,6,30,10,0,56,0,6,6,129,11,16,5,45,4,23
2018-11-16 06:00:00,7,7,3,31,8,0,55,0,4,5,120,11,16,6,0,4,24
2018-11-16 06:15:00,9,8,3,28,12,0,65,0,2,4,131,11,16,6,15,4,25
2018-11-16 06:30:00,7,10,3,22,10,0,70,0,2,4,128,11,16,6,30,4,26
2018-11-16 06:45:00,10,17,5,23,10,0,72,0,7,10,154,11,16,6,45,4,27
2018-11-16 07:00:00,10,11,5,23,12,0,55,0,4,6,126,11,16,7,0,4,28
2018-11-16 07:15:00,8,16,1,17,7,0,66,0,3,4,122,11,16,7,15,4,29
2018-11-16 07:30:00,9,14,6,11,11,0,62,0,7,9,129,11,16,7,30,4,30
2018-11-16 07:45:00,8,18,7,10,12,0,45,0,6,11,117,11,16,7,45,4,31
2018-11-16 08:00:00,12,18,4,14,16,0,71,0,2,5,142,11,16,8,0,4,32
2018-11-16 08:15:00,10,19,4,13,13,0,81,0,5,6,151,11,16,8,15,4,33
2018-11-16 08:30:00,10,16,8,12,13,0,57,0,4,6,126,11,16,8,30,4,34
2018-11-16 08:45:00,9,22,12,14,12,0,55,0,7,9,140,11,16,8,45,4,35
2018-11-16 09:00:00,9,16,10,16,15,0,49,0,4,6,125,11,16,9,0,4,36
2018-11-16 09:15:00,9,19,6,20,13,0,54,0,9,7,137,11,16,9,15,4,37
2018-11-16 09:30:00,9,21,4,4,15,0,60,0,9,11,133,11,16,9,30,4,38
2018-11-16 09:45:00,12,17,6,7,12,0,60,0,11,10,135,11,16,9,45,4,39
2018-11-16 10:00:00,9,23,6,5,9,0,55,0,13,11,131,11,16,10,0,4,40
2018-11-16 10:15:00,9,18,7,11,12,0,55,0,7,5,124,11,16,10,15,4,41
2018-11-16 10:30:00,8,17,6,10,5,0,45,0,12,10,113,11,16,10,30,4,42
2018-11-16 10:45:00,11,20,9,16,7,0,64,0,10,11,148,11,16,10,45,4,43
2018-11-16 11:00:00,9,24,6,10,13,0,57,0,10,9,138,11,16,11,0,4,44
2018-11-16 11:15:00,11,18,9,23,12,0,54,0,9,9,145,11,16,11,15,4,45
2018-11-16 11:30:00,11,15,7,17,9,0,58,0,5,4,126,11,16,11,30,4,46
2018-11-16 11:45:00,13,16,6,19,9,0,44,0,11,10,128,11,16,11,45,4,47
2018-11-16 12:00:00,13,19,8,17,16,0,56,0,10,8,147,11,16,12,0,4,48
2018-11-16 12:15:00,8,15,8,10,5,0,53,0,6,3,108,11,16,12,15,4,49
2018-11-16 12:30:00,7,16,8,13,5,0,47,0,6,8,110,11,16,12,30,4,50
2018-11-16 12:45:00,8,25,6,7,9,0,50,0,13,11,129,11,16,12,45,4,51
2018-11-16 13:00:00,10,21,5,6,13,0,43,0,10,8,116,11,16,13,0,4,52
2018-11-16 13:15:00,12,25,7,7,7,0,40,0,17,13,128,11,16,13,15,4,53
2018-11-16 13:30:00,10,24,6,8,9,0,35,0,18,9,119,11,16,13,30,4,54
2018-11-16 13:45:00,10,20,8,14,9,0,42,0,17,12,132,11,16,13,45,4,55
2018-11-16 14:00:00,9,27,4,7,9,0,57,0,9,7,129,11,16,14,0,4,56
2018-11-16 14:15:00,11,18,7,4,6,0,46,0,10,8,110,11,16,14,15,4,57
2018-11-16 14:30:00,10,29,5,0,5,0,61,0,15,11,136,11,16,14,30,4,58
2018-11-16 14:45:00,9,19,8,16,5,0,49,0,6,2,114,11,16,14,45,4,59
2018-11-16 15:00:00,12,19,7,9,6,0,41,0,5,2,101,11,16,15,0,4,60
2018-11-16 15:15:00,10,19,8,10,6,0,47,0,9,4,113,11,16,15,15,4,61
2018-11-16 15:30:00,6,20,8,7,6,0,38,0,11,7,103,11,16,15,30,4,62
2018-11-16 15:45:00,7,18,7,4,7,0,49,0,6,6,104,11,16,15,45,4,63
2018-11-16 16:00:00,10,19,6,8,7,0,54,0,6,3,113,11,16,16,0,4,64
2018-11-16 16:15:00,8,23,9,10,5,0,43,0,9,12,119,11,16,16,15,4,65
2018-11-16 16:30:00,12,19,7,12,8,0,53,0,7,6,124,11,16,16,30,4,66
2018-11-16 16:45:00,12,22,8,15,5,0,52,0,10,9,133,11,16,16,45,4,67
2018-11-16 17:00:00,8,16,5,6,3,0,66,0,6,5,115,11,16,17,0,4,68
2018-11-16 17:15:00,9,21,3,15,5,0,64,0,6,5,128,11,16,17,15,4,69
2018-11-16 17:30:00,10,20,6,14,5,0,48,0,11,6,120,11,16,17,30,4,70
2018-11-16 17:45:00,11,21,5,9,11,0,58,0,10,10,135,11,16,17,45,4,71
2018-11-16 18:00:00,7,22,7,6,12,0,62,0,5,4,125,11,16,18,0,4,72
2018-11-16 18:15:00,9,25,6,11,10,0,64,0,10,10,145,11,16,18,15,4,73
2018-11-16 18:30:00,11,26,5,18,7,0,69,0,8,8,152,11,16,18,30,4,74
2018-11-16 18:45:00,8,16,10,25,15,0,70,0,9,9,162,11,16,18,45,4,75
2018-11-16 19:00:00,13,21,8,25,15,0,56,0,9,8,155,11,16,19,0,4,76
2018-11-16 19:15:00,10,23,6,18,14,0,80,0,7,8,166,11,16,19,15,4,77
2018-11-16 19:30:00,7,22,2,30,15,0,47,0,10,10,143,11,16,19,30,4,78
2018-11-16 19:45:00,9,18,2,42,11,0,73,0,11,12,178,11,16,19,45,4,79
2018-11-16 20:00:00,7,23,4,37,16,0,56,0,6,8,157,11,16,20,0,4,80
2018-11-16 20:15:00,3,26,5,34,17,0,61,0,6,6,158,11,16,20,15,4,81
2018-11-16 20:30:00,7,21,3,40,18,0,53,0,1,3,146,11,16,20,30,4,82
2018-11-16 20:45:00,9,20,0,28,19,0,55,0,1,3,135,11,16,20,45,4,83
2018-11-16 21:00:00,8,23,2,36,16,0,47,0,1,1,134,11,16,21,0,4,84
2018-11-16 21:15:00,8,12,2,28,10,0,64,0,5,4,133,11,16,21,15,4,85
2018-11-16 21:30:00,7,20,1,35,9,0,53,0,1,2,128,11,16,21,30,4,86
2018-11-16 21:45:00,6,23,1,30,13,0,55,0,1,1,130,11,16,21,45,4,87
2018-11-16 22:00:00,6,22,0,34,15,0,44,0,4,5,130,11,16,22,0,4,88
2018-11-16 22:15:00,5,23,1,28,11,0,46,0,0,0,114,11,16,22,15,4,89
2018-11-16 22:30:00,3,20,0,28,11,0,35,0,1,1,99,11,16,22,30,4,90
2018-11-16 22:45:00,4,17,0,29,9,0,41,0,3,3,106,11,16,22,45,4,91
2018-11-16 23:00:00,1,8,0,28,6,0,38,0,1,1,83,11,16,23,0,4,92
2018-11-16 23:15:00,6,8,0,23,5,0,30,0,0,1,73,11,16,23,15,4,93
2018-11-16 23:30:00,4,7,0,16,9,0,18,0,0,0,54,11,16,23,30,4,94
2018-11-16 23:45:00,3,17,4,16,8,0,23,0,1,1,73,11,16,23,45,4,95
2018-11-17 00:00:00,2,11,1,23,6,0,24,0,0,0,67,11,17,0,0,5,0
2018-11-17 00:15:00,3,7,0,20,4,0,14,0,0,0,48,11,17,0,15,5,1
2018-11-17 00:30:00,1,7,0,12,9,0,21,0,0,0,50,11,17,0,30,5,2
2018-11-17 00:45:00,0,7,1,18,4,0,9,0,0,0,39,11,17,0,45,5,3
2018-11-17 01:00:00,5,8,0,11,1,0,9,0,0,0,34,11,17,1,0,5,4
2018-11-17 01:15:00,2,9,0,9,2,0,8,0,3,3,36,11,17,1,15,5,5
2018-11-17 01:30:00,0,0,3,17,2,0,11,0,2,2,37,11,17,1,30,5,6
2018-11-17 01:45:00,5,2,1,9,3,0,18,0,0,0,38,11,17,1,45,5,7
2018-11-17 02:00:00,2,5,2,11,2,0,9,0,1,1,33,11,17,2,0,5,8
2018-11-17 02:15:00,3,2,1,11,3,0,7,0,1,1,29,11,17,2,15,5,9
2018-11-17 02:30:00,2,4,1,6,3,0,11,0,0,0,27,11,17,2,30,5,10
2018-11-17 02:45:00,3,1,0,7,12,0,11,0,0,0,34,11,17,2,45,5,11
2018-11-17 03:00:00,5,6,2,7,2,0,10,0,1,1,34,11,17,3,0,5,12
2018-11-17 03:15:00,7,6,8,24,3,0,15,0,5,5,73,11,17,3,15,5,13
2018-11-17 03:30:00,14,6,2,9,2,0,23,0,3,3,62,11,17,3,30,5,14
2018-11-17 03:45:00,14,5,0,13,5,0,23,0,2,2,64,11,17,3,45,5,15
2018-11-17 04:00:00,7,5,1,9,8,0,23,0,0,1,54,11,17,4,0,5,16
2018-11-17 04:15:00,4,5,2,14,3,0,17,0,0,0,45,11,17,4,15,5,17
2018-11-17 04:30:00,4,3,2,15,3,0,30,0,1,1,59,11,17,4,30,5,18
2018-11-17 04:45:00,9,3,4,17,5,0,41,0,0,0,79,11,17,4,45,5,19
2018-11-17 05:00:00,28,6,6,18,3,0,26,0,3,3,93,11,17,5,0,5,20
2018-11-17 05:15:00,7,7,8,18,3,0,16,0,4,3,66,11,17,5,15,5,21
2018-11-17 05:30:00,10,4,6,19,3,0,32,0,6,4,84,11,17,5,30,5,22
2018-11-17 05:45:00,7,7,1,24,5,0,24,0,0,1,69,11,17,5,45,5,23
2018-11-17 06:00:00,5,0,5,20,6,0,26,0,1,1,64,11,17,6,0,5,24
2018-11-17 06:15:00,4,8,5,30,15,0,26,0,2,7,97,11,17,6,15,5,25
2018-11-17 06:30:00,16,7,21,28,11,0,37,0,2,2,124,11,17,6,30,5,26
2018-11-17 06:45:00,8,9,5,29,10,0,28,0,14,15,118,11,17,6,45,5,27
2018-11-17 07:00:00,5,9,4,36,12,0,36,0,6,7,115,11,17,7,0,5,28
2018-11-17 07:15:00,18,10,5,31,7,0,29,0,7,7,114,11,17,7,15,5,29
2018-11-17 07:30:00,16,11,2,27,13,0,30,0,3,4,106,11,17,7,30,5,30
2018-11-17 07:45:00,10,17,6,36,11,0,53,0,7,10,150,11,17,7,45,5,31
2018-11-17 08:00:00,7,11,2,26,15,0,47,0,8,9,125,11,17,8,0,5,32
2018-11-17 08:15:00,10,18,1,30,17,0,44,0,4,5,129,11,17,8,15,5,33
2018-11-17 08:30:00,10,15,2,26,24,0,45,0,5,6,133,11,17,8,30,5,34
2018-11-17 08:45:00,11,22,6,15,13,0,49,0,10,11,137,11,17,8,45,5,35
2018-11-17 09:00:00,6,14,6,23,20,0,56,0,3,5,133,11,17,9,0,5,36
2018-11-17 09:15:00,11,22,6,19,16,0,53,0,10,7,144,11,17,9,15,5,37
2018-11-17 09:30:00,7,28,5,24,16,0,55,0,10,7,152,11,17,9,30,5,38
2018-11-17 09:45:00,10,28,6,23,15,0,57,0,10,12,161,11,17,9,45,5,39
2018-11-17 10:00:00,14,19,8,22,15,0,41,0,12,12,143,11,17,10,0,5,40
2018-11-17 10:15:00,11,29,7,21,16,0,46,0,11,10,151,11,17,10,15,5,41
2018-11-17 10:30:00,11,31,4,22,18,0,55,0,11,12,164,11,17,10,30,5,42
2018-11-17 10:45:00,8,24,6,28,12,0,62,0,12,9,161,11,17,10,45,5,43
2018-11-17 11:00:00,10,22,5,16,9,0,36,0,11,11,120,11,17,11,0,5,44
2018-11-17 11:15:00,10,24,7,20,11,0,39,0,7,7,125,11,17,11,15,5,45
2018-11-17 11:30:00,11,21,12,23,13,0,51,0,16,8,155,11,17,11,30,5,46
2018-11-17 11:45:00,11,21,11,8,3,0,50,0,14,13,131,11,17,11,45,5,47
2018-11-17 12:00:00,8,21,10,11,6,0,57,0,10,10,133,11,17,12,0,5,48
2018-11-17 12:15:00,12,20,6,15,15,0,45,0,10,9,132,11,17,12,15,5,49
2018-11-17 12:30:00,15,20,6,15,4,0,48,0,6,3,117,11,17,12,30,5,50
2018-11-17 12:45:00,8,21,7,15,9,0,49,0,4,4,117,11,17,12,45,5,51
2018-11-17 13:00:00,9,21,4,17,14,0,63,0,15,11,154,11,17,13,0,5,52
2018-11-17 13:15:00,13,18,6,17,6,0,39,0,7,8,114,11,17,13,15,5,53
2018-11-17 13:30:00,10,24,6,20,5,0,43,0,8,7,123,11,17,13,30,5,54
2018-11-17 13:45:00,9,21,8,29,6,0,45,0,9,6,133,11,17,13,45,5,55
2018-11-17 14:00:00,9,20,5,19,11,0,51,0,9,4,128,11,17,14,0,5,56
2018-11-17 14:15:00,13,18,3,14,7,0,34,0,5,4,98,11,17,14,15,5,57
2018-11-17 14:30:00,10,26,7,15,13,0,37,0,9,6,123,11,17,14,30,5,58
2018-11-17 14:45:00,20,15,7,11,4,0,38,0,3,1,99,11,17,14,45,5,59
2018-11-17 15:00:00,11,2,11,0,2,0,19,0,3,0,48,11,17,15,0,5,60
2018-11-17 15:15:00,8,17,2,1,2,0,22,0,11,10,73,11,17,15,15,5,61
2018-11-17 15:30:00,10,22,4,12,12,0,35,0,7,5,107,11,17,15,30,5,62
2018-11-17 15:45:00,9,16,8,17,16,0,44,0,9,8,127,11,17,15,45,5,63
2018-11-17 16:00:00,10,27,2,14,13,0,56,0,10,7,139,11,17,16,0,5,64
2018-11-17 16:15:00,11,20,5,18,12,0,41,0,9,8,124,11,17,16,15,5,65
2018-11-17 16:30:00,9,22,5,20,13,0,45,0,7,6,127,11,17,16,30,5,66
2018-11-17 16:45:00,11,22,6,25,15,0,45,0,10,7,141,11,17,16,45,5,67
2018-11-17 17:00:00,10,22,6,26,15,0,53,0,6,5,143,11,17,17,0,5,68
2018-11-17 17:15:00,9,16,6,22,12,0,58,0,6,5,134,11,17,17,15,5,69
2018-11-17 17:30:00,10,17,7,15,13,0,55,0,14,11,142,11,17,17,30,5,70
2018-11-17 17:45:00,10,24,5,24,13,0,45,0,14,11,146,11,17,17,45,5,71
2018-11-17 18:00:00,9,23,6,25,14,0,51,0,8,7,143,11,17,18,0,5,72
2018-11-17 18:15:00,11,21,4,22,16,0,64,0,8,9,155,11,17,18,15,5,73
