,det9,det11,det13,det15,det17,det18,det19,det20,det21,det23,totalct,month,day,hour,minute,day-of-week,min_bin
2018-10-18 09:15:00,4,5,5,0,6,0,2,0,6,6,34,10,18,9,15,3,37
2018-10-18 09:30:00,11,20,9,19,25,0,35,0,12,13,144,10,18,9,30,3,38
2018-10-18 09:45:00,12,14,4,11,19,0,31,0,6,7,104,10,18,9,45,3,39
2018-10-18 10:00:00,8,17,7,18,15,0,31,0,12,11,119,10,18,10,0,3,40
2018-10-18 10:15:00,9,17,2,11,20,0,43,0,6,4,112,10,18,10,15,3,41
2018-10-18 10:30:00,7,19,8,11,22,0,36,0,8,7,118,10,18,10,30,3,42
2018-10-18 10:45:00,11,26,5,8,28,0,28,0,9,10,125,10,18,10,45,3,43
2018-10-18 11:00:00,9,29,6,16,22,0,53,0,16,14,165,10,18,11,0,3,44
2018-10-18 11:15:00,9,19,7,22,13,0,15,0,12,11,108,10,18,11,15,3,45
2018-10-18 11:30:00,6,17,7,21,15,0,27,0,10,8,111,10,18,11,30,3,46
2018-10-18 11:45:00,7,12,10,19,17,0,25,0,15,11,116,10,18,11,45,3,47
2018-10-18 12:00:00,9,18,8,18,11,0,26,0,9,8,107,10,18,12,0,3,48
2018-10-18 12:15:00,8,21,5,21,23,0,22,0,9,8,117,10,18,12,15,3,49
2018-10-18 12:30:00,8,19,12,25,9,0,30,0,10,10,123,10,18,12,30,3,50
2018-10-18 12:45:00,9,19,6,22,15,0,40,0,9,10,130,10,18,12,45,3,51
2018-10-18 13:00:00,13,19,7,12,21,0,31,0,4,3,110,10,18,13,0,3,52
2018-10-18 13:15:00,9,27,6,15,20,0,25,0,5,5,112,10,18,13,15,3,53
2018-10-18 13:30:00,13,22,7,12,14,0,29,0,11,11,119,10,18,13,30,3,54
2018-10-18 13:45:00,8,22,4,10,11,0,24,0,8,6,93,10,18,13,45,3,55
2018-10-18 14:00:00,11,23,13,1,15,0,27,0,13,10,113,10,18,14,0,3,56
2018-10-18 14:15:00,10,29,9,5,18,0,27,0,11,10,119,10,18,14,15,3,57
2018-10-18 14:30:00,11,28,7,2,24,0,31,0,11,13,127,10,18,14,30,3,58
2018-10-18 14:45:00,9,28,6,13,10,0,11,0,12,10,99,10,18,14,45,3,59
2018-10-18 15:00:00,11,24,6,14,5,0,48,0,11,10,129,10,18,15,0,3,60
2018-10-18 15:15:00,13,21,8,14,4,0,41,0,5,4,110,10,18,15,15,3,61
2018-10-18 15:30:00,14,15,9,7,11,0,30,0,10,7,103,10,18,15,30,3,62
2018-10-18 15:45:00,11,23,8,10,8,0,32,0,6,6,104,10,18,15,45,3,63
2018-10-18 16:00:00,10,16,8,5,11,0,27,0,8,4,89,10,18,16,0,3,64
2018-10-18 16:15:00,13,21,9,11,8,0,33,0,8,9,112,10,18,16,15,3,65
2018-10-18 16:30:00,8,20,6,12,10,0,23,0,8,8,95,10,18,16,30,3,66
2018-10-18 16:45:00,9,22,7,12,11,0,36,0,6,5,108,10,18,16,45,3,67
2018-10-18 17:00:00,10,28,9,15,9,0,28,0,5,6,110,10,18,17,0,3,68
2018-10-18 17:15:00,11,16,6,9,7,0,24,0,7,7,87,10,18,17,15,3,69
2018-10-18 17:30:00,7,24,4,12,9,0,47,0,8,10,121,10,18,17,30,3,70
2018-10-18 17:45:00,10,29,10,12,13,0,21,0,16,11,122,10,18,17,45,3,71
2018-10-18 18:00:00,10,31,10,17,18,0,30,0,12,11,139,10,18,18,0,3,72
2018-10-18 18:15:00,11,18,6,17,11,0,30,0,10,10,113,10,18,18,15,3,73
2018-10-18 18:30:00,7,20,5,22,20,0,48,0,9,9,140,10,18,18,30,3,74
2018-10-18 18:45:00,11,18,3,22,18,0,42,0,7,7,128,10,18,18,45,3,75
2018-10-18 19:00:00,10,27,5,22,13,0,49,0,7,6,139,10,18,19,0,3,76
2018-10-18 19:15:00,7,22,4,24,14,0,60,0,11,12,154,10,18,19,15,3,77
2018-10-18 19:30:00,7,25,3,20,19,0,62,0,8,9,153,10,18,19,30,3,78
2018-10-18 19:45:00,9,23,4,25,17,0,62,0,7,6,153,10,18,19,45,3,79
2018-10-18 20:00:00,8,17,3,24,14,0,61,0,6,8,141,10,18,20,0,3,80
2018-10-18 20:15:00,8,21,2,34,19,0,56,0,5,5,150,10,18,20,15,3,81
2018-10-18 20:30:00,9,23,1,24,19,0,58,0,1,2,137,10,18,20,30,3,82
2018-10-18 20:45:00,6,19,8,26,10,0,59,0,4,4,136,10,18,20,45,3,83
2018-10-18 21:00:00,6,15,1,25,14,0,69,0,1,1,132,10,18,21,0,3,84
2018-10-18 21:15:00,4,9,0,23,21,0,79,0,1,1,138,10,18,21,15,3,85
2018-10-18 21:30:00,6,14,1,20,18,0,68,0,0,0,127,10,18,21,30,3,86
2018-10-18 21:45:00,5,20,4,21,11,0,46,0,1,1,109,10,18,21,45,3,87
2018-10-18 22:00:00,4,13,1,23,18,0,50,0,4,4,117,10,18,22,0,3,88
2018-10-18 22:15:00,3,14,0,20,11,0,40,0,0,0,88,10,18,22,15,3,89
2018-10-18 22:30:00,3,13,1,19,12,0,38,0,0,1,87,10,18,22,30,3,90
2018-10-18 22:45:00,0,12,7,15,6,0,37,0,0,2,79,10,18,22,45,3,91
2018-10-18 23:00:00,1,10,1,17,5,0,28,0,1,1,64,10,18,23,0,3,92
2018-10-18 23:15:00,0,9,2,20,4,0,28,0,0,0,63,10,18,23,15,3,93
2018-10-18 23:30:00,2,10,0,17,8,0,23,0,0,0,60,10,18,23,30,3,94
2018-10-18 23:45:00,2,10,1,13,7,0,20,0,0,1,54,10,18,23,45,3,95
2018-10-19 00:00:00,2,7,0,18,6,0,27,0,0,0,60,10,19,0,0,4,0
2018-10-19 00:15:00,3,10,0,14,5,0,12,0,0,0,44,10,19,0,15,4,1
2018-10-19 00:30:00,2,7,2,22,3,0,7,0,0,0,43,10,19,0,30,4,2
2018-10-19 00:45:00,2,6,0,12,5,0,14,0,0,0,39,10,19,0,45,4,3
2018-10-19 01:00:00,0,5,0,11,6,0,16,0,0,0,38,10,19,1,0,4,4
2018-10-19 01:15:00,3,8,1,16,4,0,6,0,0,0,38,10,19,1,15,4,5
2018-10-19 01:30:00,2,7,0,22,4,0,11,0,0,0,46,10,19,1,30,4,6
2018-10-19 01:45:00,1,3,0,17,3,0,12,0,0,0,36,10,19,1,45,4,7
2018-10-19 02:00:00,2,5,0,15,3,0,6,0,0,0,31,10,19,2,0,4,8
2018-10-19 02:15:00,2,8,0,12,0,0,12,0,0,0,34,10,19,2,15,4,9
2018-10-19 02:30:00,4,7,0,13,2,0,9,0,0,0,35,10,19,2,30,4,10
2018-10-19 02:45:00,0,1,0,8,1,0,6,0,0,0,16,10,19,2,45,4,11
2018-10-19 03:00:00,0,2,0,13,3,0,13,0,0,0,31,10,19,3,0,4,12
2018-10-19 03:15:00,3,0,0,11,2,0,10,0,0,0,26,10,19,3,15,4,13
2018-10-19 03:30:00,2,2,1,17,5,0,21,0,0,0,48,10,19,3,30,4,14
2018-10-19 03:45:00,5,3,0,14,4,0,13,0,0,0,39,10,19,3,45,4,15
2018-10-19 04:00:00,3,2,0,13,3,0,28,0,2,2,53,10,19,4,0,4,16
2018-10-19 04:15:00,4,2,0,11,2,0,41,0,1,1,62,10,19,4,15,4,17
2018-10-19 04:30:00,6,4,5,24,1,0,42,0,0,0,82,10,19,4,30,4,18
2018-10-19 04:45:00,9,3,6,15,10,0,43,0,0,0,86,10,19,4,45,4,19
2018-10-19 05:00:00,3,3,0,24,3,0,44,0,1,1,79,10,19,5,0,4,20
2018-10-19 05:15:00,8,6,0,22,9,0,44,0,1,1,91,10,19,5,15,4,21
2018-10-19 05:30:00,9,6,4,24,10,0,70,0,1,3,127,10,19,5,30,4,22
2018-10-19 05:45:00,7,6,6,25,10,0,54,0,6,8,122,10,19,5,45,4,23
2018-10-19 06:00:00,9,7,3,19,10,0,52,0,4,5,109,10,19,6,0,4,24
2018-10-19 06:15:00,9,11,1,24,10,0,67,0,0,1,123,10,19,6,15,4,25
2018-10-19 06:30:00,8,14,5,28,22,0,64,0,2,3,146,10,19,6,30,4,26
2018-10-19 06:45:00,8,13,4,14,26,0,44,0,5,11,125,10,19,6,45,4,27
2018-10-19 07:00:00,8,14,5,29,17,0,30,0,7,8,118,10,19,7,0,4,28
2018-10-19 07:15:00,8,13,3,20,15,0,36,0,1,2,98,10,19,7,15,4,29
2018-10-19 07:30:00,8,17,7,6,18,0,35,0,3,8,102,10,19,7,30,4,30
2018-10-19 07:45:00,13,19,5,13,22,0,24,0,4,4,104,10,19,7,45,4,31
2018-10-19 08:00:00,9,16,7,21,14,0,42,0,8,8,125,10,19,8,0,4,32
2018-10-19 08:15:00,8,17,10,15,13,0,47,0,6,8,124,10,19,8,15,4,33
2018-10-19 08:30:00,8,13,8,22,17,0,41,0,6,7,122,10,19,8,30,4,34
2018-10-19 08:45:00,9,26,14,11,30,0,47,0,8,10,155,10,19,8,45,4,35
2018-10-19 09:00:00,12,24,11,8,17,0,61,0,7,11,151,10,19,9,0,4,36
2018-10-19 09:15:00,10,22,7,12,20,0,51,0,8,9,139,10,19,9,15,4,37
2018-10-19 09:30:00,9,26,6,3,9,0,45,0,9,12,119,10,19,9,30,4,38
2018-10-19 09:45:00,10,24,4,14,16,0,41,0,12,10,131,10,19,9,45,4,39
2018-10-19 10:00:00,9,19,8,12,17,0,33,0,11,9,118,10,19,10,0,4,40
2018-10-19 10:15:00,7,17,4,9,16,0,41,0,8,7,109,10,19,10,15,4,41
2018-10-19 10:30:00,11,26,6,19,14,0,32,0,12,13,133,10,19,10,30,4,42
2018-10-19 10:45:00,9,23,7,6,8,0,31,0,11,14,109,10,19,10,45,4,43
2018-10-19 11:00:00,11,27,2,5,16,0,21,0,12,14,108,10,19,11,0,4,44
2018-10-19 11:15:00,13,26,5,11,16,0,14,0,13,13,111,10,19,11,15,4,45
2018-10-19 11:30:00,8,19,7,23,13,0,27,0,10,8,115,10,19,11,30,4,46
2018-10-19 11:45:00,7,18,8,25,18,0,18,0,13,11,118,10,19,11,45,4,47
2018-10-19 12:00:00,4,17,10,18,18,0,25,0,10,8,110,10,19,12,0,4,48
2018-10-19 12:15:00,6,17,6,9,11,0,21,0,12,9,91,10,19,12,15,4,49
2018-10-19 12:30:00,9,18,8,20,6,0,12,0,11,9,93,10,19,12,30,4,50
2018-10-19 12:45:00,10,29,6,8,8,0,18,0,7,5,91,10,19,12,45,4,51
2018-10-19 13:00:00,10,24,8,4,8,0,16,0,18,15,103,10,19,13,0,4,52
2018-10-19 13:15:00,11,20,7,11,8,0,13,0,14,12,96,10,19,13,15,4,53
2018-10-19 13:30:00,12,27,8,1,9,0,19,0,16,11,103,10,19,13,30,4,54
2018-10-19 13:45:00,14,27,8,5,11,0,13,0,6,5,89,10,19,13,45,4,55
2018-10-19 14:00:00,9,25,8,3,24,0,21,0,7,7,104,10,19,14,0,4,56
2018-10-19 14:15:00,10,21,4,2,16,0,27,0,13,11,104,10,19,14,15,4,57
2018-10-19 14:30:00,12,18,9,0,10,0,20,0,13,11,93,10,19,14,30,4,58
2018-10-19 14:45:00,6,17,10,13,12,0,16,0,7,5,86,10,19,14,45,4,59
2018-10-19 15:00:00,12,20,9,8,6,0,24,0,9,6,94,10,19,15,0,4,60
2018-10-19 15:15:00,9,22,7,14,14,0,36,0,11,8,121,10,19,15,15,4,61
2018-10-19 15:30:00,7,19,7,8,9,0,24,0,5,5,84,10,19,15,30,4,62
2018-10-19 15:45:00,9,26,7,16,5,0,27,0,13,9,112,10,19,15,45,4,63
2018-10-19 16:00:00,11,17,6,12,8,0,34,0,8,2,98,10,19,16,0,4,64
2018-10-19 16:15:00,7,14,9,7,10,0,38,0,6,5,96,10,19,16,15,4,65
2018-10-19 16:30:00,9,19,7,14,9,0,39,0,9,7,113,10,19,16,30,4,66
2018-10-19 16:45:00,7,20,8,13,6,0,45,0,7,8,114,10,19,16,45,4,67
2018-10-19 17:00:00,10,21,6,18,3,0,39,0,9,9,115,10,19,17,0,4,68
2018-10-19 17:15:00,12,23,11,14,7,0,46,0,10,10,133,10,19,17,15,4,69
2018-10-19 17:30:00,9,25,5,13,7,0,45,0,6,6,116,10,19,17,30,4,70
2018-10-19 17:45:00,12,22,6,14,8,0,31,0,15,13,121,10,19,17,45,4,71
2018-10-19 18:00:00,11,22,4,13,10,0,32,0,11,10,113,10,19,18,0,4,72
2018-10-19 18:15:00,10,27,5,9,18,0,34,0,7,6,116,10,19,18,15,4,73
2018-10-19 18:30:00,7,16,4,8,18,0,37,0,7,7,104,10,19,18,30,4,74
2018-10-19 18:45:00,9,22,3,18,19,0,60,0,5,5,141,10,19,18,45,4,75
2018-10-19 19:00:00,8,24,6,25,15,0,49,0,11,12,150,10,19,19,0,4,76
2018-10-19 19:15:00,11,27,4,18,17,0,43,0,11,16,147,10,19,19,15,4,77
2018-10-19 19:30:00,9,23,4,30,21,0,46,0,12,11,156,10,19,19,30,4,78
2018-10-19 19:45:00,7,26,5,27,16,0,55,0,6,6,148,10,19,19,45,4,79
2018-10-19 20:00:00,7,20,4,24,20,0,53,0,3,5,136,10,19,20,0,4,80
2018-10-19 20:15:00,8,22,0,30,17,0,75,0,1,2,155,10,19,20,15,4,81
2018-10-19 20:30:00,9,20,5,22,23,0,63,0,2,5,149,10,19,20,30,4,82
2018-10-19 20:45:00,9,19,6,27,16,0,69,0,4,5,155,10,19,20,45,4,83
2018-10-19 21:00:00,4,23,2,21,15,0,62,0,2,2,131,10,19,21,0,4,84
2018-10-19 21:15:00,4,16,5,22,15,0,54,0,1,2,119,10,19,21,15,4,85
2018-10-19 21:30:00,5,14,1,25,12,0,64,0,0,1,122,10,19,21,30,4,86
2018-10-19 21:45:00,8,21,3,23,15,0,57,0,1,1,129,10,19,21,45,4,87
2018-10-19 22:00:00,6,13,1,17,16,0,55,0,3,2,113,10,19,22,0,4,88
2018-10-19 22:15:00,8,16,2,27,12,0,63,0,2,2,132,10,19,22,15,4,89
2018-10-19 22:30:00,3,16,1,24,9,0,47,0,0,1,101,10,19,22,30,4,90
2018-10-19 22:45:00,2,18,1,19,13,0,43,0,2,2,100,10,19,22,45,4,91
2018-10-19 23:00:00,7,12,1,18,9,0,45,0,2,2,96,10,19,23,0,4,92
2018-10-19 23:15:00,2,9,0,18,9,0,46,0,2,2,88,10,19,23,15,4,93
2018-10-19 23:30:00,3,17,2,18,5,0,42,0,2,2,91,10,19,23,30,4,94
2018-10-19 23:45:00,1,6,1,11,8,0,25,0,1,1,54,10,19,23,45,4,95
2018-10-20 00:00:00,1,6,0,16,4,0,35,0,1,2,65,10,20,0,0,5,0
2018-10-20 00:15:00,2,7,0,18,7,0,34,0,0,0,68,10,20,0,15,5,1
2018-10-20 00:30:00,3,6,0,24,6,0,17,0,1,1,58,10,20,0,30,5,2
2018-10-20 00:45:00,4,9,2,18,7,0,16,0,1,2,59,10,20,0,45,5,3
2018-10-20 01:00:00,2,5,0,10,6,0,18,0,1,1,43,10,20,1,0,5,4
2018-10-20 01:15:00,1,6,0,12,5,0,14,0,0,0,38,10,20,1,15,5,5
2018-10-20 01:30:00,0,3,0,10,4,0,17,0,0,0,34,10,20,1,30,5,6
2018-10-20 01:45:00,2,4,0,12,3,0,17,0,0,0,38,10,20,1,45,5,7
2018-10-20 02:00:00,2,5,0,10,5,0,19,0,0,0,41,10,20,2,0,5,8
2018-10-20 02:15:00,2,4,0,8,2,0,9,0,0,0,25,10,20,2,15,5,9
2018-10-20 02:30:00,1,7,0,2,2,0,12,0,0,0,24,10,20,2,30,5,10
2018-10-20 02:45:00,2,2,0,14,5,0,10,0,0,0,33,10,20,2,45,5,11
2018-10-20 03:00:00,2,3,0,7,3,0,10,0,1,1,27,10,20,3,0,5,12
2018-10-20 03:15:00,0,0,0,15,2,0,15,0,1,1,34,10,20,3,15,5,13
2018-10-20 03:30:00,2,6,0,14,7,0,6,0,0,0,35,10,20,3,30,5,14
2018-10-20 03:45:00,3,2,0,7,2,0,10,0,1,1,26,10,20,3,45,5,15
2018-10-20 04:00:00,3,4,0,12,2,0,14,0,0,0,35,10,20,4,0,5,16
2018-10-20 04:15:00,2,3,0,9,1,0,28,0,0,0,43,10,20,4,15,5,17
2018-10-20 04:30:00,5,6,1,17,2,0,24,0,1,1,57,10,20,4,30,5,18
2018-10-20 04:45:00,2,0,0,14,3,0,29,0,1,1,50,10,20,4,45,5,19
2018-10-20 05:00:00,3,2,2,21,1,0,17,0,0,0,46,10,20,5,0,5,20
2018-10-20 05:15:00,5,1,4,18,4,0,24,0,0,0,56,10,20,5,15,5,21
2018-10-20 05:30:00,5,2,4,25,7,0,32,0,2,2,79,10,20,5,30,5,22
2018-10-20 05:45:00,2,1,2,25,9,0,29,0,1,1,70,10,20,5,45,5,23
2018-10-20 06:00:00,3,7,0,30,9,0,29,0,0,0,78,10,20,6,0,5,24
2018-10-20 06:15:00,5,7,2,28,9,0,40,0,3,7,101,10,20,6,15,5,25
2018-10-20 06:30:00,3,3,5,31,11,0,50,0,3,3,109,10,20,6,30,5,26
2018-10-20 06:45:00,11,10,3,26,14,0,46,0,1,1,112,10,20,6,45,5,27
2018-10-20 07:00:00,6,12,3,25,12,0,39,0,2,4,103,10,20,7,0,5,28
2018-10-20 07:15:00,10,17,1,33,15,0,40,0,4,4,124,10,20,7,15,5,29
2018-10-20 07:30:00,7,13,4,27,13,0,50,0,8,12,134,10,20,7,30,5,30
2018-10-20 07:45:00,9,13,6,27,18,0,66,0,3,6,148,10,20,7,45,5,31
2018-10-20 08:00:00,8,12,2,30,24,0,58,0,4,5,143,10,20,8,0,5,32
2018-10-20 08:15:00,10,15,1,29,19,0,59,0,3,4,140,10,20,8,15,5,33
2018-10-20 08:30:00,7,16,9,25,29,0,64,0,7,7,164,10,20,8,30,5,34
2018-10-20 08:45:00,9,20,6,28,22,0,51,0,9,10,155,10,20,8,45,5,35
2018-10-20 09:00:00,13,21,6,21,16,0,58,0,6,7,148,10,20,9,0,5,36
2018-10-20 09:15:00,11,18,11,15,18,0,47,0,10,11,141,10,20,9,15,5,37
2018-10-20 09:30:00,8,18,10,18,18,0,39,0,10,9,130,10,20,9,30,5,38
2018-10-20 09:45:00,8,18,7,18,15,0,38,0,7,6,117,10,20,9,45,5,39
2018-10-20 10:00:00,9,25,5,17,10,0,38,0,12,12,128,10,20,10,0,5,40
2018-10-20 10:15:00,8,23,6,16,15,0,36,0,11,15,130,10,20,10,15,5,41
2018-10-20 10:30:00,9,24,12,10,13,0,39,0,11,10,128,10,20,10,30,5,42
2018-10-20 10:45:00,11,25,8,6,9,0,21,0,11,14,105,10,20,10,45,5,43
2018-10-20 11:00:00,10,16,5,3,9,0,34,0,6,6,89,10,20,11,0,5,44
2018-10-20 11:15:00,9,26,12,13,12,0,35,0,13,13,133,10,20,11,15,5,45
2018-10-20 11:30:00,10,19,6,9,4,0,25,0,9,9,91,10,20,11,30,5,46
2018-10-20 11:45:00,9,25,6,7,11,0,19,0,9,7,93,10,20,11,45,5,47
2018-10-20 12:00:00,9,22,7,9,11,0,10,0,12,13,93,10,20,12,0,5,48
2018-10-20 12:15:00,8,25,8,18,8,0,26,0,11,10,114,10,20,12,15,5,49
2018-10-20 12:30:00,11,20,7,10,13,0,26,0,8,7,102,10,20,12,30,5,50
2018-10-20 12:45:00,11,18,8,10,9,0,25,0,14,14,109,10,20,12,45,5,51
2018-10-20 13:00:00,10,23,6,18,11,0,26,0,10,8,112,10,20,13,0,5,52
2018-10-20 13:15:00,9,21,11,19,13,0,34,0,14,13,134,10,20,13,15,5,53
2018-10-20 13:30:00,8,26,4,19,22,0,38,0,13,10,140,10,20,13,30,5,54
2018-10-20 13:45:00,14,24,6,10,10,0,24,0,11,9,108,10,20,13,45,5,55
2018-10-20 14:00:00,12,24,4,13,14,0,41,0,13,12,133,10,20,14,0,5,56
2018-10-20 14:15:00,10,22,4,11,9,0,27,0,7,6,96,10,20,14,15,5,57
2018-10-20 14:30:00,11,15,5,13,11,0,31,0,9,9,104,10,20,14,30,5,58
2018-10-20 14:45:00,8,27,11,24,14,0,28,0,7,9,128,10,20,14,45,5,59
2018-10-20 15:00:00,12,20,7,19,7,0,26,0,5,5,101,10,20,15,0,5,60
2018-10-20 15:15:00,8,24,7,20,8,0,37,0,10,9,123,10,20,15,15,5,61
2018-10-20 15:30:00,11,22,6,13,11,0,38,0,8,7,116,10,20,15,30,5,62
2018-10-20 15:45:00,7,23,7,11,10,0,19,0,8,10,95,10,20,15,45,5,63
2018-10-20 16:00:00,10,20,9,28,17,0,42,0,9,8,143,10,20,16,0,5,64
2018-10-20 16:15:00,8,29,4,22,10,0,40,0,15,11,139,10,20,16,15,5,65
2018-10-20 16:30:00,14,22,3,13,12,0,48,0,9,9,130,10,20,16,30,5,66
2018-10-20 16:45:00,9,28,5,16,10,0,33,0,14,12,127,10,20,16,45,5,67
2018-10-20 17:00:00,11,20,4,16,15,0,46,0,7,7,126,10,20,17,0,5,68
2018-10-20 17:15:00,11,19,3,24,11,0,32,0,8,7,115,10,20,17,15,5,69
2018-10-20 17:30:00,11,23,5,23,15,0,59,0,8,10,154,10,20,17,30,5,70
2018-10-20 17:45:00,10,21,4,17,14,0,48,0,7,8,129,10,20,17,45,5,71
2018-10-20 18:00:00,9,18,4,29,18,0,40,0,12,15,145,10,20,18,0,5,72
2018-10-20 18:15:00,10,21,6,23,16,0,53,0,11,12,152,10,20,18,15,5,73
2018-10-20 18:30:00,10,32,5,21,16,0,65,0,9,12,170,10,20,18,30,5,74
2018-10-20 18:45:00,12,23,4,18,21,0,63,0,8,7,156,10,20,18,45,5,75
2018-10-20 19:00:00,14,26,2,26,18,0,60,0,10,10,166,10,20,19,0,5,76
2018-10-20 19:15:00,9,25,4,24,16,0,57,0,7,9,151,10,20,19,15,5,77
2018-10-20 19:30:00,7,22,6,28,13,0,57,0,12,10,155,10,20,19,30,5,78
2018-10-20 19:45:00,8,23,4,30,16,0,59,0,8,8,156,10,20,19,45,5,79
2018-10-20 20:00:00,7,15,1,26,17,0,67,0,7,10,150,10,20,20,0,5,80
2018-10-20 20:15:00,8,15,4,24,14,0,70,0,5,4,144,10,20,20,15,5,81
2018-10-20 20:30:00,7,24,3,30,22,0,63,0,2,2,153,10,20,20,30,5,82
2018-10-20 20:45:00,4,14,0,27,16,0,59,0,4,5,129,10,20,20,45,5,83
2018-10-20 21:00:00,5,20,3,23,12,0,76,0,1,3,143,10,20,21,0,5,84
2018-10-20 21:15:00,9,11,2,28,21,0,57,0,2,2,132,10,20,21,15,5,85
2018-10-20 21:30:00,6,15,2,25,14,0,57,0,2,2,123,10,20,21,30,5,86
2018-10-20 21:45:00,5,15,4,20,19,0,63,0,3,4,133,10,20,21,45,5,87
2018-10-20 22:00:00,5,21,1,22,11,0,58,0,4,5,127,10,20,22,0,5,88
2018-10-20 22:15:00,6,21,2,24,11,0,45,0,2,2,113,10,20,22,15,5,89
2018-10-20 22:30:00,8,18,1,22,12,0,34,0,3,4,102,10,20,22,30,5,90
2018-10-20 22:45:00,6,11,0,14,10,0,34,0,1,1,77,10,20,22,45,5,91
2018-10-20 23:00:00,6,9,6,21,6,0,49,0,4,5,106,10,20,23,0,5,92
2018-10-20 23:15:00,3,12,1,16,5,0,42,0,0,1,80,10,20,23,15,5,93
2018-10-20 23:30:00,2,5,0,15,8,0,39,0,1,1,71,10,20,23,30,5,94
2018-10-20 23:45:00,1,5,6,14,7,0,36,0,3,4,76,10,20,23,45,5,95
2018-10-21 00:00:00,2,7,1,13,7,0,24,0,0,0,54,10,21,0,0,6,0
2018-10-21 00:15:00,1,10,0,13,6,0,28,0,0,0,58,10,21,0,15,6,1
2018-10-21 00:30:00,2,8,0,15,4,0,23,0,0,1,53,10,21,0,30,6,2
2018-10-21 00:45:00,1,6,0,10,4,0,24,0,0,0,45,10,21,0,45,6,3
2018-10-21 01:00:00,0,7,0,13,0,0,23,0,1,2,46,10,21,1,0,6,4
2018-10-21 01:15:00,0,2,0,12,4,0,24,0,1,1,44,10,21,1,15,6,5
2018-10-21 01:30:00,3,4,0,9,3,0,11,0,0,0,30,10,21,1,30,6,6
2018-10-21 01:45:00,1,1,0,9,1,0,13,0,2,1,28,10,21,1,45,6,7
2018-10-21 02:00:00,4,4,0,8,0,0,15,0,0,2,33,10,21,2,0,6,8
2018-10-21 02:15:00,1,1,0,5,1,0,18,0,1,1,28,10,21,2,15,6,9
2018-10-21 02:30:00,2,1,0,6,2,0,8,0,1,1,21,10,21,2,30,6,10
2018-10-21 02:45:00,0,2,0,7,1,0,7,0,0,0,17,10,21,2,45,6,11
2018-10-21 03:00:00,0,1,0,4,1,0,3,0,0,0,9,10,21,3,0,6,12
2018-10-21 03:15:00,0,0,1,7,1,0,8,0,0,0,17,10,21,3,15,6,13
2018-10-21 03:30:00,1,1,0,8,2,0,12,0,0,0,24,10,21,3,30,6,14
2018-10-21 03:45:00,1,1,0,10,7,0,4,0,0,0,23,10,21,3,45,6,15
2018-10-21 04:00:00,1,2,0,6,3,0,6,0,0,0,18,10,21,4,0,6,16
2018-10-21 04:15:00,2,0,1,7,1,0,14,0,0,0,25,10,21,4,15,6,17
2018-10-21 04:30:00,1,6,0,10,1,0,4,0,0,0,22,10,21,4,30,6,18
2018-10-21 04:45:00,2,2,0,16,3,0,8,0,1,1,33,10,21,4,45,6,19
2018-10-21 05:00:00,1,1,0,16,3,0,13,0,0,0,34,10,21,5,0,6,20
2018-10-21 05:15:00,2,2,0,14,1,0,6,0,0,0,25,10,21,5,15,6,21
2018-10-21 05:30:00,4,4,0,17,1,0,19,0,1,1,47,10,21,5,30,6,22
2018-10-21 05:45:00,3,4,1,19,5,0,15,0,0,0,47,10,21,5,45,6,23
2018-10-21 06:00:00,0,4,0,15,3,0,6,0,1,2,31,10,21,6,0,6,24
2018-10-21 06:15:00,2,4,1,21,5,0,21,0,0,0,54,10,21,6,15,6,25
2018-10-21 06:30:00,3,4,0,25,7,0,17,0,1,2,59,10,21,6,30,6,26
2018-10-21 06:45:00,3,4,0,22,12,0,25,0,0,0,66,10,21,6,45,6,27
2018-10-21 07:00:00,3,9,0,12,9,0,18,0,4,4,59,10,21,7,0,6,28
2018-10-21 07:15:00,6,7,0,34,9,0,25,0,2,2,85,10,21,7,15,6,29
2018-10-21 07:30:00,5,10,0,19,12,0,29,0,3,5,83,10,21,7,30,6,30
2018-10-21 07:45:00,9,8,2,19,11,0,31,0,4,5,89,10,21,7,45,6,31
2018-10-21 08:00:00,7,15,1,22,13,0,28,0,5,7,98,10,21,8,0,6,32
2018-10-21 08:15:00,5,14,1,22,23,0,43,0,2,2,112,10,21,8,15,6,33
2018-10-21 08:30:00,7,15,9,29,18,0,45,0,4,6,133,10,21,8,30,6,34
2018-10-21 08:45:00,9,12,2,29,15,0,46,0,9,8,130,10,21,8,45,6,35
2018-10-21 09:00:00,8,19,1,34,21,0,63,0,6,6,158,10,21,9,0,6,36
2018-10-21 09:15:00,9,23,5,33,17,0,42,0,3,3,135,10,21,9,15,6,37
2018-10-21 09:30:00,10,23,4,27,17,0,64,0,7,8,160,10,21,9,30,6,38
2018-10-21 09:45:00,10,19,6,22,17,0,49,0,7,9,139,10,21,9,45,6,39
2018-10-21 10:00:00,12,23,3,24,26,0,53,0,9,10,160,10,21,10,0,6,40
2018-10-21 10:15:00,9,15,8,22,18,0,37,0,5,5,119,10,21,10,15,6,41
2018-10-21 10:30:00,9,26,6,29,21,0,53,0,6,6,156,10,21,10,30,6,42
2018-10-21 10:45:00,9,26,5,24,21,0,57,0,7,7,156,10,21,10,45,6,43
2018-10-21 11:00:00,10,22,6,22,17,0,50,0,9,10,146,10,21,11,0,6,44
